datetime,ABRBO-1,ABRTW-1,ABTH7,ABTH7G,ABTH8,ABTH8G,ABTH9,ABTH9G,ACHRW-1,AKGLW-2,ANSUW-1,ARCHW-1,ASHWW-1,BABAW-1,BAGE-1,BAGE-2,BEATO-1,BEATO-2,BEATO-3,BEATO-4,BEINW-1,BETHW-1,BHLAW-1,BLKWW-1,BLLA-1,BLLA-2,BNWKW-1,BOWLW-1,BRBEO-1,BRDUW-1,BRGG-1,BRYBW-1,BRYP-1,BTUIW-2,BURBW-1,CAIRW-2,CARR-1,CARR-2,CAS-BEU01,CAS-CLU01,CAS-CON01,CAS-GAR01,CAS-KIL01,CAS-MOR01,CDCL-1,CGTHW-1,CLAC-1,CLDCW-1,CLDNW-1,CLDRW-1,CLDSW-1,CLFLW-1,CNQPS-1,CNQPS-2,CNQPS-3,CNQPS-4,CORB-1,COSO-1,COTPS-1,COTPS-2,COTPS-3,COTPS-4,COUWW-1,COWE1,COWE2,CRGHW-1,CRMLW-1,CRUA-1,CRUA-2,CRUA-3,CRUA-4,CRYRW-2,DALSW-1,DAMC-1,DDGNO-1,DDGNO-2,DDGNO-3,DDGNO-4,DEEP-1,DIDC01G,DIDC02G,DIDC03G,DIDC04G,DIDCB5,DIDCB6,DINO-1,DINO-2,DINO-3,DINO-4,DINO-5,DINO-6,DNGB21,DNGB22,DRAXX-1,DRAXX-10G,DRAXX-12G,DRAXX-2,DRAXX-3,DRAXX-4,DRAXX-5,DRAXX-6,DRAXX-9G,DRSLW-1,DUNGW-1,EAAO-1,EAAO-2,EDINW-1,EECL-1,EGGPS-1,EGGPS-2,EGGPS-3,EGGPS-4,ERRO-1,ERRO-2,ERRO-3,EWHLW-1,FAARW-1,FAARW-2,FALGW-1,FASN-1,FASN-4,FASN2,FASN3,FAWN-1,FDUNT-1,FELL-1,FERR-1,FERR-2,FERR-3,FERR-5G,FERR-8G,FFES-1,FFES-2,FFES-3,FFES-4,FIDL-1,FIDL-2,FIDL-2G,FIDL-3,FIDL-3G,FIDL-4,FINL-1,FOYE-1,FOYE-2,FSDLW-1,GAOFO-1,GAOFO-2,GAOFO-3,GAOFO-4,GDSTW-1,GFLDW-1,GLNDO-1,GLOFW-1,GLWSW-1,GNAPW-1,GNFSW-1,GNFSW-2,GORDW-1,GRAI-6,GRAI-7,GRAI-8,GRAI1G,GRAI4G,GRGBW-1,GRGBW-2,GRGBW-3,GRIFW-1,GRIFW-2,GRMO-1,GYAR-1,GYMRO-15,GYMRO-17,GYMRO-26,GYMRO-28,HADHW-1,HBHDW-1,HEYM11,HEYM12,HEYM27,HEYM28,HINB-7,HINB-8,HLGLW-1,HLTWW-1,HMGTO-1,HOWAO-1,HOWAO-2,HOWAO-3,HRSTW-1,HRTL-1,HRTL-2,HUMR-1,HUNB-7,HUNB-8,HYWDW-1,INDQ-1,IRNPS-2,KEAD-1,KEADGT-3,KILBW-1,KILLPG-1,KILLPG-2,KILNS-1,KLGLW-1,KLYN-A-1,KNLCV-1,LAGA-1,LARYO-1,LARYO-2,LARYO-3,LARYO-4,LBAR-1,LBAR-1G,LCLTW-1,LCSMH-1,LNCSO-1,LNCSO-2,LNMTH-1,LNMTH-2,LNMTH-3,LOAN-1,LOAN-2,LOAN-3,LOAN-4,MARK-1,MDHLW-1,MEDP-1,MIDMW-1,MILWW-1,MINSW-1,MKHLW-1,MRWD-1,NANT-1,OMNDO-1,PEHE-1,PEMB-11,PEMB-21,PEMB-31,PEMB-41,PEMB-51,PETEM1,RATS-1,RATS-2,RATS-3,RATS-4,RATSGT-2,RATSGT-4,RCBKO-1,RCBKO-2,RMPNO-1,RMPNO-2,ROCK-1,RREW-1,RRWW-1,RUGGT-6,RUGGT-7,RUGPS-6,RUGPS-7,RYHPS-1,SANQW-1,SCCL-1,SCCL-2,SCCL-3,SEAB-1,SEAB-2,SEEL-1,SHBA-1,SHBA-2,SHOS-1,SHRSO-1,SHRSO-2,SIZB-1,SIZB-2,SLOY-1,SLOY-2,SLOY-3,SLOY-4,SPLN-1,STAY-1,STAY-2,STAY-3,STAY-4,STLGW-1,STLGW-2,STLGW-3,STRNW-1,SUTB-1,SVRP-10,SVRP-20,TAYL2G,TAYL3G,TDBNW-1,TLYMW-1,TORN-1,TORN-2,TULWW-1,TULWW-2,USKM-13,USKM-14,USKM-15,WBUGT-1,WBUGT-4,WBUPS-1,WBUPS-2,WBUPS-3,WBUPS-4,WBURB-1,WBURB-2,WBURB-3,WDNSO-1,WDNSO-2,WHIHW-1,WHILW-1,WHILW-2,WILCT-1,WLNYO-2,WLNYO-3,WLNYO-4,WLNYW-1,WTMSO-1,WYLF-1,WYLF-2,WYLF-3,WYLF-4
2015-10-04 23:00:00,,,421.69199999999995,,0.0,,,,,,3.3,36.358000000000004,,20.651999999999997,0.0,0.0,,,,,,,,,,,,37.122,,8.82,0.0,17.552,,,39.86,14.124,,,,,,,,,0.0,,0.0,18.428,31.784000000000002,,17.942,,0.0,0.0,0.0,0.0,,218.4,,0.0,306.128,0.0,,,,15.927999999999999,,0.0,0.0,0.0,0.0,4.54,6.636,0.0,,,,,0.0,,,,,558.6,,0.0,0.0,0.0,0.0,0.0,0.0,536.1659999999999,545.94,564.0880000000001,,,299.152,552.384,0.0,296.444,0.0,,,,,,5.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,16.34,18.17,10.52,0.0,7.646,0.0,,122.758,,83.44,,,431.55800000000005,,,0.0,,,0.0,0.0,0.0,,,,,0.0,0.0,0.0,,,,,,2.47,3.228,0.0,5.957999999999999,,,,,54.17,0.0,230.0,,,,43.11,55.1,45.548,6.444,6.194,142.12,367.962,115.08,114.94,1.42,143.32,26.54,,,442.42,653.312,649.8480000000001,494.096,496.94,,,,,,,8.238,450.86400000000003,457.712,444.8,,507.92400000000004,,,330.884,,0.0,24.8,,,,,,,0.0,52.438,56.46,59.388000000000005,65.796,0.0,,5.75,,25.236,28.576,129.678,,131.626,382.69,350.64,369.32,0.0,53.018,11.706,0.0,,4.82,15.202,,,,93.99,,217.8,0.0,0.0,0.0,,0.0,0.0,0.0,0.0,0.0,,,,,,,0.0,29.285999999999998,23.784000000000002,,0.0,247.736,0.0,0.0,,0.0,,321.3,0.0,,,,0.0,271.89799999999997,6.502000000000001,7.843999999999999,601.28,598.84,0.0,0.0,0.0,0.0,0.0,335.4,240.4,314.7,240.2,,,,,,,0.0,,,0.816,,478.284,529.94,,1.768,,0.0,,,,274.52,,0.0,0.0,0.0,188.76,180.56,,,,37.32,31.188000000000002,,132.9,,,95.602,9.857999999999999,227.38,212.41,,
