account_id,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
93152,0,2008,7188,8141,8440,587,0,0,,,,,,,,,
93153,455895,486573,408842,386242,319802,380621,338684,196532,105609,67591,64889,255502,422857,426764,351331,284543,
93154,8763,13500,17483,13273,16371,7955,0,Not Reported,,,,,,,,,
93155,18796,16520,22506,19684,11810,14364,14435,14055,12544,14561,13046,12929,14830,17726,14568,16052,
93156,317791,333788,309077,290671,301333,321666,260340,264199,303161,267121,223731,186303,178158,157893,66654,26797,
93157,1706,1585,1279,1030,850,1012,1030,988,866,626,673,817,848,796,749,796,
93158,0,4688,14774,11138,11464,10871,2692,0,0,Not Reported,Not Reported,Not Reported,,,,,
93159,7057,7174,,,Not Reported,Not Reported,,,,,,,,,,,
93160,100651,86140,78161,75920,80238,90334,82065,79662,80105,72313,70730,79657,79659,77478,72398,69978,
93161,24168,21535,30516,26456,17325,17416,14799,13739,15133,12993,14212,14053,16668,19544,15716,17349,
93162,5600,5121,5860,5166,0,0,14,82,90,63,77,521,13863,14315,13392,12036,
93163,1542,2052,,,Not Reported,Not Reported,,,,,,,,,,,
93164,598546,606639,570416,533015,542941,557237,586763,587244,558481,558072,526504,544866,566719,563290,558010,552524,
93165,200042,262701,274960,203262,212117,246101,200670,207486,211793,188087,186348,222288,218743,237719,254453,255366,
93166,12331,13518,14537,12849,9735,8302,11746,9641,10639,10444,9720,11939,12972,14358,12240,10736,
93167,144715,130109,119903,112483,128360,121819,102442,109745,101349,95694,95178,97933,102139,99486,89948,90101,
93168,26383,30257,,,Not Reported,Not Reported,,,,,,,,,,,
93169,61843,55165,39872,35443,40628,44693,36645,41569,39003,34870,32538,31939,35411,32251,32087,31607,
93170,6426,6122,8058,12877,6964,5775,7322,335,,,,,,,,,
93171,6529,5784,4735,3936,3835,3695,3065,Not Reported,,,,,,,,,
93172,120717,51972,12710,3162,2740,1768,4025,1107,73,668,0,Not Reported,,,,,
93173,98095,85366,80404,77615,78481,88002,124899,106606,101653,65227,40924,27202,29474,20675,23253,21726,
93174,1393221,1338297,1331836,1111303,1044824,1199847,1118073,1116069,1139261,1059728,1088560,1185401,1236591,1234900,1198825,1174873,
93175,260320,257149,235036,236274,250847,268256,225789,230013,224848,201186,194285,208456,212831,211739,193978,194543,
93176,842755,831925,815837,726185,673262,744395,680082,671532,704035,680194,660491,686189,668579,672214,652218,639246,
93177,25279,20764,21859,20417,15459,14392,15257,15881,2432,0,,,,,,,
93178,94599,86957,92882,91248,83853,94489,79054,99996,94326,67088,73560,73339,81906,67993,69788,78906,
93179,8451,9999,9790,10157,9306,5733,7092,5494,0,0,0,,,,,,
93180,218378,205329,166829,161775,166286,184124,137547,125479,111196,95078,96610,98811,97324,100081,99745,37238,
93181,83501,86144,,,Not Reported,Not Reported,,,,,,,,,,,
93182,101260,95131,81117,63951,69184,77846,68566,81753,85554,93732,202509,173366,192520,174537,171505,155704,
93183,57053,56127,62371,61540,42116,59530,67747,63485,96419,94778,88542,86852,94141,94343,93775,87910,
93184,26141,34298,19878,21151,32189,36904,32968,15554,20646,34357,31829,36263,32297,45935,38018,29215,
93185,12476,8865,9125,8240,6376,4941,4213,3938,4477,6294,6348,6482,6240,6172,7926,7457,
93186,174394,173515,172294,165600,174499,188893,162526,172552,191256,172585,180033,192896,199776,190679,181610,176330,
93187,8109,12049,7084,1882,10531,11250,8471,6922,2756,0,,,,,,,
93188,24946,22952,18257,16583,15945,18219,15044,15963,16418,14661,,,,,,,
93189,3032,2756,2564,2337,2366,2543,1641,1659,1750,1529,,,,,,,
93190,83806,90841,84447,82121,78091,86668,77361,77335,70978,60072,62082,64654,65654,64649,60550,61461,
93191,20663,18634,18460,13835,15935,12672,11427,12371,11785,12747,9099,8055,7039,6643,6403,5952,
93192,1575,1634,416,,,Not Reported,,,,,,,,,,,
93193,88520,82534,,,Not Reported,Not Reported,,,,,,,,,,,
93194,29985,34995,,,Not Reported,Not Reported,,,,,,,,,,,
93195,2086,2007,1607,658,0,,,,,,,,,,,,
93196,13436,4525,3696,2857,Not Reported,,,,,,,,,,,,
93197,41286,30680,,,Not Reported,Not Reported,,,,,,,,,,,
93198,28199,24131,27380,23562,22955,10487,12365,12668,6812,10430,66,8,910,,,,
93199,251719,239437,235947,287050,266774,265983,233874,241732,229592,195785,240430,248398,236998,239205,225558,186853,
93200,15388,13311,13270,13012,12193,12669,13186,11421,11138,8990,10688,14230,15150,15473,16533,13425,
93201,12781,10113,10023,9252,9093,7212,9962,7788,,,,,,,,,
93202,102607,88504,88131,83582,74081,52153,27795,25060,19449,12055,11671,12244,13408,11129,,,
93203,240412,239577,213675,186480,211283,211053,181971,191518,203006,183874,186681,173066,78149,65920,66223,63407,
93204,63998,54195,58931,63592,60144,62157,57769,62362,59742,55635,43851,51715,56304,48837,47956,51277,
93205,10835,10445,,,Not Reported,Not Reported,,,,,,,,,,,
93206,307327,312611,248340,234664,234203,231597,202237,211116,237626,220176,200300,231077,270025,264302,227232,226564,
93207,80531,74248,66105,51871,44493,60229,52873,56172,64346,46086,46507,55889,57620,55076,44704,34640,
93208,5015,66340,65796,168151,Not Reported,,Not Reported,,,,,,,,,,
93209,925648,916964,815328,739009,860568,609973,827136,882130,889214,848637,867301,657957,877950,921905,757305,597102,
93210,13754,15852,,,Not Reported,Not Reported,,,,,,,,,,,
93211,8217,6685,1010,80,,,,,,,,,,,,,
93212,230812,239475,261797,211203,178127,191282,240762,216007,144039,201488,191667,208514,208790,190604,181263,188395,
93213,11538,11941,11741,11259,11268,12489,24844,25978,25052,24871,24615,25885,25850,40226,41267,41659,
93214,385433,398135,367965,265480,270160,265899,183619,246609,115685,0,,,,,,,
93215,286951,359235,410640,419504,317100,344711,394999,277069,378515,366055,358878,334634,309749,315973,235986,167896,
93216,5117,5961,5441,5256,4767,4765,4681,4542,4839,4600,4889,4652,5145,4934,4773,4742,
93217,114123,30254,31175,27614,29468,17671,10115,10792,9707,7747,4280,,,,,,
93220,108699,99815,106866,99516,101218,100458,95658,74517,72445,58829,57706,58386,54452,45683,41060,38365,
93222,155,173,80,,Not Reported,Not Reported,,,,,,,,,,,
93225,1056,956,817,292817,369814,365582,365644,339713,377487,359482,457191,361399,197257,109507,152217,71015,
93226,119920,117214,125326,110479,124934,131874,126014,132710,126971,124091,137006,149419,153899,147536,142104,140158,
93227,49056,49434,53102,50874,45836,38053,39780,37951,38761,39516,42241,41558,41372,43238,28854,,
93228,71108,54666,36285,38387,37188,37158,31580,32245,29729,28605,29076,29565,30266,32015,27820,,
93229,234911,248006,245011,234090,197432,158486,136891,117002,114776,117204,137097,86107,77311,66504,42144,44057,
93230,2443,2480,2325,,Not Reported,Not Reported,,,,,,,,,,,
93231,1587,1044,1485,433769,474959,694190,866107,851088,900503,850095,871258,883258,781456,652707,776975,687301,
93232,561546,553051,564642,562386,523725,414067,419940,386280,384321,312872,21409,263954,235212,216011,477973,425725,
93233,14479,12575,13076,16515,10195,10475,9831,10954,Not Reported,Not Reported,Not Reported,Not Reported,,,,,
93234,39506,45750,62741,71138,63750,64132,63654,76937,79242,71478,75941,74185,77372,80024,74538,77595,
93235,23843,29065,28345,30493,30221,31189,29430,32344,28487,33026,38888,45109,34672,34991,28896,26638,
93237,6325,6218,7050,6541,187,,,,,,,,,,,,
93238,166071,156100,140355,184913,174287,103236,35876,5240,5534,47239,45145,37198,40041,48829,47605,47290,
93239,35563,34425,39599,36026,35362,38453,37708,36140,33749,32242,33350,32066,33511,29644,26917,25864,
93240,5203,4424,4613,4531,4360,4073,4726,5259,4885,5073,5019,5173,5329,5354,5527,5677,
93241,15252,15374,17668,12686,2038,0,0,,,,,,,,,,
93242,38720,34411,30964,29426,30717,32763,31297,29955,25920,21761,24435,25729,26076,22458,21629,18690,
93243,84478,79437,83981,76475,77677,91893,78607,78236,72608,61107,59742,61573,65464,70026,57883,56164,
93244,26284,18794,15474,12911,9945,13801,7955,0,0,Not Reported,Not Reported,Not Reported,,,,,
93245,284619,319904,294574,270207,309015,428893,440644,388958,322860,309623,290579,282019,249951,283056,297498,291863,
93246,7070,6237,5892,5796,4937,4429,3972,3537,298,,,,,,,,
93247,51428,58365,53286,59279,38657,46822,41668,34066,25060,21253,20494,13155,0,0,0,,
93248,2998337,3358958,3217705,3181859,3170754,3360762,3147794,2914078,2752906,2564662,2912920,2942060,2904933,2653157,2588426,2612010,
93249,19334,20456,19514,18226,14499,16412,13823,14909,13820,12266,13102,13797,15558,14067,15520,16633,
93250,35450,36111,31405,24376,20952,16374,7877,9217,,,,,,,,,
93251,309659,362712,371400,329510,327009,354479,283569,301811,308685,288549,294651,282021,210979,252700,246566,208409,
93252,17124,17386,16540,16470,16547,10393,8061,8030,7769,8211,10199,11978,12721,12619,12278,12682,
93253,21697,18622,17487,10080,10137,7732,4714,4709,,,,,,,,,
93254,1802902,1913747,2115398,1777911,1531864,1204881,1330211,1543945,1590848,1567047,1637800,1374497,1752298,1708285,1128147,207572,
93255,52214,42470,50362,42758,24847,30108,29153,31244,28452,36002,27643,31425,30469,994,,,
93256,67044,65552,71324,72403,61198,75960,64677,90191,81255,64762,73149,102817,97170,94264,100380,99881,
93257,67323,66402,66837,51985,47478,52724,46777,44976,45661,38685,41837,39109,35011,34757,30692,30669,
93258,35130,31404,33336,27767,26068,29986,30541,31723,28519,36768,42665,34549,35814,38870,32710,26433,
93259,29316,25516,23201,14346,17493,23778,16668,21149,19383,14255,16331,18092,20800,20108,15977,13919,
93260,7674,5196,,,Not Reported,Not Reported,,,,,,,,,,,
93261,20446,22330,25982,21953,14445,20093,16729,18345,14747,15031,14885,16778,7542,12778,12700,9011,
93262,307274,283719,273500,278874,275370,289480,248019,238779,235462,205346,201533,200417,206395,209705,84623,11580,
93263,25984,33777,29143,27541,28076,22022,15316,14364,13634,9419,10525,9873,,,,,
93265,91500,111225,132005,140223,117118,139701,148080,150359,155343,144672,136829,75318,126184,192109,199744,181931,
93266,8385,2182,,,Not Reported,Not Reported,,,,,,,,,,,
93267,106913,128433,137506,115731,45886,29735,46406,5148,0,0,0,0,0,0,,,
93268,10,7,0,46,1,2,18,0,0,0,,,,,,,
93269,17382,772,414,365,Not Reported,,,,,,,,,,,,
93270,51124,52455,45000,36304,24877,36546,28442,40635,26850,20927,22197,21998,34674,11934,0,0,
93271,11967,9703,8570,9788,12865,12864,13950,12743,15616,16832,16501,15358,15578,13669,10797,9961,
93272,6852,7097,7677,6666,7046,7931,7687,7165,7789,7730,6763,7209,7066,8709,6529,2714,
93273,,51280,111686,102656,38597,49455,93090,41260,,,,,,,,,
93274,,9825,9875,10657,11238,12017,10443,10488,11639,7056,,,,,,,
93275,70324,68541,51629,58615,61326,72037,55660,64290,51838,48731,37514,47049,39255,47518,32445,21212,
93276,,17966,35605,34514,23876,33529,34275,33393,26872,30176,35711,31093,33849,33664,28319,23666,
93277,40145,39571,41246,64216,60507,73210,73079,79772,69403,61791,51902,49671,65090,63060,57865,61211,
93278,394,2348,152,713,18,617,39,720,866,186,152,3727,3000,387,434,67,
93280,45951,44386,57372,62532,60016,56657,71035,87430,74326,65791,39126,67973,54215,50733,63807,61214,
93281,1254557,1220382,1145416,1008763,1009125,1067270,967309,953212,798087,725139,754880,723306,726992,696261,700824,669175,
93282,36696,43648,0,Not Reported,Not Reported,Not Reported,,,,,,,,,,,
93283,6453,5212,5096,4742,4528,4274,3791,3356,3433,2918,3205,3486,3763,3426,3354,3413,
93284,,3912,9944,10231,9699,10045,9366,3065,,,,,,,,,
93285,4913,2181,0,,Not Reported,Not Reported,,,,,,,,,,,
93286,,,5346,6048,7542,3696,1432,6013,8017,7896,8256,9469,9699,7543,8238,7945,
93287,956264,932665,947299,882237,893894,935659,796043,807754,789881,589473,656150,865511,834130,831302,836325,847449,
93288,5481,4929,4443,4351,4220,4372,4106,3849,3699,,,,,,,,
93289,1039988,949324,1105197,1074331,1008628,1060683,839098,704950,657359,646548,769004,900368,929878,895957,693780,693532,
93290,,1780,2097,,Not Reported,Not Reported,,,,,,,,,,,
93291,41377,37207,28316,12751,0,0,0,0,2200,1984,2162,,,,,,
93292,37256,29003,28735,5449,Not Reported,,,,,,,,,,,,
93293,35190,39300,30464,45166,31810,34688,33467,31966,32385,31168,31331,27950,27561,25078,25682,25669,
93294,540263,538958,545138,579071,490787,538428,493340,482460,457853,394746,189712,0,,,,,
93295,17440,18890,,,Not Reported,Not Reported,,,,,,,,,,,
93296,36496,31484,51460,39762,56864,68016,65174,71594,57012,68488,51073,61870,60454,43507,49081,83847,
93297,3056,2665,,,,Not Reported,,,,,,,,,,,
93298,15941,9621,8942,6566,7309,7875,6763,7811,7970,7378,6981,7832,4807,,,,
93299,428416,443680,441107,428461,413886,446835,235082,226975,351439,246969,280217,342398,355460,392765,408836,356716,
93300,25393,25403,24666,23258,21512,24681,24273,26016,25561,31263,31776,34912,37044,35241,33286,33021,
93301,3663,3460,3400,3491,Not Reported,,Not Reported,,,,,,,,,,
93302,1447181,1458875,1387561,1211561,1180221,1166637,990471,981642,1167706,1072081,1081987,1197061,1167224,1185847,1128363,1098963,
93303,,3246,3965,4110,4011,4071,3892,3875,3865,4556,4964,4947,4912,5015,4709,4604,
93304,56189,56301,58835,52424,60144,50589,41511,54173,38365,39098,37119,40672,45246,47098,38729,29113,
93305,32158,22322,,,Not Reported,Not Reported,,,,,,,,,,,
93306,34640,33076,36380,34477,28314,50643,52360,58074,47559,66882,55732,58033,67659,70747,56420,62342,
93307,21523,21526,19960,19165,18358,21159,26202,32722,39929,33020,33347,30442,30585,28002,26948,24735,
93308,21018,28176,26280,23799,22828,22968,20178,21903,15689,15509,10353,16450,20192,21723,965,,
93309,7580,4493,4093,4017,3980,4190,4093,Not Reported,,,,,,,,,
93310,16022,16031,23933,15184,14708,13898,16687,17774,14504,12418,11890,14201,13004,12461,23220,24971,
93311,31391,28899,31949,29520,28077,34395,32976,40745,38409,38791,34169,34239,35536,41738,32144,36746,
93312,16773,16582,15530,13417,12559,14973,12746,12214,12128,10914,10479,10679,11538,10904,6293,,
93313,31893,44674,52982,4489,703,,,,,,,,,,,,
93314,,6316,24729,15601,10659,11177,11500,13182,12158,10724,10550,11079,10745,9817,8599,,
93315,61674,63530,68761,49656,49007,55221,44203,37499,25580,19765,18571,17062,17884,16958,15310,11037,
93316,6091,7346,8453,7586,5463,3804,5266,3620,3362,4359,4512,5066,5685,6046,6723,6034,
93317,13381,12370,13034,12686,11972,11604,8882,6898,6631,6541,3828,6827,6639,10537,9387,8520,
93318,21820,36871,42547,46047,45426,43105,37992,45171,44994,38449,28803,31832,35764,40272,35967,40631,
93319,7237,0,0,Not Reported,Not Reported,Not Reported,,,,,,,,,,,
93320,62965,66025,62014,11331,1040,604,,,,,,,,,,,
93321,5422,4321,3472,1017,31,0,0,0,,,,,,,,,
93322,26624,27479,26109,25530,24498,27513,23087,24268,25749,21904,20970,21024,21580,20453,15673,,
93323,15902,19172,18540,19406,17979,20180,17212,18268,11671,,,,,,,,
93324,44359,43865,38385,2499,2249,2287,1863,Not Reported,,,,,,,,,
93325,,,4381,14635,11918,10655,9157,9150,8795,8986,9630,12259,12606,15881,14691,12923,
93326,41230,40545,51977,53827,60380,63669,65162,50242,56461,52151,40781,63686,60963,53019,54197,59771,
93327,21631,21939,23807,22769,27632,16565,17965,13129,,,,,,,,,
93328,6364,3758,4779,6304,2936,,,,,,,,,,,,
93329,21471,30075,,,Not Reported,Not Reported,,,,,,,,,,,
93330,5305,5563,5139,,Not Reported,Not Reported,,,,,,,,,,,
93331,24794,1155,1270,771,0,0,0,,,,,,,,,,
93332,8699,8672,6454,6230,5819,6156,2222,4,,,,,,,,,
93333,30088,30026,1561,1222,1213,839,0,,,,,,,,,,
93334,40407,34290,36050,37900,36772,36509,31963,31527,29290,25442,25198,24843,25608,22623,21333,21132,
93335,27747,26440,28195,29218,25899,25784,24399,26886,24376,20560,28088,31219,34530,28306,28193,36655,
93336,13503,15231,12294,9668,10458,13935,6393,Not Reported,,,,,,,,,
93337,209032,156899,56399,39633,82396,186174,71315,136949,112084,80338,118952,73177,95670,93984,79652,104295,
93338,20374,151,151,90,49,36,,Not Reported,,,,,,,,,
93339,33604,14606,235,124,4641,10500,61,12856,2570,3937,1185,1164,8639,4367,888,475,
93340,3500,3464,1640,3296,2488,3378,Not Reported,Not Reported,,,,,,,,,
93341,196307,189357,182373,173052,172482,186383,165626,190194,210206,167182,172746,183701,197402,185187,181623,167680,
93342,24189,23427,23722,25011,23125,21434,24534,19478,,,,,,,,,
93343,28795,4194,3805,4129,3671,3116,1588,Not Reported,,,,,,,,,
93344,106472,108567,64109,59703,71870,142265,75893,80039,160505,126744,26596,31748,39900,36786,38526,20688,
93345,,,33395,31686,30123,34603,36700,30459,,,,,,,,,
93346,49315,48327,47522,55693,63097,72561,72519,63473,69933,74302,57672,71960,80153,73466,63649,73857,
93347,6071,5779,5811,,Not Reported,Not Reported,,,,,,,,,,,
93348,,3410,,,Not Reported,Not Reported,,,,,,,,,,,
93349,26488,27375,22439,21356,20339,23639,19096,21361,17417,14324,14060,16014,16993,15789,15992,14593,
93350,32375,3235,3126,2690,2032,1234,0,,,,,,,,,,
93351,21134,21071,19057,15740,15653,17230,13731,15203,14205,11601,12653,13500,14441,13016,12316,4172,
93352,44508,49848,52487,55415,61284,57972,53929,53857,56116,57122,51329,58548,55049,61883,57200,67851,
93354,12593,12874,10820,9263,8916,9368,8844,8963,9265,7562,8134,9013,1407,,,,
93355,,,,0,Not Reported,,,,,,,,,,,,
93356,50391,52106,54015,49810,45960,56334,41217,47160,46525,42933,44658,47572,43481,45081,50254,49560,
93357,7366,7949,5598,6739,6468,5953,4425,3284,2462,1473,0,0,0,,,,
93358,42838,39033,52356,8761,1061,,,,,,,,,,,,
93359,,4743,4699,6392,6491,4011,3134,2458,216,,,,,,,,
93360,62325,64705,61716,60521,60080,65030,57065,60801,58049,50463,50887,53540,54049,51121,50567,50690,
93361,,,0,Not Reported,Not Reported,Not Reported,,,,,,,,,,,
93362,42942,41877,44167,42960,43426,44202,37537,41143,41471,34921,36039,38936,40747,38479,35150,34040,
93364,50294,44632,58255,54141,56321,59339,60280,59129,53856,52864,48632,49683,52710,61790,55881,52509,
93365,38225,1583,532,Not Reported,Not Reported,Not Reported,,,,,,,,,,,
93366,18116,20774,14129,11489,8798,6676,3449,Not Reported,,,,,,,,,
93367,,,15804,15911,7795,12279,7617,4691,2389,,,,,,,,
93368,20089,25636,24093,25781,22368,21241,19385,20007,16927,14879,17596,21267,23430,22069,19304,18725,
93370,34759,36073,44870,48048,40060,46653,45330,48142,44108,42262,37886,35908,38825,47269,44381,44448,
93371,13164,5509,7672,5992,5001,6266,2684,3812,3573,2994,,,,,,,
93372,,,12259,50252,60006,61023,63686,61754,64261,67251,67864,71412,72410,71963,74623,74774,
93374,49597,49501,61867,48145,68907,82437,69572,73499,71693,73302,66429,28873,77976,48673,92413,107567,
93375,47005,23437,23512,22784,22205,33320,30749,31808,28304,24963,24671,26439,26767,26406,24446,23491,
93378,106008,107019,121809,119068,82100,95300,66401,66007,20512,6215,48883,39070,92623,82083,31476,38275,
93380,11836,13908,18720,10952,Not Reported,,,,,,,,,,,,
93381,75934,53729,0,Not Reported,Not Reported,Not Reported,,,,,,,,,,,
93382,,,,6566,7014,6990,6923,7142,7519,7821,8086,9142,8835,8046,14235,17629,
93383,80220,77125,74035,76947,77570,78534,71395,63116,79510,72361,74404,84345,74623,61500,35828,37306,
93384,4665,2652,,,Not Reported,Not Reported,,,,,,,,,,,
93385,1574209,1913637,2267018,2230183,1889326,1964463,2417747,1962688,1563309,2055252,1836866,1870376,2055239,2726734,2669377,2711325,
93387,,,,15993,10980,12892,13816,15210,12979,14579,10819,12277,2813,,,,
93388,19525,17905,18250,18390,14753,15716,11877,13842,13208,11849,11809,12291,12651,11544,11648,10819,
93389,,,,850723,783642,771024,814980,774942,850822,805728,866730,732701,806581,863002,889428,893427,
93390,1417357,1835315,2104207,2085617,1558197,1690061,1933068,1739641,1515866,1721450,1860483,1640964,1886820,2013640,2037498,1988623,
93391,21431,20598,21821,16284,3249,2823,1277,Not Reported,,,,,,,,,
93392,5055,5713,4113,4234,4554,7282,7433,4078,4231,3274,3465,3883,3962,3513,3360,3418,
93393,,,,9401,8521,8962,17438,10311,5354,9903,8517,15497,13987,10415,13061,13329,
93394,4079,3390,2480,2783,Not Reported,,,,,,,,,,,,
93395,634301,904186,1273430,1015723,869564,726487,1541535,1367937,1451193,1498090,1376470,1541710,1532720,1548287,1547097,1565693,
93396,,,,16861,17109,19101,10608,,,,,,,,,,
93397,20059,19688,18295,15387,17565,17062,23115,20284,7041,20125,13411,9508,13175,15796,9257,,
93398,35345,38491,36091,36716,34333,34588,31271,29787,29203,26419,24142,24883,24463,22344,22676,22664,
93399,332837,384680,466631,432257,428426,403969,482289,372776,404607,374720,413217,399028,366400,422023,386528,358002,
93400,,,,76703,76738,72581,78725,79629,72453,67518,71486,43663,203,,,,
93401,12074,12623,13462,10619,8906,9289,8390,5680,,,,,,,,,
93402,,,,12519,11735,12337,10664,13635,12454,9872,10328,11604,11822,11308,11059,,
93403,45107,44195,37904,37337,34349,33983,32035,29827,30915,26968,28590,31203,29215,31079,Not Reported,,
93404,,,,1586155,848321,373477,649738,835041,861368,915182,900184,639066,1021555,916846,780574,4587,
93405,59098,94798,77491,67340,48889,66296,70789,65703,52160,75987,106104,111858,119002,130556,141526,134883,
93406,130394,149127,135899,153121,152333,140305,138535,143596,121479,100081,96729,100051,102976,108038,104351,,
93407,16856,12722,12666,10877,7463,7462,5409,4609,3806,,,,,,,,
93408,,,,3198708,1784222,2914880,2887000,2610653,2192758,2531252,2582521,2791813,2732272,2427068,2257932,2353268,
93409,176001,202577,276201,254311,236444,220167,258628,194109,207521,206351,188227,208372,214527,181978,209062,201198,
93410,73360,67924,63116,67745,63902,85015,58372,60097,64035,61468,52480,61986,67897,54374,56281,61656,
93411,,,,165241,111598,150694,154787,174161,296153,355187,353168,330849,355998,343017,371022,319352,
93412,65391,62288,59687,52560,66730,64354,55898,60338,55304,46565,58464,56924,54760,65874,61224,52074,
93413,,,,670431,559293,458568,449991,512066,797088,788236,740220,801657,760238,802915,731168,594965,
93414,19667,17579,19089,19727,18849,21064,18028,18864,19264,17553,17616,20298,20764,18746,18153,17719,
93415,29356,36718,45203,43697,39022,28121,20770,20940,20710,21021,20028,20742,16377,15597,7381,0,
93416,,,,73011,64935,63010,63768,55698,60997,53523,37257,28612,28921,26692,14811,10944,
93417,25910,26119,23124,22646,23241,26539,23699,25339,24643,21654,22270,25591,25357,22667,21563,21745,
93418,32792,38002,32217,28925,26085,29925,23825,26924,25400,22691,22624,25186,25460,25150,24657,23380,
93419,,,,19168,18224,19197,14957,8195,24438,24712,24139,18334,31115,33584,21322,25512,
93420,,,,60315,59529,56547,56385,53726,47682,48037,50587,57710,60781,65719,59881,60505,
93421,3164,2963,3460,3910,3144,3355,3388,3642,2807,2527,2606,4783,3881,3162,4291,0,
93422,22096,21904,21804,19483,18126,19818,15023,15822,17420,14315,15259,16466,16417,16374,5287,,
93423,,,,70134,66034,58627,63559,63534,46200,32964,36133,36511,35533,31446,36046,36436,
93424,1826,1792,1591,153,Not Reported,,,,,,,,,,,,
93425,,,,45109,50156,46362,101023,120677,100700,101974,95228,101505,116730,111911,91648,84725,
93426,,,,3641,3690,3259,3490,4238,4046,4721,2824,2246,2321,2511,2510,2835,
93427,3396,5133,5216,4505,5817,4068,2886,3123,2370,3037,3385,3940,4295,4733,3920,11,
93428,5490,5210,5015,5121,5161,5907,4982,2924,,,,,,,,,
93429,2548,2281,2483,2182,2576,4400,4373,5522,4244,5672,4339,4569,5365,6900,4053,347,
93430,,,,36078,26529,24983,32839,26938,24847,28890,32530,27759,27583,30703,25916,25813,
93431,,,,10533,10502,10916,9780,9821,9784,8106,9030,9186,9308,8537,5800,,
93432,41332,34361,36606,36050,35474,41256,33289,38693,42591,35370,35859,39169,42237,43014,45974,45515,
93433,,,,28754,25997,25905,23956,21979,21038,19878,20849,20311,22864,22063,20417,20160,
93434,,,,5446,5300,5425,3156,2872,3244,2689,749,,,,,,
93435,2146,2363,2214,2239,2618,2101,1668,1626,1562,1545,1021,1728,1991,2190,0,,
93436,,,,42933,22858,32097,38912,34212,28700,31862,34906,34988,34474,33271,33850,28984,
93437,3873,3847,4331,0,0,,,,,,,,,,,,
93438,11664,10637,10546,9125,10301,11789,9215,6431,0,,,,,,,,
93439,,,,132892,60832,59793,59272,80546,64798,52567,52714,44506,62390,49120,23726,31853,
93440,,,,3187,1708,,,,,,,,,,,,
93441,110773,104457,94909,86413,88859,102817,92423,89789,88110,83167,86267,87768,94724,85623,83119,79680,
93442,4903,4387,4668,3958,4535,4493,5061,3690,4962,5213,4454,4320,6506,6937,6198,0,
93443,,,,423870,277353,303154,265086,190537,217893,214951,291088,268047,284594,258549,235710,221111,
93444,0,619,1530,1199,2111,1274,963,1100,1475,1280,0,,,,,,
93445,116356,103185,104195,116387,114710,77720,386,0,0,,,,,,,,
93446,,,,158948,128644,160210,164434,165959,177689,186933,195135,224432,244769,259109,218447,181286,
93447,,,,26940,24562,27412,26793,25322,286546,289472,297246,291160,295832,310232,307569,269762,
93448,3467,5073,4175,3367,3903,4088,3796,3437,5175,5333,4630,5166,5667,6976,6180,0,
93449,2846,2075,3539,2966,2940,3243,2640,2591,2210,2255,3321,2929,3168,4275,3730,75,
93450,,,,353915,373568,367453,389674,280646,313160,250126,327779,347951,358644,400061,349297,396351,
93451,,,,34899,31159,34036,34439,35954,39547,43025,44669,45560,46740,39171,39073,42487,
93452,34606,36956,36209,37782,38237,40007,32991,36972,35683,33004,31426,34804,37067,36830,32853,33173,
93453,16178,16753,16395,16384,16151,16076,15383,16647,16219,16607,16210,18969,19328,19055,18189,16928,
93454,2336,0,0,Not Reported,Not Reported,Not Reported,,,,,,,,,,,
93455,,,,27094,25467,33369,33095,34732,34393,37066,36040,38140,38042,40280,39613,37682,
93456,2193,1990,2801,2137,3895,3847,2856,2507,2262,2273,4291,4508,4623,3856,6979,0,
93457,129000,134065,133376,133149,136527,137598,134925,138745,140081,141147,133250,130001,134925,83983,139792,183232,
93458,13707,12646,12359,10498,11662,14336,12672,13632,13526,12611,12378,13875,16368,15663,15502,7122,
93459,,,,1005,946,1088,936,1056,1014,1635,535,580,396,62,417,315,
93460,,,,46562,46834,48309,39533,22446,10373,4132,3559,3765,9238,7078,4613,7388,
93461,13748,14285,13245,16298,16274,16993,16614,17712,17596,17157,15491,16366,28027,32419,35249,36693,
93462,16797,16226,18348,15072,15670,16968,14402,14566,14245,12837,12863,13720,14298,13246,12523,3622,
93463,59434,61067,68027,67813,67793,66985,72723,72844,71742,69441,64974,74376,76110,76558,78488,76902,
93464,,,,5350,1370,915,449,642,273,165,114,127,654,437,132,30,
93465,,,,31894,14767,12884,622,6061,23718,25931,11147,0,2324,5810,9509,6722,
93466,,,,13772,0,0,0,,,,,,,,,,
93467,25713,23624,25923,24122,19956,22605,11284,8729,3641,812,2318,6715,8101,8713,10302,13550,
93468,13141,13776,10456,14743,13810,14009,14300,16033,10299,81,7431,17451,17946,18539,19219,18223,
93469,117651,111762,123710,109107,118584,129306,115034,115923,108584,89747,33196,5434,17973,19753,12254,14588,
93470,,,,5949,3050,,,,,,,,,,,,
93471,27119,27763,30489,30426,28495,31558,38450,38748,40380,40740,30050,27516,27602,23916,36334,39681,
93472,58030,59710,60527,54951,56845,71162,62341,67749,66445,52867,53770,57407,67539,67697,58412,61060,
93473,,,,29594,26726,29153,26783,26115,20867,18958,11131,11815,13498,14273,11784,11342,
