account_id,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021
104174,5685,6028,4322,5220,5157,5910,4848,2994,,,,,,,,,
104175,35197,34520,32403,33016,32576,32990,33210,34359,35365,36009,36586,41016,41208,41923,42194,39481,
104176,1819426,1806607,1454104,1893294,1912904,1828125,1169839,1849235,1749593,1581618,1438502,1212574,1116575,1251101,415608,,
104177,44518,27954,6771,3383,4813,9561,3598,5245,3496,2584,1821,5055,6630,5508,2655,1456,
104178,1945,3139,3322,3503,1300,902,845,2379,2339,1826,1708,5816,3438,3625,1587,1283,
104179,21994,21686,28877,20514,15932,23101,25906,28049,28890,33844,28736,32154,26163,27631,32028,30065,
104180,7830,8164,8192,8424,7598,8648,7601,7162,7906,2274,,,,,,,
104181,137,,,,Not Reported,Not Reported,,,,,,,,,,,
104182,81073,92347,89825,,Not Reported,Not Reported,,,,,,,,,,,
104183,27490,24679,25890,27118,27863,27958,27790,28252,28753,26808,27691,28867,28591,28737,29273,28621,
104184,28878,27333,25335,25686,26213,28811,22791,24212,26476,21885,23346,24220,14214,12116,10594,10564,
104185,12841,10845,9259,9819,10601,11382,9022,10035,10037,7501,8312,9542,8014,9354,8279,8005,
104186,7267,7160,6636,6297,5971,5835,4298,5602,6880,4988,,,,,,,
104187,124418,95615,125712,5366,6882,5884,7803,8219,113721,141542,102553,95260,120469,109999,109798,107676,
104188,2749,2319,960,1977,2232,4412,11614,4525,4375,4546,4920,8353,7975,5724,10848,2564,
104189,5557,5181,5680,5444,4236,4481,5416,5431,5439,5869,4749,4777,6113,6700,6335,7121,
104190,4227,4698,3224,3260,3701,3912,3324,3740,4005,2535,3075,2785,3091,2565,1225,,
104191,8332,8551,8090,8309,8716,10388,8550,9319,9379,8060,8975,9233,8870,8099,7818,6870,
104192,16666,17228,14873,15682,9207,4620,2756,2942,3052,2594,2671,2666,2671,2396,3410,2876,
104193,207981,201174,183522,182812,171233,199334,200338,199541,219032,225785,237277,255291,251930,256466,270585,247808,
104194,0,0,,,Not Reported,Not Reported,,,,,,,,,,,
104195,36644,90015,106457,115803,91418,126154,126861,125303,128003,142894,131126,135279,139298,121802,129340,127731,
104196,5726,5767,5102,,Not Reported,Not Reported,,,,,,,,,,,
104197,6645,6157,5807,5947,5948,6277,4962,2824,,,,,,,,,
104198,4738,5114,,,Not Reported,Not Reported,,,,,,,,,,,
104199,12194,16186,12170,9816,10450,7962,6595,6645,9140,7929,6711,7282,8419,10858,10468,12769,
104200,34093,35822,44637,47913,46792,51825,63655,60383,63328,58515,61053,63648,66712,66101,66837,67808,
104201,20466,17616,15833,15763,15147,17890,14386,13425,14992,8950,4043,,,,,,
104202,8475,7086,10808,13411,14468,15163,5711,13812,5885,4728,3865,25,5,1,0,2832,
104203,788279,1533072,1268741,988054,623513,1012654,928296,237244,2185868,2713278,2515126,2845273,2322631,2481393,2463056,1751452,
104204,754965,583475,676527,703762,639949,743094,637922,583428,652540,0,0,0,,,,,
104205,136510,167828,155281,132638,96145,133254,133444,112293,122035,117430,147863,130871,152537,153036,142501,127174,
104206,1181067,1133857,1317722,1274998,1279826,1506279,1376988,1877088,338257,,,,,,,,
104207,14952,9611,25467,13832,24911,25365,6396,15370,7146,4869,4626,3015,1048,1276,947,2591,
104208,29247,26468,22077,21809,21443,21630,18497,18867,17902,15200,20703,23148,24768,22584,21444,21991,
104209,2888,2145,2806,1141,0,,,,,,,,,,,,
104210,3902,2592,2032,0,0,0,0,0,,,,,,,,,
104211,9769,9324,9064,9551,5417,,,,,,,,,,,,
104212,643,918,406,296,997,1539,278,975,208,243,192,7243,4152,3804,2595,2374,
104213,218225,200588,181830,185123,179789,189928,175348,167858,162381,151038,148411,155858,136089,159695,159685,143145,
104214,21250,20340,22291,24009,28000,27460,28584,29797,27116,27528,27243,28324,29853,30650,29783,30249,
104215,7139,4467,3749,3130,3577,4666,3814,3613,,,,,,,,,
104216,19217,20156,17668,15780,13332,15495,14236,16552,13798,13247,12325,11674,10691,10046,4176,,
104217,1697337,1758988,1751110,1619802,1835021,1639551,1709979,1635989,1214615,1448094,1501808,1477173,1520633,1192614,1250947,83366,
104218,53275,44728,46297,,Not Reported,Not Reported,,,,,,,,,,,
104219,54036,59184,65313,28943,15420,12303,11043,11865,25504,24101,27423,27048,26134,32188,27316,28762,
104220,3987,3925,3415,3185,3351,3867,3440,3096,2900,2221,2395,2296,2541,2947,3219,3289,
104221,1579,894,162,275,813,2927,434,1656,51,241,302,2553,1647,2406,1271,551,
104222,7814,5209,5188,7884,6117,7462,5025,4781,6249,4378,4977,5023,5949,6209,6363,6755,
104223,580,1108,207,123,1185,2324,257,1915,538,1289,1565,4540,4468,2606,1825,5424,
104224,16772,15372,14545,12986,10873,12205,12005,13062,Excluded,Excluded,,,,,,,
104225,14091,13536,12585,14032,13431,15467,13925,14348,14437,12789,13526,13816,14790,14744,12489,7407,
104226,177013,175907,198481,,Not Reported,Not Reported,,,,,,,,,,,
104227,39035,41930,36903,40156,32790,41845,35171,43000,59926,55551,65726,65160,62928,63818,62852,56348,
104228,7187,8287,7373,7211,6847,6355,6890,8061,8255,8687,7188,9579,10098,8976,7411,7210,
104229,0,0,,,Not Reported,Not Reported,,,,,,,,,,,
104230,2103,2216,2308,2155,1380,1398,2473,1405,2148,1336,1523,1481,1672,1473,1506,1239,
104231,88,307,186,674,399,341,22,87,136,31,339,443,37,995,687,6084,
104232,179407,144771,154948,229243,107934,119550,45393,21079,3273,0,0,0,,,,,
104233,13190,11526,10343,12344,10788,12077,12429,12038,12767,13363,11762,14566,6758,14996,16881,17286,
104234,11438,11484,10419,10126,10598,12332,10582,11180,,,,,,,,,
104235,4768,2924,2127,794,1622,4566,1785,1278,1532,1232,417,1524,159,0,0,,
104236,1828,2232,508,1110,2475,3064,1652,2686,3805,2240,5392,3590,7226,2494,2044,3550,
104237,13074,12902,10007,10047,11043,11858,10162,10975,12052,9247,10263,11011,12303,13601,14377,15914,
104238,3676,4019,4342,4703,3150,1712,0,0,0,,,,,,,,
104239,724445,766303,797576,520461,682110,756563,770623,801528,772367,687726,779277,737797,774343,702955,732012,666521,
104240,8073,9598,4831,9512,3821,6944,3020,5673,10157,3286,1619,3232,4137,6154,5311,1757,
104241,196184,257806,188035,6100,17991,26746,12203,15727,32219,17064,12344,9619,7354,11363,5728,3727,
104242,9984,6846,5555,7613,13902,25180,6474,16449,10185,1575,1447,4168,3188,13215,4985,1749,
104243,3291,3591,2035,4306,170,316,0,0,24344,28506,24772,19355,17393,12088,16727,23446,
104244,11790,7749,5569,21441,9404,10561,5573,6663,7887,8673,11448,13356,10206,7382,3050,12521,
104245,5331,5551,5398,5637,5744,6048,5946,6476,6159,5244,2034,,,,,,
104246,3049,3894,3752,1383,4019,8522,600,0,,,,,,,,,
104247,7723,7546,6446,5427,2268,0,0,0,,,,,,,,,
104248,10498,10865,11446,13667,13787,15524,14464,17517,16812,15400,17289,16984,16849,15827,15674,15569,
104249,24572,24750,24053,24172,24437,25733,22807,19263,24645,21384,21757,23487,23205,22198,10411,,
104250,15394,16540,19932,16830,15787,20793,20660,24006,29961,27112,23475,25160,25019,27534,29048,28792,
104251,40170,45526,17017,14502,11387,6591,365,5202,2426,99,103,4857,277,755,1343,643,
104252,31269,34136,33657,29239,26217,8668,0,0,,,,,,,,,
104253,825,1154,1786,972,2303,493,530,1276,63,113,507,297,866,2241,1029,1718,
104254,66073,64559,60447,61853,61591,66891,63638,65185,52222,49856,56831,61039,66259,59128,55478,56530,
104255,2254,2184,278,149,377,578,540,649,,,,,,,,,
104256,1032,1647,1056,712,2519,1293,2063,1160,1493,68,120,461,288,942,302,128,
104257,1499,953,1615,674,847,409,7211,3271,1790,1158,344,1497,810,845,840,491,
104258,70482,71616,66948,57801,60873,57680,56554,57620,53863,52445,57182,56942,56844,64694,63893,58993,
104259,138777,151308,159909,,Not Reported,Not Reported,,,,,,,,,,,
104260,6885,7818,9062,9428,11111,10141,5654,6302,,,,,,,,,
104261,111,1211,0,345,60,387,0,43,0,5241,6920,0,318,21,3349,268,
104262,26715,26044,24322,26009,27086,29407,22259,22058,23171,20041,19944,20692,20904,18773,21256,20275,
104263,37681,40384,31146,22796,32017,41081,34104,45193,35703,26930,27342,25520,25636,22916,22312,20642,
104264,5066,7169,7775,5283,0,0,0,0,,,,,,,,,
104265,2759,,,,Not Reported,Not Reported,,,,,,,,,,,
104266,7544,7961,7670,7973,7190,8482,9093,8764,7029,7639,7359,7475,595,,,,
104267,8125,7948,6565,4246,547,62,188,230,411,74,148,545,0,,,,
104268,40975,40753,38297,42138,47036,50180,41346,42797,43956,37608,41129,45962,45947,44504,48827,51661,
104269,8058,7494,7547,7528,7949,7958,7785,7535,,,,,,,,,
104270,756530,821035,811820,772906,708713,657321,698924,603112,592066,336118,506597,455743,537244,538186,366508,329476,
104271,0,,,,Not Reported,Not Reported,,,,,,,,,,,
104272,204,185,97,161,90,20,4,18,415,0,12,1,195,81,122,0,
104273,1041958,1042491,940025,1172276,980222,984850,1060403,919414,565300,886446,535924,1470182,1519145,1250341,1762167,1605387,
104274,23196,23784,21501,24125,23216,25732,25057,31460,25348,23178,22574,22900,23305,22014,21815,20409,
104275,85907,83744,76902,66955,87627,85349,73575,76973,143061,67290,130095,60251,9564,15904,7281,7145,
104276,12790,12057,9255,12412,11009,12563,9424,8847,10574,3786,4031,4472,4746,4775,4731,3796,
104277,52810,55078,52667,49664,49603,52058,50161,50845,50350,45561,55064,58645,59314,59679,54009,56595,
104278,25212,24096,23287,24151,23011,23988,19657,15290,6704,2025,2895,5941,6195,4130,3289,5610,
104279,11428,12208,11035,12497,12876,14266,8698,0,,,,,,,,,
104280,0,0,0,0,0,0,0,0,,,,,,,,,
104281,65959,69866,35457,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,,
104282,117416,121630,110908,99676,98930,102233,112437,96160,76382,70974,71790,89315,74883,81279,78675,94137,
104283,114107,114382,111478,106238,93998,87793,97447,88450,,,,,,,,,
104284,8427,7074,7893,7823,7668,7071,2407,822,350,133,2,676,16,350,5,21,
104285,5147,4318,1968,,Not Reported,Not Reported,,,,,,,,,,,
104286,28954,26003,24939,25004,21262,23030,22198,24391,25518,26782,26068,24096,26044,27048,25784,23086,
104287,591609,590768,588854,593530,548993,375770,346135,312690,312352,244220,135906,198951,237254,231888,229019,208381,
104288,1477324,1569001,1607553,1654278,556011,1044879,1137546,1043003,1141645,969115,,,,,,,
104289,2610998,4100667,3678763,3967448,3956115,3874826,4227256,2542334,4130190,2189322,2757365,3004101,1977821,1744340,645248,901613,
104290,70477,64351,55201,57249,53274,50272,39205,42707,44569,35659,39633,39039,43093,48070,40523,33641,
104291,7585,7443,7507,7602,7647,7463,7355,7413,3478,2,,,,,,,
104292,1011,1195,4,,Not Reported,Not Reported,,,,,,,,,,,
104293,17,218,213,328,697,504,413,3266,429,12,60,206,78,162,40,4,
104294,776,770,939,1240,678,1224,949,1067,,,,,,,,,
104295,2178,643,380,43,Not Reported,Not Reported,Not Reported,Not Reported,,,,,,,,,
104296,6605,6200,6268,6675,6770,6261,4951,4898,2034,,,,,,,,
104297,72251,72554,69354,72093,69670,73394,59616,71856,72472,66077,70389,75818,73512,74017,74584,74965,
104298,5989,5388,4502,,Not Reported,Not Reported,,,,,,,,,,,
104299,19293,16549,17484,18637,11295,14861,13447,10527,10565,10355,10270,10236,9916,10052,4494,,
104300,48379,50061,37765,41216,39366,52864,41022,41985,27706,15448,14081,12066,9657,12532,12096,9413,
104301,769,1193,1543,98,1805,841,1848,746,380,109,172,754,395,1147,342,366,
104302,315,1268,325,461,798,942,344,2456,330,843,1018,47,334,878,1105,295,
104303,597,513,37,,Not Reported,Not Reported,,,,,,,,,,,
104304,3236,2147,1680,0,0,0,0,0,,,,,,,,,
104305,58828,45812,58045,53648,41817,50881,58079,54429,,,,,,,,,
104306,3783,2402,537,816,5635,5676,803,3122,1324,413,1101,2012,262,4571,621,65,
104307,30879,30749,31264,32530,30968,27503,31914,33877,32623,33742,31787,31213,28378,30840,31659,31137,
104308,1770,1447,464,652,978,1679,612,1011,785,165,363,441,541,140,292,799,
104309,555953,557430,532676,,Not Reported,Not Reported,,,,,,,,,,,
104310,21415,22021,21912,21529,21479,21621,19145,19476,17470,19025,18853,19682,19377,18965,18647,18018,
104311,2469,785,1326,391,2076,646,251,835,215,491,995,1327,1939,2506,327,873,
104312,323881,315075,318023,,Not Reported,Not Reported,,,,,,,,,,,
104313,29612,28085,26492,27446,26817,28224,24853,22663,25246,21715,21589,22971,22737,18466,20847,21348,
104314,7182,7007,6487,6721,6821,7631,1492,0,,,,,,,,,
104315,2237284,2826344,2435610,2607485,1731470,2485663,2553090,2862263,2416047,2577847,2339152,2636984,2335824,1845401,1728202,911345,
104316,20269,20838,18323,18603,18524,21719,18227,19574,17790,17156,17232,19337,18936,17477,17752,18541,
104317,15305,14805,13228,13880,14050,14754,11382,13390,9069,7961,8894,9553,9776,8501,9201,9617,
104318,3272896,3575447,3094579,2783702,2228051,2475237,2456699,2337872,2624660,2690803,2654608,2173726,1531134,1311527,1132980,851369,
104319,1873951,2127693,2338406,2209558,1305191,1519357,1600001,1432104,1950633,1716226,1657015,1178790,995360,1043514,1652,,
104320,159637,150783,152824,182395,155003,180829,158624,112022,150464,131533,145835,148548,134733,127787,135947,136102,
104321,1281,814,,,Not Reported,Not Reported,,,,,,,,,,,
104322,63205,92887,84580,81690,73941,79942,80341,74164,71650,72595,73464,75272,76601,76491,72886,65768,
104323,565,623,617,,Not Reported,Not Reported,,,,,,,,,,,
104324,268,928,380,398,341,205,337,662,1447,1220,3398,672,612,490,565,1400,
104325,5539,5497,5790,,Not Reported,Not Reported,,,,,,,,,,,
104326,2066008,2084000,2223204,2024481,1840077,1964619,1442484,1849212,3309313,4627648,4307843,4796896,3125023,3321056,3087344,2062745,
104327,10567,11056,10514,9409,10069,8311,7684,6493,7673,7640,8675,5462,,,,,
104328,5019006,7310352,6925790,6725662,3902264,6237660,5676619,5812857,5256040,4581767,4430371,4487789,1045825,,,,
104329,41039,40340,37180,24990,20904,26497,17812,17912,18655,11556,14052,15572,14937,15080,14995,15207,
104330,19805,19257,19206,20611,19871,20075,19636,20481,20980,22476,35918,34743,36781,36834,39185,41399,
104331,239793,275806,322888,351680,202521,311211,297084,348885,300727,357072,357982,335582,371706,390643,376119,345164,
104332,4399,,,,Not Reported,Not Reported,,,,,,,,,,,
104333,131355,88234,116974,112611,104964,110818,109461,106758,109322,115042,113567,119859,118639,111514,103920,111937,
104334,9170,8280,12102,5785,5060,6878,3267,0,,,,,,,,,
104335,7250,,,,Not Reported,Not Reported,,,,,,,,,,,
104336,60065,63935,64572,59367,53202,45302,55952,52007,,,,,,,,,
104337,26441,25983,26006,15534,5,35,27,78,42,16,0,0,0,,,,
104338,30001,23636,17247,12938,10058,12401,9692,10694,12170,6882,7626,8312,8045,7858,7409,7089,
104339,14849,14895,14540,15863,15205,15980,13735,11889,11478,,,,,,,,
104340,59562,59616,47418,2085,,,,,,,,,,,,,
104341,33184,33984,34351,34666,30523,35125,32819,32876,34239,33873,32269,32784,33202,34015,32487,31882,
104342,108052,115077,111058,98238,118213,110709,110723,115819,,,,,,,,,
104343,22327,20518,21857,20679,20522,22429,17790,18397,16506,14584,15395,16286,16309,15809,15576,7189,
104344,57786,48969,46044,49051,51008,50228,29762,35878,36409,23238,19810,23149,28866,23641,29951,37620,
104345,6279,8172,8101,6989,5479,5979,5241,4661,5380,5823,5936,6030,6587,7536,6141,6560,
104346,6496,6631,2728,2598,3954,5411,1714,4555,12743,5926,7940,12775,9123,9186,8753,,
104347,188920,185184,181960,185251,184705,185992,167069,148956,113501,124192,125978,121346,128350,123923,3232,,
104348,217514,189750,198390,219477,207179,167394,175043,165230,11557,12690,10624,13853,8212,7919,13039,5243,
104349,1154,2312,2265,582,631,959,991,1057,131,82,34,,,,,,
104350,76198,68302,70276,67665,68770,78670,69944,73199,72268,61086,66195,76689,67889,64857,61475,62483,
104351,6329,,,,Not Reported,Not Reported,,,,,,,,,,,
104352,112969,115839,109487,114166,107393,118397,112274,102271,115367,108259,118947,125318,107919,112462,108373,63013,
104353,55892,50160,51364,57339,47474,52164,49809,57570,,,,,,,,,
104354,2271,1420,1089,2558,6503,3590,1675,2564,2084,672,1176,470,421,356,2290,1572,
104355,871,1438,1589,2299,2503,916,1140,1340,1123,2302,1027,1113,1437,1134,418,1809,
104356,6776,6416,5540,5534,5896,6163,5449,4314,,,,,,,,,
104357,55226,55679,59704,59255,49335,33079,41609,34594,32833,39832,43309,47272,45488,43528,44317,25385,
104358,9350,9378,9893,10888,8048,9983,9085,9149,7800,6053,5809,5458,5559,5771,5846,5704,
104359,2556593,2448043,2441262,2711497,2578396,2322564,2236520,1983498,,,,,,,,,
104360,12527,10755,9313,9443,5901,9090,7564,8242,7823,6884,6648,6669,6246,5555,,,
104361,33090,35946,38689,36824,25447,34807,34726,33193,33975,33088,34807,32629,30161,29428,32629,36530,
104362,15233,16941,20410,18785,6976,13856,9030,3205,4800,2771,3745,4169,3646,4513,4948,7566,
104363,62245,54239,62999,73875,73032,72766,72060,82477,,,,,,,,,
104364,158356,164658,153432,150191,137724,152584,147461,80348,135584,148098,156187,166943,156912,157478,151785,148188,
104365,23637,22085,23790,21150,8881,17117,21237,20739,16699,19088,20067,16930,19662,16622,18287,19121,
104366,11967,12894,11880,11772,8386,18111,17931,17098,17534,18500,17695,7092,16007,18931,20612,19756,
104367,0,,,,Not Reported,Not Reported,,,,,,,,,,,
104368,1115,1612,1475,1137,4773,2724,2622,3052,2661,,,,,,,,
104369,253561,263065,256786,257570,173303,126884,126999,131860,129400,159078,160293,179322,164357,161052,161955,160293,
104370,79522,74047,70806,71704,53775,67993,65498,72845,71417,68654,69189,66020,65125,59622,27299,27225,
104371,26445,26630,26085,26290,19165,27782,26439,26105,25614,23915,23202,25722,25045,23744,23514,24119,
104372,855,528,736,164,2,1732,54,789,177,298,322,749,201,563,597,1840,
104373,116774,124420,124030,126835,105090,141702,156519,154955,157074,151939,154578,153688,147944,146292,145307,149525,
104374,71734,71272,71312,76019,33117,17056,17321,19711,18889,17931,18953,19721,18718,15712,19502,19847,
104375,208000,202118,216955,209566,116740,193715,201500,227508,269953,253612,249701,173529,251220,291379,342846,350102,
104376,142924,152871,148092,145072,88117,127066,141095,131625,109860,120519,112875,109739,122686,117530,116069,120491,
104377,26415,26307,26237,26890,11460,25814,27801,26707,27510,27545,27176,25882,26047,24088,22846,24407,
104378,47712,46246,47964,49366,31476,31488,41881,43133,46491,45156,45861,46856,47108,47509,44834,44920,
104379,6145,5934,6775,6585,6188,6990,6551,4523,,,,,,,,,
104380,69093,70729,70486,69854,55259,69975,68808,67560,68714,67919,65622,65309,63160,61454,60112,62659,
104381,59954,48812,62582,50245,55635,54159,59282,59847,,,,,,,,,
104382,39732,36623,33008,34515,34076,36353,31747,32169,32393,29177,29102,30918,29373,27310,27236,27174,
104383,3870,3823,4142,2196,2207,3017,1809,2460,2958,235,58,128,108,114,73,37,
104384,233383,222249,252384,,Not Reported,Not Reported,,,,,,,,,,,
104385,25887,26983,69210,67209,61392,57024,55288,56303,54664,50814,55487,47698,54067,55423,56322,57320,
104386,81491,81810,80748,82553,79749,81405,77196,69852,75793,72942,73600,70301,68440,69134,68035,70015,
104387,1051,1057,1136,,Not Reported,Not Reported,,,,,,,,,,,
104388,14860,15320,17468,14956,9189,11669,11506,12855,6166,7162,10733,10635,10640,10066,6458,,
104389,4930,10739,11313,8746,10448,16855,11442,11469,9289,8537,6592,5975,15197,5661,5955,9813,
104390,51229,43528,50785,21,0,0,0,0,,,,,,,,,
104391,8857,3614,,,Not Reported,Not Reported,,,,,,,,,,,
104392,27712,27434,26557,25846,26143,26300,25694,23673,25166,24153,23889,24456,22751,24296,24781,24980,
104393,87444,72779,82266,86478,116136,101299,107403,123759,141444,120792,103271,82346,62586,83844,83363,84813,
104394,42235,48226,52681,45122,43752,41257,45419,37873,41628,42789,44143,43507,36856,39660,40449,39382,
104395,27939,27715,15355,1844,3365,1963,159,1913,398,740,122,183,282,633,450,824,
104396,12126,11811,11826,9933,8989,11336,11310,11778,11281,11142,10173,9945,9564,9302,9156,8493,
104397,26908,22757,30633,25179,21801,17626,22352,20193,,,,,,,,,
104398,925062,923686,936823,915833,927970,936878,870255,904548,920047,811161,902303,910573,886231,926472,890029,942454,
104399,199365,190946,200720,195994,201578,178729,182534,179075,165809,165196,67316,11277,6565,8400,7389,4237,
104400,13281,18329,18433,13832,9741,8304,11504,10438,11702,0,,,,,,,
104401,2349,1184,1147,2649,4836,2550,2440,3719,2527,3646,7029,8406,6259,8989,9787,11136,
104402,28923,28273,28452,29600,29189,29050,31463,30518,31685,30874,30901,0,,,,,
104403,40441,34456,30998,32010,28948,36754,36574,38817,38971,35748,35672,29680,34550,36047,35709,34463,
104404,4753,5504,5175,4116,3294,2912,2775,2749,2765,2896,2810,744,,,,,
104405,65792,70172,64820,63417,70519,72716,65262,66695,70299,71310,72371,73010,76280,74521,75323,67569,
104406,4805,4306,3743,4028,3933,4782,3528,3812,,,,,,,,,
104407,9492,9926,8947,9520,9282,10703,9068,9107,9418,7532,7618,8225,8505,8412,7277,7145,
104408,18436,18143,18568,18596,15872,18083,18452,18261,18539,17560,17838,17476,17664,17239,16607,16190,
104409,3,51,3,3,0,5,7,5,83,9,9,179,39,7,10,43,
104410,305444,236438,214016,262847,255056,246398,90391,137348,156437,199189,173833,0,,,,,
104411,6125032,6274756,5568101,6336633,6074922,5118074,5504797,5618341,5667523,5530643,5351933,5132962,5502113,6058441,3773318,2970535,
104412,1926043,1692312,1703588,1494112,1378206,1507850,1653594,1577519,1532708,278318,42222,35153,35125,25499,15476,10542,
104413,2286,2411,5084,3048,11585,6959,2146,3450,2413,285,4178,1944,1947,2486,3337,491,
104414,427882,357688,439941,398650,1600,0,0,0,0,,,,,,,,
104415,7897305,7679643,7442552,7101147,6636511,6514534,5944121,6064558,6750151,6185024,7316094,7871690,6852080,6741030,4922249,4179128,
104416,694416,722379,839379,793597,643051,709189,643738,626636,264697,,,,,,,,
104417,1074,1050,2170,1708,2683,3091,3781,5443,10257,3182,4510,351323,355699,288906,415378,484960,
104418,22341,12719,3139,2546,6681,26348,27398,12004,13166,6701,7944,8324,10543,7906,7687,11289,
104419,2898,3068,3419,,Not Reported,Not Reported,,,,,,,,,,,
104420,1036,765,297,386,366,209,141,139,55,72,96,37,80,69,22,76,
104421,110526,83337,76651,108398,42130,63929,74147,48017,15298,9072,4441,15847,20091,24981,18342,14829,
104422,5857,5533,4933,4729,4886,6213,4243,5120,5604,4028,4724,5095,5268,6165,6627,5887,
104423,1783282,2025485,1999288,1934032,1450233,2062273,2042742,1928404,2045766,1840240,2157850,1873277,2245648,2140988,1940315,1847902,
104424,1687456,1842577,1768903,1625128,1747566,1867347,1835393,1774498,1703428,1723873,1726850,1667128,1590978,1630746,1209372,1057616,
104425,58165,57959,53797,50059,51539,60789,44209,37755,40832,25220,33313,45833,46022,36397,34649,30411,
104426,38993,38513,39116,33795,35290,36500,37285,37415,30491,36962,37426,37809,38422,38221,38693,37537,
104427,58763,52281,57791,48124,45206,36642,29488,32889,32528,27915,28221,34552,41075,31093,29238,24029,
104428,5949,3923,1279,,Not Reported,Not Reported,,,,,,,,,,,
104429,8396,7566,6481,6220,5411,7319,6851,8085,8220,6971,7134,7473,11337,10809,11005,9348,
104430,8158,7910,6861,6505,6513,8802,7265,7356,7587,6572,6460,4927,,,,,
104431,103741,91842,99498,,Not Reported,Not Reported,,,,,,,,,,,
104432,12660,10833,9009,8474,5978,6047,8828,9209,10187,7253,8168,8697,9653,9315,8743,5928,
104433,39659,37622,36551,37760,37582,42319,36350,38847,42242,37888,36280,37886,37304,36321,35371,32028,
104434,13816,13902,12251,13220,11557,13350,11186,9903,9824,8714,8830,7782,11231,11254,13741,12493,
104435,12819,13650,14144,,Not Reported,Not Reported,,,,,,,,,,,
104436,16878,17983,18367,16778,14466,19485,13056,12136,8231,7852,6138,6364,5353,6977,6767,6657,
104437,18394,20041,18982,16160,Not Reported,Not Reported,,,,,,,,,,,
104438,2817,3335,3428,,Not Reported,Not Reported,,,,,,,,,,,
104439,23879,24512,21746,20821,18032,22365,17526,20329,9729,8121,9409,9902,9546,8266,7931,7170,
104440,3388560,4351049,4112952,2447819,3465836,3046595,3149133,3152826,3471635,2945802,2744777,2823880,1639651,1586512,704134,348234,
104441,34502,33109,32865,31250,30909,31330,32147,27526,,,,,,,,,
104442,362461,402225,375647,325349,246539,238687,213106,117547,121328,126044,121847,143068,141821,125111,86972,59525,
104443,5059,5616,4063,7502,3300,4551,5603,6276,0,,,,,,,,
104444,8519,5702,,,Not Reported,Not Reported,,,,,,,,,,,
104445,326261,307129,314937,336817,320592,321080,331353,263743,117066,83030,69905,144634,159865,165707,148095,114772,
104446,29848,32762,31314,33279,31195,29651,31475,32872,30139,31197,31704,99057,99342,87867,92347,93479,
104447,84,33,17,33,158,121,69,22,10,51,81,595,548,48,60,125,
104448,30749,27867,26899,28250,26856,28606,23257,22040,,,,,,,,,
104449,403,259,122,115,838,462,505,1472,371,1716,259,163,12,1405,1704,177,
104450,44835,48788,50781,62318,88066,91680,88442,84111,85915,88288,85071,89254,88836,87322,80665,87222,
104451,1270,1178,209,269,1736,5246,1302,1919,3622,555,753,215,501,898,997,237,
104452,27153,32495,31114,31205,11217,1040,0,,,,,,,,,,
104453,24325,23682,22219,22751,21993,24511,14974,4830,4680,3318,3732,3390,3338,3143,1247,520,
104454,13405,12819,270595,807415,609354,776162,709510,329709,116023,77027,50677,188248,192392,182013,375089,532144,
104455,519320,490084,339796,259685,211543,209095,197751,155829,118471,106699,23554,830,422,108,28,119,
104456,2516563,2590186,3127528,2669893,1580626,2300406,1842279,1729830,1990393,1901911,2204317,2070524,2001687,1948081,1999936,1976698,
104457,10686,8054,9078,10691,4116,7476,6413,4776,1685,0,0,0,,,,,
104458,6053,5573,2425,,Not Reported,Not Reported,,,,,,,,,,,
104459,42961,35378,51379,16124,0,0,0,0,,,,,,,,,
104460,17069,16581,15197,14535,14224,15641,13380,14069,14226,11784,10119,11919,11937,9956,10921,841,
104461,3718334,3550068,3672155,3710564,2088152,4320135,3197123,2917879,3026552,3021687,3183100,4396101,3625702,3556180,2286362,2214436,
104462,2086,1932,2187,,Not Reported,Not Reported,,,,,,,,,,,
104463,3776,2731,,,Not Reported,Not Reported,,,,,,,,,,,
104464,11135,6816,,,Not Reported,Not Reported,,,,,,,,,,,
104465,245637,259605,224437,227206,200630,248900,224470,204749,183432,147187,151067,187641,174148,191702,153246,166680,
104466,2583708,2213344,2592614,2270643,2060980,2209573,1811394,2179571,1531268,2753777,2278643,1798498,3,127,48,0,
104467,217,2565,456,232,2685,1370,698,881,1697,1192,862,528,96,301,2622,2325,
104468,3323,4948,1274,,Not Reported,Not Reported,,,,,,,,,,,
104469,77929,80495,79504,,Not Reported,Not Reported,,,,,,,,,,,
104470,400,0,0,49,0,0,0,0,0,0,0,0,0,0,0,0,
104471,19416,20586,21865,8967,,,,,,,,,,,,,
104472,199970,213239,217638,215415,219609,221553,225285,219922,223886,220934,222753,219720,215055,214374,216762,222450,
104473,31487,28313,29399,29908,30085,33058,28454,27949,28761,25594,21483,22317,22788,22538,22416,19333,
104474,3619,1636,788,901,1206,1199,490,1036,386,347,726,276,978,436,88,673,
104475,62024,61149,69577,63693,59709,62044,56623,59425,59626,58557,53027,60421,58556,60968,62097,65093,
104476,8144,7662,6975,7654,7247,7768,6848,7079,,,,,,,,,
104477,11379,7827,6870,5772,2743,3202,3250,4054,1155,402,346,753,373,1481,1032,1231,
