ngc_bmu_id,year,capture_price
DUNGW-1,2019,41.514708012224204
DUNGW-1,2020,35.83493551532757
EAAO-1,2019,37.10436288346423
EAAO-1,2020,32.496203880847574
EAAO-2,2019,38.10498396570884
EAAO-2,2020,33.33422471843948
EDINW-1,2016,38.62624048835548
EDINW-1,2017,45.357534577910776
EDINW-1,2018,56.918906875994416
EDINW-1,2019,41.89007592778874
EDINW-1,2020,34.95041850980964
EECL-1,2016,45.29786133174467
EECL-1,2017,50.516239931923934
EECL-1,2018,61.54193603607846
EECL-1,2019,45.08189692799041
EECL-1,2020,32.775348090726794
EGGPS-1,2016,37.1357470038127
EGGPS-1,2017,62.09129455567788
EGGPS-1,2018,60.479949683749126
EGGPS-2,2016,37.24850862678965
EGGPS-2,2017,65.50437359860527
EGGPS-2,2018,54.21956495732345
EGGPS-3,2016,36.21458850964193
EGGPS-3,2017,59.7623568090396
EGGPS-3,2018,67.5108797961931
EGGPS-4,2016,44.964776053377605
EGGPS-4,2017,59.208025508098395
EGGPS-4,2018,68.39325593119392
ERRO-1,2016,54.71365071253891
ERRO-1,2017,54.59629833344955
ERRO-1,2018,70.34387255996432
ERRO-1,2019,48.901474435912014
ERRO-1,2020,44.36593927694641
ERRO-2,2016,51.694189702282486
ERRO-2,2017,68.44787663891053
ERRO-2,2018,73.97386072108776
ERRO-2,2019,48.382127951569046
ERRO-2,2020,45.06365984267712
ERRO-3,2016,52.03550409981606
ERRO-3,2017,54.103062953266324
ERRO-3,2018,70.3334624176737
ERRO-3,2019,48.234251301855146
ERRO-3,2020,45.68143844190636
EWHLW-1,2019,40.63149774280063
EWHLW-1,2020,32.845049203089246
FAARW-1,2016,38.72390328049325
FAARW-1,2017,44.930505966586665
FAARW-1,2018,57.71375280649264
FAARW-1,2019,40.68244322578214
FAARW-1,2020,33.90963829533159
FAARW-2,2016,37.687594416307746
FAARW-2,2017,44.83293551358239
FAARW-2,2018,58.092735960566905
FAARW-2,2019,41.257229654064034
FAARW-2,2020,35.295685398366835
FALGW-1,2016,36.13360745138486
FALGW-1,2017,45.33262204044117
FALGW-1,2018,57.462374511208765
FALGW-1,2019,41.75000485556788
FALGW-1,2020,33.345838944063665
FASN-1,2016,41.1226563835895
FASN-1,2017,49.608504428457856
FASN-1,2018,60.69563427285467
FASN-1,2019,43.288155841507326
FASN-1,2020,37.14335008062042
FASN-4,2016,38.65727665953857
FASN-4,2017,46.271156815454574
FASN-4,2018,56.706948087837944
FASN-4,2019,41.722709882871115
FASN-4,2020,33.65421483082551
FASN2,2016,43.82741291765202
FASN2,2017,51.47712859816262
FASN2,2018,62.85264558081973
FASN2,2019,44.36984273280484
FASN2,2020,38.099648644548
FASN3,2016,44.32873209057093
FASN3,2017,48.514800033244875
FASN3,2018,63.89111659083529
FASN3,2019,47.60666031481371
FASN3,2020,36.84085145197183
FAWN-1,2016,41.112486746571534
FAWN-1,2017,44.47696902167379
FAWN-1,2018,56.840475263930365
FAWN-1,2019,42.58224338831808
FAWN-1,2020,33.3235748507105
FDUNT-1,2016,86.59102857473061
FDUNT-1,2017,66.79139661079556
FDUNT-1,2018,78.19417858560014
FDUNT-1,2019,60.425003191200425
FDUNT-1,2020,58.3670875365626
FELL-1,2016,37.240854872710145
FELL-1,2017,43.826320657042125
FELL-1,2018,54.843898306994696
FELL-1,2019,47.62788933859838
FELL-1,2020,25.636530189630953
FERR-1,2016,97.15299999999999
FERR-2,2016,122.94999999999999
FERR-3,2016,34.54414037757889
FFES-1,2016,77.22781626323514
FFES-1,2017,75.42375899890945
FFES-1,2018,74.74615599737889
FFES-1,2019,64.25324005040983
FFES-2,2016,55.92649482682987
FFES-2,2017,52.10844011695778
FFES-2,2018,65.14688377882678
FFES-2,2019,71.20701880928839
FFES-3,2016,56.73732775966116
FFES-3,2017,57.1689188034206
FFES-3,2018,61.92177771109588
FFES-3,2019,45.47119903767634
FFES-3,2020,45.66570567889674
FFES-4,2016,49.243620709896064
FFES-4,2017,56.743570784795956
FFES-4,2018,60.71048812184046
FFES-4,2019,51.179142519047225
FFES-4,2020,44.65404844065819
FIDL-1,2016,36.2557687065146
FIDL-1,2017,61.53649488709387
FIDL-1,2018,127.43457434174188
FIDL-2,2016,41.81543493586294
FIDL-2,2017,53.735514523811176
FIDL-2,2018,63.51095798611448
FIDL-2,2019,54.7258934591652
FIDL-2,2020,31.624037125148345
FIDL-2G,2016,52.04413920088382
FIDL-2G,2017,47.84340960284528
FIDL-2G,2018,202.95376541990632
FIDL-2G,2019,51.16493101379724
FIDL-2G,2020,38.330924163012085
FIDL-3,2016,46.56456119415324
FIDL-3,2017,53.44978866933888
FIDL-3,2018,68.98142666695837
FIDL-3,2019,41.75015758319784
FIDL-3,2020,32.18898165989617
FIDL-3G,2016,54.87643988933603
FIDL-3G,2017,60.08272934906737
FIDL-3G,2018,206.7380171151613
FIDL-3G,2019,27.68635984233712
FIDL-3G,2020,44.50354851071858
FIDL-4,2016,37.384300300239964
FIDL-4,2017,55.16992948192895
FIDL-4,2018,69.46636852442913
FIDL-4,2019,40.89825199713404
FIDL-4,2020,31.569063164450558
FINL-1,2016,42.89741112276147
FINL-1,2017,48.267890705624104
FINL-1,2018,60.542920412724754
FINL-1,2019,43.581624730138735
FINL-1,2020,36.92466654607288
FOYE-1,2016,60.539916627651074
FOYE-1,2017,58.93484686877172
FOYE-1,2018,70.76815841161803
FOYE-1,2019,50.588849814301355
FOYE-1,2020,56.65480177886455
FOYE-2,2016,61.376311606370535
FOYE-2,2017,59.28189788053557
FOYE-2,2018,69.86861154336987
FOYE-2,2019,52.87694504127699
FOYE-2,2020,46.74312994395179
FSDLW-1,2019,39.88518440589545
FSDLW-1,2020,31.39813031417612
GAOFO-1,2020,41.10119543422502
GAOFO-2,2020,41.24489283616298
GAOFO-3,2020,41.42756202413368
GAOFO-4,2020,41.55858255644365
GDSTW-1,2016,36.47457841893608
GDSTW-1,2017,44.43741358420431
GDSTW-1,2018,56.93167663993434
GDSTW-1,2019,39.75511327901523
GDSTW-1,2020,31.493170111974482
GFLDW-1,2016,35.70394775240095
GFLDW-1,2017,43.490224467500646
GFLDW-1,2018,55.95801611362828
GFLDW-1,2019,39.848162207578405
GFLDW-1,2020,30.043248976741946
GLNDO-1,2016,51.29355396931805
GLNDO-1,2017,54.070517133689265
GLNDO-1,2018,63.756506766496145
GLNDO-1,2019,47.573092137797516
GLNDO-1,2020,40.99492890931317
GLOFW-1,2016,36.09060982929348
GLOFW-1,2017,44.219523216066236
GLOFW-1,2018,55.91737102897417
GLOFW-1,2019,40.086477533802565
GLOFW-1,2020,31.981848276368023
GLWSW-1,2019,39.807193832460726
GLWSW-1,2020,33.6711935935687
GNAPW-1,2019,39.78984355789388
GNAPW-1,2020,34.170245588392454
GNFSW-1,2016,45.465207145778905
GNFSW-1,2017,44.278299976945256
GNFSW-1,2018,56.583006316385784
GNFSW-1,2019,40.777795042937
GNFSW-1,2020,30.77983254639883
GNFSW-2,2016,45.85644733912113
GNFSW-2,2017,44.297274467656976
GNFSW-2,2018,56.42246305531267
GNFSW-2,2019,40.86125657706168
GNFSW-2,2020,30.803539483651402
GORDW-1,2016,39.97675225451073
GORDW-1,2017,46.62195068523791
GORDW-1,2018,59.39269085714551
GORDW-1,2019,41.68407602208001
GORDW-1,2020,36.37159029897433
GRAI-6,2016,44.186397936715366
GRAI-6,2017,47.32919066525728
GRAI-6,2018,59.83658973271621
GRAI-6,2019,44.561195214712995
GRAI-6,2020,36.7009961073382
GRAI-7,2016,41.688641387447134
GRAI-7,2017,48.77780807745304
GRAI-7,2018,59.22775850632573
GRAI-7,2019,45.50186020397415
GRAI-7,2020,39.28172899907568
GRAI-8,2016,42.06337674193691
GRAI-8,2017,51.85842796923766
GRAI-8,2018,59.99644970436787
GRAI-8,2019,46.22800727393215
GRAI-8,2020,38.7965706961695
GRGBW-1,2016,36.92013234949092
GRGBW-1,2017,44.51886902687947
GRGBW-1,2018,55.879893575840796
GRGBW-1,2019,39.644413787653306
GRGBW-1,2020,31.133910672977212
GRGBW-2,2016,36.93421598211707
GRGBW-2,2017,44.613367731183814
GRGBW-2,2018,54.97815481039753
GRGBW-2,2019,40.82637960324187
GRGBW-2,2020,31.14624433387657
GRGBW-3,2016,36.97175503501723
GRGBW-3,2017,44.49754443708199
GRGBW-3,2018,56.25309275544212
GRGBW-3,2019,40.83752648122577
GRGBW-3,2020,30.922462352835236
GRIFW-1,2016,38.42824704461955
GRIFW-1,2017,44.98052317805893
GRIFW-1,2018,58.95341432886509
GRIFW-1,2019,40.592778681260924
GRIFW-1,2020,33.93039286713832
GRIFW-2,2016,38.188145022804875
GRIFW-2,2017,44.942726647113474
GRIFW-2,2018,58.87000079293266
GRIFW-2,2019,40.56019528415982
GRIFW-2,2020,34.30990860531854
GRMO-1,2016,38.71771606113777
GRMO-1,2017,45.30996278930776
GRMO-1,2018,56.35695815401173
GRMO-1,2019,42.88288184506333
GRMO-1,2020,31.912030514661982
GYAR-1,2016,40.42929816675051
GYAR-1,2017,48.20570860697805
GYAR-1,2018,58.66602447030458
GYAR-1,2019,44.28982741923721
GYAR-1,2020,45.79453058203657
GYMRO-15,2016,36.05910796844786
GYMRO-15,2017,44.09157045730033
GYMRO-15,2018,56.470633679752645
GYMRO-15,2019,39.71068958951298
GYMRO-15,2020,31.993847587420245
GYMRO-17,2016,36.05461991458542
GYMRO-17,2017,43.992052338836395
GYMRO-17,2018,56.392979291117
GYMRO-17,2019,39.66658412215935
GYMRO-17,2020,27.821261708008883
GYMRO-26,2016,37.24445938285671
GYMRO-26,2017,44.04623604799784
GYMRO-26,2018,56.46454276393238
GYMRO-26,2019,39.63066302820904
GYMRO-26,2020,31.165066260477463
GYMRO-28,2016,35.93597757612913
GYMRO-28,2017,43.96104481967897
GYMRO-28,2018,56.293253354819555
GYMRO-28,2019,40.21684750032608
GYMRO-28,2020,31.716066162825694
HADHW-1,2016,37.65043777631383
HADHW-1,2017,44.01937515939681
HADHW-1,2018,58.4162195683815
HADHW-1,2019,41.799892778510525
HADHW-1,2020,33.77096265878606
HBHDW-1,2019,37.94524635198748
HBHDW-1,2020,30.196118415936304
HEYM11,2016,38.965219035752234
HEYM11,2017,45.593805486663186
HEYM11,2018,57.0262180354209
HEYM11,2019,41.82807518720238
HEYM11,2020,29.578247966556955
HEYM12,2016,38.323664844680714
HEYM12,2017,43.648003237530915
HEYM12,2018,56.966670227192246
HEYM12,2019,40.46029993731566
HEYM12,2020,33.45595986461538
HEYM27,2016,38.85792654322825
HEYM27,2017,44.401249452917334
HEYM27,2018,57.40393952123164
HEYM27,2019,41.817417738220705
HEYM27,2020,34.21217896875179
HEYM28,2016,36.506310331331086
HEYM28,2017,44.74112611351132
HEYM28,2018,56.96708248268475
HEYM28,2019,41.73018605802373
HEYM28,2020,35.40000211497396
HINB-7,2016,40.16080935568844
HINB-7,2017,44.70749818078453
HINB-7,2018,57.32039833159206
HINB-7,2019,42.13415723247992
HINB-7,2020,27.237490611935534
HINB-8,2016,38.93489840511254
HINB-8,2017,45.36942880176031
HINB-8,2018,58.271942876436555
HINB-8,2019,41.7388045607217
HINB-8,2020,32.365237059876364
HLGLW-1,2019,38.87151216753783
HLGLW-1,2020,30.79100729334822
HLTWW-1,2018,61.045080125396936
HLTWW-1,2019,40.01300730124724
HLTWW-1,2020,31.38692927740779
HMGTO-1,2018,56.09626000433227
HMGTO-1,2019,40.338573402793756
HMGTO-1,2020,31.15546516767167
HOWAO-1,2019,36.741429311121124
HOWAO-1,2020,32.32939407240706
HOWAO-2,2019,37.116255282300955
HOWAO-2,2020,31.986584278809072
HOWAO-3,2019,36.30407744299195
HOWAO-3,2020,32.5708396234301
HRSTW-1,2016,37.679415120170034
HRSTW-1,2017,44.744648059776104
HRSTW-1,2018,58.79864003821798
HRSTW-1,2019,41.343074304855776
HRSTW-1,2020,32.79270652268033
HRTL-1,2016,39.887197977838746
HRTL-1,2017,44.73084784096944
HRTL-1,2018,57.91162222848487
HRTL-1,2019,41.46038509635819
HRTL-1,2020,34.10481584360903
HRTL-2,2016,40.09842213964074
HRTL-2,2017,44.10349857528603
HRTL-2,2018,56.201750192
HRTL-2,2019,44.368077813058385
HRTL-2,2020,33.28416870053154
HUMR-1,2016,40.699237558806566
HUMR-1,2017,46.95924803722754
HUMR-1,2018,58.52482714447297
HUMR-1,2019,43.849477971364784
HUMR-1,2020,36.88991616421566
HUNB-7,2016,38.99038641946912
HUNB-7,2017,44.018990581090414
HUNB-7,2018,55.96893950543179
HUNB-7,2020,44.87543092359022
HUNB-8,2016,39.03650031052441
HUNB-8,2017,44.57047480219303
HUNB-8,2018,55.3677447732298
HUNB-8,2019,37.53398896421489
HUNB-8,2020,45.34998188889752
HYWDW-1,2018,60.03292084667037
HYWDW-1,2019,40.53393877950942
HYWDW-1,2020,33.177168413743594
