ngc_bmu_id,year,output_MWh
HOWAO-1,2016,0.0
HOWAO-1,2017,0.0
HOWAO-1,2018,0.0
HOWAO-1,2019,362072.329
HOWAO-1,2020,1752325.143
HOWAO-2,2016,0.0
HOWAO-2,2017,0.0
HOWAO-2,2018,0.0
HOWAO-2,2019,1221985.933
HOWAO-2,2020,1808774.688
HOWAO-3,2016,0.0
HOWAO-3,2017,0.0
HOWAO-3,2018,0.0
HOWAO-3,2019,747642.88
HOWAO-3,2020,1562432.697
HRSTW-1,2016,194627.441
HRSTW-1,2017,208662.54
HRSTW-1,2018,193233.327
HRSTW-1,2019,203235.612
HRSTW-1,2020,234562.052
HRTL-1,2016,2844227.623
HRTL-1,2017,4687275.284
HRTL-1,2018,3340763.34
HRTL-1,2019,4366321.184
HRTL-1,2020,4594907.028
HRTL-2,2016,3789609.228
HRTL-2,2017,4657633.834
HRTL-2,2018,4395132.922
HRTL-2,2019,3292799.096
HRTL-2,2020,3945040.62
HUMR-1,2016,7721634.8
HUMR-1,2017,6761155.15
HUMR-1,2018,7288425.483
HUMR-1,2019,7627097.975
HUMR-1,2020,7237835.541
HUNB-7,2016,3980995.382
HUNB-7,2017,3989068.986
HUNB-7,2018,711990.37
HUNB-7,2019,0.0
HUNB-7,2020,1386029.002
HUNB-8,2016,4147373.726
HUNB-8,2017,3557532.81
HUNB-8,2018,3092730.098
HUNB-8,2019,1239831.878
HUNB-8,2020,1119441.144
HYWDW-1,2016,0.0
HYWDW-1,2017,0.0
HYWDW-1,2018,66547.451
HYWDW-1,2019,145561.098
HYWDW-1,2020,140133.594
INDQ-1,2016,623.36
INDQ-1,2017,1170.44
INDQ-1,2018,502.3
INDQ-1,2019,1857.76
INDQ-1,2020,470.14
IRNPS-2,2016,0.0
IRNPS-2,2017,0.0
IRNPS-2,2018,0.0
IRNPS-2,2019,0.0
IRNPS-2,2020,0.0
KEAD-1,2016,1802320.7
KEAD-1,2017,2295282.455
KEAD-1,2018,2533349.335
KEAD-1,2019,2032228.855
KEAD-1,2020,2018198.085
KEADGT-3,2016,176.565
KEADGT-3,2017,25.295
KEADGT-3,2018,156.79
KEADGT-3,2019,79.005
KEADGT-3,2020,415.405
KILBW-1,2016,151782.14
KILBW-1,2017,163585.957
KILBW-1,2018,156159.018
KILBW-1,2019,159183.233
KILBW-1,2020,155267.291
KILLPG-1,2016,1812.528
KILLPG-1,2017,4670.684
KILLPG-1,2018,23090.194
KILLPG-1,2019,25677.642
KILLPG-1,2020,32400.302
KILLPG-2,2016,1977.152
KILLPG-2,2017,5817.978
KILLPG-2,2018,14468.364
KILLPG-2,2019,41201.602
KILLPG-2,2020,19279.584
KILNS-1,2016,2926.382
KILNS-1,2017,0.0
KILNS-1,2018,0.0
KILNS-1,2019,1.0
KILNS-1,2020,0.0
KLGLW-1,2016,0.0
KLGLW-1,2017,238110.069
KLGLW-1,2018,592867.309
KLGLW-1,2019,561470.488
KLGLW-1,2020,528539.294
KLYN-A-1,2016,0.5770000000000001
KLYN-A-1,2017,0.04
KLYN-A-1,2018,0.005
KLYN-A-1,2019,347561.653
KLYN-A-1,2020,1431336.141
LAGA-1,2016,2367985.1
LAGA-1,2017,3326434.1
LAGA-1,2018,2416697.9
LAGA-1,2019,1936933.8
LAGA-1,2020,2073032.3
LARYO-1,2016,551153.8
LARYO-1,2017,554880.4079999999
LARYO-1,2018,487442.35599999997
LARYO-1,2019,474597.844
LARYO-1,2020,641209.786
LARYO-2,2016,582802.562
LARYO-2,2017,529613.133
LARYO-2,2018,479026.907
LARYO-2,2019,378873.933
LARYO-2,2020,654520.596
LARYO-3,2016,551014.265
LARYO-3,2017,561006.535
LARYO-3,2018,440800.466
LARYO-3,2019,578701.819
LARYO-3,2020,648465.8319999999
LARYO-4,2016,556309.162
LARYO-4,2017,558952.016
LARYO-4,2018,580230.394
LARYO-4,2019,547497.091
LARYO-4,2020,647593.425
LBAR-1,2016,3504736.73
LBAR-1,2017,3937267.69
LBAR-1,2018,4278575.07
LBAR-1,2019,2770502.33
LBAR-1,2020,2135193.93
LBAR-1G,2016,137.17
LBAR-1G,2017,120.06
LBAR-1G,2018,180.52
LBAR-1G,2019,189.58
LBAR-1G,2020,185.29
LCLTW-1,2016,143492.129
LCLTW-1,2017,141196.264
LCLTW-1,2018,146176.564
LCLTW-1,2019,140729.211
LCLTW-1,2020,128441.653
LNCSO-1,2016,456783.337
LNCSO-1,2017,485943.158
LNCSO-1,2018,445459.885
LNCSO-1,2019,471039.731
LNCSO-1,2020,522144.555
LNCSO-2,2016,498833.439
LNCSO-2,2017,538447.749
LNCSO-2,2018,492080.057
LNCSO-2,2019,515900.687
LNCSO-2,2020,573325.505
LNMTH-1,2016,0.0
LNMTH-1,2017,0.0
LNMTH-1,2018,515802.149
LNMTH-1,2019,874149.456
LNMTH-1,2020,905712.394
LNMTH-2,2016,0.0
LNMTH-2,2017,0.0
LNMTH-2,2018,415919.473
LNMTH-2,2019,778388.407
LNMTH-2,2020,851145.269
LNMTH-3,2016,0.0
LNMTH-3,2017,0.0
LNMTH-3,2018,343062.983
LNMTH-3,2019,792208.594
LNMTH-3,2020,868365.011
LOAN-1,2016,443125.05
LOAN-1,2017,0.0
LOAN-1,2018,0.0
LOAN-1,2019,0.0
LOAN-1,2020,0.0
LOAN-2,2016,477739.32
LOAN-2,2017,0.0
LOAN-2,2018,0.0
LOAN-2,2019,0.0
LOAN-2,2020,0.0
LOAN-3,2016,441068.265
LOAN-3,2017,0.0
LOAN-3,2018,0.0
LOAN-3,2019,0.0
LOAN-3,2020,0.0
LOAN-4,2016,405003.425
LOAN-4,2017,0.0
LOAN-4,2018,0.0
LOAN-4,2019,0.0
LOAN-4,2020,0.0
MARK-1,2016,355704.933
MARK-1,2017,387311.364
MARK-1,2018,295847.593
MARK-1,2019,389670.228
MARK-1,2020,347661.617
MDHLW-1,2016,189753.266
MDHLW-1,2017,203905.021
MDHLW-1,2018,188158.913
MDHLW-1,2019,188780.756
MDHLW-1,2020,184624.19
MEDP-1,2016,2393667.565
MEDP-1,2017,2381409.958
MEDP-1,2018,1457296.637
MEDP-1,2019,1698224.211
MEDP-1,2020,2001115.211
MIDMW-1,2016,0.0
MIDMW-1,2017,0.0
MIDMW-1,2018,0.0
MIDMW-1,2019,0.0
MIDMW-1,2020,77424.556
MILWW-1,2016,137278.88
MILWW-1,2017,164247.8
MILWW-1,2018,165765.37
MILWW-1,2019,163254.23
MILWW-1,2020,163804.28
MINSW-1,2016,81628.687
MINSW-1,2017,85567.76
MINSW-1,2018,83102.709
MINSW-1,2019,79559.528
MINSW-1,2020,81172.29
MKHLW-1,2016,0.0
MKHLW-1,2017,0.0
MKHLW-1,2018,0.0
MKHLW-1,2019,96553.138
MKHLW-1,2020,93902.347
MRWD-1,2016,5640833.3
MRWD-1,2017,5590636.8
MRWD-1,2018,5015982.1
MRWD-1,2019,4437811.7
MRWD-1,2020,4211782.6
NANT-1,2016,36184.762
NANT-1,2017,36905.746
NANT-1,2018,36755.702
NANT-1,2019,34432.366
NANT-1,2020,45295.674
OMNDO-1,2016,474337.58
OMNDO-1,2017,397657.195
OMNDO-1,2018,445361.75
OMNDO-1,2019,463310.905
OMNDO-1,2020,522667.445
PEHE-1,2016,1490503.596
PEHE-1,2017,2468365.63
PEHE-1,2018,4794831.142
PEHE-1,2019,4207197.31
PEHE-1,2020,3438142.039
PEMB-11,2016,2783249.65
PEMB-11,2017,2284091.35
PEMB-11,2018,2308706.0
PEMB-11,2019,2437444.75
PEMB-11,2020,2072749.35
PEMB-21,2016,2912821.45
PEMB-21,2017,2570000.2
PEMB-21,2018,2525643.55
PEMB-21,2019,2452962.4
PEMB-21,2020,2294991.9
PEMB-31,2016,3021636.95
PEMB-31,2017,2573527.55
PEMB-31,2018,2422640.2
PEMB-31,2019,2218824.35
PEMB-31,2020,2076274.9
PEMB-41,2016,2843192.05
PEMB-41,2017,2605875.3
PEMB-41,2018,2522703.7
PEMB-41,2019,2387369.9
PEMB-41,2020,2105766.15
PEMB-51,2016,2554706.3
PEMB-51,2017,2701804.7
PEMB-51,2018,2721002.9
PEMB-51,2019,2620250.0
PEMB-51,2020,2187708.35
PETEM1,2016,30345.647
PETEM1,2017,19760.419
PETEM1,2018,9754.161
PETEM1,2019,6047.75
PETEM1,2020,16974.632
RATS-1,2016,641566.264
RATS-1,2017,579054.316
RATS-1,2018,651460.576
RATS-1,2019,220609.666
RATS-1,2020,147261.859
RATS-2,2016,871724.182
RATS-2,2017,579079.391
RATS-2,2018,810001.515
RATS-2,2019,158445.21600000001
RATS-2,2020,114266.93
RATS-3,2016,799338.824
RATS-3,2017,819821.579
RATS-3,2018,1222750.215
RATS-3,2019,141512.878
RATS-3,2020,82837.133
RATS-4,2016,451402.96
RATS-4,2017,585991.196
RATS-4,2018,877622.67
RATS-4,2019,223333.129
RATS-4,2020,114534.068
RATSGT-2,2016,257.139
RATSGT-2,2017,325.965
RATSGT-2,2018,181.068
RATSGT-2,2019,102.468
RATSGT-2,2020,351.819
RATSGT-4,2016,257.313
RATSGT-4,2017,216.363
RATSGT-4,2018,213.651
RATSGT-4,2019,89.937
RATSGT-4,2020,322.074
RCBKO-1,2016,0.0
RCBKO-1,2017,253709.634
RCBKO-1,2018,985582.744
RCBKO-1,2019,1045484.568
RCBKO-1,2020,1190008.202
RCBKO-2,2016,0.0
RCBKO-2,2017,445349.033
RCBKO-2,2018,989011.14
RCBKO-2,2019,1086769.339
RCBKO-2,2020,1199973.404
RMPNO-1,2016,0.0
RMPNO-1,2017,8233.539
RMPNO-1,2018,473911.007
RMPNO-1,2019,660502.91
RMPNO-1,2020,754945.798
RMPNO-2,2016,0.0
RMPNO-2,2017,0.0
RMPNO-2,2018,446124.395
RMPNO-2,2019,366411.691
RMPNO-2,2020,812825.09
ROCK-1,2016,4149322.7
ROCK-1,2017,2627556.8
ROCK-1,2018,1981281.4
ROCK-1,2019,3228100.902
ROCK-1,2020,1907092.6
RREW-1,2016,238460.022
RREW-1,2017,247941.785
RREW-1,2018,248906.54
RREW-1,2019,246943.943
RREW-1,2020,300224.434
RRWW-1,2016,255999.264
RRWW-1,2017,282252.489
RRWW-1,2018,286534.649
RRWW-1,2019,278775.613
RRWW-1,2020,327928.889
RUGGT-6,2016,0.0
RUGGT-6,2017,0.0
RUGGT-6,2018,0.0
RUGGT-6,2019,0.0
RUGGT-6,2020,0.0
RUGGT-7,2016,0.0
RUGGT-7,2017,0.0
RUGGT-7,2018,0.0
RUGGT-7,2019,0.0
RUGGT-7,2020,0.0
RUGPS-6,2016,1283048.056
RUGPS-6,2017,0.0
RUGPS-6,2018,0.0
RUGPS-6,2019,0.0
RUGPS-6,2020,0.0
RUGPS-7,2016,0.0
RUGPS-7,2017,0.0
RUGPS-7,2018,0.0
RUGPS-7,2019,0.0
RUGPS-7,2020,2.0
RYHPS-1,2016,1140005.01
RYHPS-1,2017,607796.294
RYHPS-1,2018,405364.146
RYHPS-1,2019,582315.545
RYHPS-1,2020,430420.136
SANQW-1,2016,0.0
SANQW-1,2017,0.0
SANQW-1,2018,0.0
SANQW-1,2019,117461.0
SANQW-1,2020,113074.677
SCCL-1,2016,2549642.2
SCCL-1,2017,2667192.1
SCCL-1,2018,2093050.1
SCCL-1,2019,2463509.15
SCCL-1,2020,2071468.95
SCCL-2,2016,2426374.55
SCCL-2,2017,2191379.1
SCCL-2,2018,2219639.25
SCCL-2,2019,2127121.5
SCCL-2,2020,2577687.65
SCCL-3,2016,2473524.7
SCCL-3,2017,2176856.65
SCCL-3,2018,2269712.15
SCCL-3,2019,2462617.15
SCCL-3,2020,2142373.55
SEAB-1,2016,3750212.461
SEAB-1,2017,4426354.561
SEAB-1,2018,2222597.678
SEAB-1,2019,2086463.827
SEAB-1,2020,1875384.855
SEAB-2,2016,707328.438
SEAB-2,2017,1347746.337
SEAB-2,2018,1026782.767
SEAB-2,2019,919074.609
SEAB-2,2020,665433.327
SHBA-1,2016,1351544.499
SHBA-1,2017,904306.94
SHBA-1,2018,1951090.728
SHBA-1,2019,2758954.681
SHBA-1,2020,4371847.566
SHBA-2,2016,1145951.925
SHBA-2,2017,1984081.221
SHBA-2,2018,1387370.54
SHBA-2,2019,2425564.199
SHBA-2,2020,2890134.286
SHOS-1,2016,2155750.666
SHOS-1,2017,2465171.001
SHOS-1,2018,921114.37
SHOS-1,2019,184489.403
SHOS-1,2020,740140.039
SHRSO-1,2016,525299.363
SHRSO-1,2017,583486.907
SHRSO-1,2018,525391.769
SHRSO-1,2019,540017.888
SHRSO-1,2020,588697.737
SHRSO-2,2016,515755.112
SHRSO-2,2017,555401.227
SHRSO-2,2018,529068.463
SHRSO-2,2019,532502.492
SHRSO-2,2020,575378.543
SIZB-1,2016,4302033.49
SIZB-1,2017,4404928.63
SIZB-1,2018,4527418.77
SIZB-1,2019,4269543.825
SIZB-1,2020,4618171.89
SIZB-2,2016,4315374.01
SIZB-2,2017,4396461.335
SIZB-2,2018,4386923.295
SIZB-2,2019,4182403.145
SIZB-2,2020,3807720.69
SLOY-1,2016,43059.754
SLOY-1,2017,18951.86
SLOY-1,2018,49170.316
SLOY-1,2019,43686.315
SLOY-1,2020,43014.264
SLOY-2,2016,43079.86
SLOY-2,2017,69213.475
SLOY-2,2018,14568.669
SLOY-2,2019,41834.883
SLOY-2,2020,45239.79
SLOY-3,2016,4313.434
SLOY-3,2017,2314.962
SLOY-3,2018,31056.309
SLOY-3,2019,23601.269
SLOY-3,2020,43840.69
SLOY-4,2016,31155.188
SLOY-4,2017,53166.782
SLOY-4,2018,37817.43
SLOY-4,2019,15493.685
SLOY-4,2020,19604.59
SPLN-1,2016,4650643.65
SPLN-1,2017,3560728.95
SPLN-1,2018,2778260.5
SPLN-1,2019,4474174.55
SPLN-1,2020,3446762.85
STAY-1,2016,2653380.6
STAY-1,2017,2025452.7
STAY-1,2018,1658011.45
STAY-1,2019,2381620.95
STAY-1,2020,1259669.2
STAY-2,2016,2401438.2
STAY-2,2017,1765678.55
STAY-2,2018,2225584.0
STAY-2,2019,2112564.25
STAY-2,2020,1213780.5
STAY-3,2016,2467320.95
STAY-3,2017,2082050.55
STAY-3,2018,2149710.35
STAY-3,2019,2357037.0
STAY-3,2020,1328482.75
STAY-4,2016,2543956.5
STAY-4,2017,1567359.9
STAY-4,2018,1873607.35
STAY-4,2019,2523223.15
STAY-4,2020,1365182.45
STLGW-1,2016,0.0
STLGW-1,2017,0.0
STLGW-1,2018,102275.171
STLGW-1,2019,183012.609
STLGW-1,2020,139656.073
STLGW-2,2016,0.0
STLGW-2,2017,0.0
STLGW-2,2018,133101.718
STLGW-2,2019,214292.864
STLGW-2,2020,158080.535
STLGW-3,2016,0.0
STLGW-3,2017,0.0
STLGW-3,2018,56571.37
STLGW-3,2019,191655.304
STLGW-3,2020,138744.354
STRNW-1,2016,0.0
STRNW-1,2017,0.0
STRNW-1,2018,0.0
STRNW-1,2019,110677.622
STRNW-1,2020,94653.767
SUTB-1,2016,2198114.9
SUTB-1,2017,2511718.9
SUTB-1,2018,1623232.9
SUTB-1,2019,1980431.3
SUTB-1,2020,659072.4
SVRP-10,2016,1966638.8
SVRP-10,2017,2072655.2
SVRP-10,2018,1604429.55
SVRP-10,2019,1174701.9
SVRP-10,2020,764775.25
SVRP-20,2016,1880999.8
SVRP-20,2017,1986155.85
SVRP-20,2018,1357534.95
SVRP-20,2019,674251.15
SVRP-20,2020,368153.7
TAYL2G,2016,3572.793
TAYL2G,2017,4374.299
TAYL2G,2018,4048.022
TAYL2G,2019,529.067
TAYL2G,2020,845.5450000000001
TAYL3G,2016,2869.727
TAYL3G,2017,3527.714
TAYL3G,2018,3393.582
TAYL3G,2019,294.569
TAYL3G,2020,1395.56
TDBNW-1,2016,59723.679
TDBNW-1,2017,72380.796
TDBNW-1,2018,65044.348
TDBNW-1,2019,68206.001
TDBNW-1,2020,77665.671
TLYMW-1,2016,0.0
TLYMW-1,2017,0.0
TLYMW-1,2018,0.0
TLYMW-1,2019,22760.121
TLYMW-1,2020,29858.683
TORN-1,2016,5185089.116
TORN-1,2017,4258394.86
TORN-1,2018,4893869.724
TORN-1,2019,5226702.868
TORN-1,2020,5179209.528
TORN-2,2016,5211225.586
TORN-2,2017,5076008.834
TORN-2,2018,3695363.892
TORN-2,2019,5295549.42
TORN-2,2020,5150741.448
TULWW-1,2016,0.0
TULWW-1,2017,0.0
TULWW-1,2018,0.0
TULWW-1,2019,34950.265
TULWW-1,2020,35661.432
TULWW-2,2016,51340.395
TULWW-2,2017,50495.106999999996
TULWW-2,2018,50399.733
TULWW-2,2019,47009.295
TULWW-2,2020,47615.796
USKM-13,2016,227497.2
USKM-13,2017,38307.8
USKM-13,2018,0.2
USKM-13,2019,0.0
USKM-13,2020,0.0
USKM-14,2016,179529.2
USKM-14,2017,25212.1
USKM-14,2018,0.0
USKM-14,2019,0.0
USKM-14,2020,0.0
USKM-15,2016,0.0
USKM-15,2017,0.4
USKM-15,2018,0.2
USKM-15,2019,254.208
USKM-15,2020,0.0
WBUGT-1,2016,186.716
WBUGT-1,2017,82.354
WBUGT-1,2018,104.636
WBUGT-1,2019,76.574
WBUGT-1,2020,115.74
WBUGT-4,2016,169.986
WBUGT-4,2017,144.94
WBUGT-4,2018,95.98
WBUGT-4,2019,83.016
WBUGT-4,2020,112.288
WBUPS-1,2016,592424.559
WBUPS-1,2017,402301.491
WBUPS-1,2018,519811.987
WBUPS-1,2019,289630.32
WBUPS-1,2020,398596.367
WBUPS-2,2016,354748.105
WBUPS-2,2017,711833.18
WBUPS-2,2018,541613.795
WBUPS-2,2019,244591.615
WBUPS-2,2020,338453.175
WBUPS-3,2016,187014.185
WBUPS-3,2017,314437.835
WBUPS-3,2018,430122.785
WBUPS-3,2019,90731.24
WBUPS-3,2020,143891.615
WBUPS-4,2016,129540.055
WBUPS-4,2017,349876.93
WBUPS-4,2018,357744.2
WBUPS-4,2019,198909.252
WBUPS-4,2020,355083.917
WBURB-1,2016,1706126.97
WBURB-1,2017,2392300.399
WBURB-1,2018,2124136.345
WBURB-1,2019,2089622.963
WBURB-1,2020,1660112.916
WBURB-2,2016,1642701.23
WBURB-2,2017,2242933.08
WBURB-2,2018,2181429.43
WBURB-2,2019,2254585.7
WBURB-2,2020,1325122.71
WBURB-3,2016,2021024.86
WBURB-3,2017,1964802.691
WBURB-3,2018,2254553.377
WBURB-3,2019,1865873.094
WBURB-3,2020,1892671.167
WDNSO-1,2016,740599.958
WDNSO-1,2017,840983.42
WDNSO-1,2018,774724.666
WDNSO-1,2019,758206.493
WDNSO-1,2020,835391.252
WDNSO-2,2016,714958.754
WDNSO-2,2017,799543.591
WDNSO-2,2018,726166.485
WDNSO-2,2019,733895.265
WDNSO-2,2020,797143.448
WHIHW-1,2016,0.0
WHIHW-1,2017,0.0
WHIHW-1,2018,0.0
WHIHW-1,2019,94116.273
WHIHW-1,2020,100867.921
WHILW-1,2016,449801.025
WHILW-1,2017,515827.0
WHILW-1,2018,591122.745
WHILW-1,2019,576765.13
WHILW-1,2020,550842.195
WHILW-2,2016,284402.136
WHILW-2,2017,287170.139
WHILW-2,2018,328317.197
WHILW-2,2019,319345.177
WHILW-2,2020,329239.805
WLNYO-2,2016,510281.751
WLNYO-2,2017,799073.785
WLNYO-2,2018,719934.154
WLNYO-2,2019,762832.709
WLNYO-2,2020,754188.001
WLNYO-3,2016,0.0
WLNYO-3,2017,161692.166
WLNYO-3,2018,1243739.999
WLNYO-3,2019,1394601.688
WLNYO-3,2020,1427744.217
WLNYO-4,2016,0.0
WLNYO-4,2017,0.033
WLNYO-4,2018,893251.368
WLNYO-4,2019,1312203.783
WLNYO-4,2020,1090859.321
WLNYW-1,2016,606021.374
WLNYW-1,2017,700749.333
WLNYW-1,2018,608583.252
WLNYW-1,2019,623769.778
WLNYW-1,2020,664786.543
WTMSO-1,2016,830960.975
WTMSO-1,2017,917447.006
WTMSO-1,2018,873158.539
WTMSO-1,2019,876273.114
WTMSO-1,2020,952205.73
WYLF-1,2016,0.0
WYLF-1,2017,0.0
WYLF-1,2018,0.0
WYLF-1,2019,13.801
WYLF-1,2020,0.0
WYLF-2,2016,0.0
WYLF-2,2017,0.0
WYLF-2,2018,0.0
WYLF-2,2019,16.181
WYLF-2,2020,0.0
WYLF-3,2016,0.0
WYLF-3,2017,0.0
WYLF-3,2018,9.109
WYLF-3,2019,0.0
WYLF-3,2020,0.0
WYLF-4,2016,0.0
WYLF-4,2017,0.0
WYLF-4,2018,25.373
WYLF-4,2019,0.0
WYLF-4,2020,0.0
