account_id,year,tonnes_co2
101364,2011,14608
101364,2012,13296
101364,2013,12225
101364,2014,10704
101364,2015,11320
101364,2016,9083
101364,2017,9446
101364,2018,8738
101364,2019,8442
101364,2020,9155
101365,2005,4142
101365,2006,4198
101365,2007,3988
101365,2008,4370
101365,2009,4041
101365,2010,4371
101365,2011,4173
101365,2012,4198
101365,2013,4114
101365,2014,3516
101365,2015,3767
101365,2016,4173
101365,2017,4495
101365,2018,4405
101365,2019,4540
101365,2020,4372
101366,2005,9713
101366,2006,9417
101366,2007,7324
101366,2008,7375
101366,2009,7202
101366,2010,7300
101366,2011,8720
101366,2012,8631
101366,2013,8073
101366,2014,8090
101366,2015,8097
101366,2016,9724
101366,2017,9164
101366,2018,6110
101366,2019,8019
101366,2020,8225
101367,2005,56114
101367,2006,65937
101367,2007,65606
101367,2008,57372
101367,2009,54636
101367,2010,52365
101367,2011,59041
101367,2012,57490
101367,2013,58915
101367,2014,60257
101367,2015,61068
101367,2016,61761
101367,2017,62686
101367,2018,45158
101367,2019,60124
101367,2020,60864
101368,2005,21492
101368,2006,3636
101368,2007,1858
101369,2005,11831
101369,2006,10328
101369,2007,8682
101369,2008,9044
101369,2009,9162
101369,2010,8806
101369,2011,7785
101369,2012,6617
101369,2013,4344
101369,2014,1719
101370,2005,1221181
101370,2006,1200745
101370,2007,1322924
101370,2008,1313006
101370,2009,1172469
101370,2010,1440509
101370,2011,1380214
101370,2012,1320668
101370,2013,793264
101370,2014,1019482
101370,2015,1432151
101370,2016,1070320
101370,2017,1503450
101370,2018,1675339
101370,2019,1364188
101370,2020,1244560
101371,2005,26943
101371,2006,28935
101371,2007,38478
101371,2008,38325
101371,2009,36814
101371,2010,39552
101371,2011,25865
101371,2012,17068
101371,2013,25674
101371,2014,24907
101371,2015,26242
101371,2016,26810
101371,2017,25381
101371,2018,19831
101371,2019,20653
101371,2020,22392
101372,2005,6508
101372,2006,7012
101372,2007,6892
101373,2005,14851
101373,2006,13996
101373,2007,9356
101373,2008,3044
101373,2009,3928
101373,2010,3740
101373,2011,1870
101373,2012,1653
101373,2013,1816
101373,2014,2992
101373,2015,4340
101373,2016,8208
101373,2017,14394
101373,2018,20180
101373,2019,11627
101373,2020,8458
101374,2005,950
101374,2006,2523
101374,2007,11
101375,2005,3896
101375,2006,2634
101375,2007,2993
101375,2008,3128
101375,2009,2460
101375,2010,1561
101375,2011,860
101375,2012,1371
101375,2013,362
101376,2005,2446
101376,2006,19
101377,2005,11328
101377,2006,11034
101377,2007,8123
101377,2008,8450
101378,2005,44164
101378,2006,31433
101378,2007,18870
101378,2008,5248
101379,2005,24373
101379,2006,24249
101379,2007,24849
101379,2008,20950
101379,2009,16046
101379,2010,9672
101380,2005,2416
101380,2006,2440
101380,2007,2347
101380,2008,2306
101380,2009,2314
101380,2010,2314
101380,2011,1594
101380,2012,1460
101380,2013,1234
101380,2014,1153
101380,2015,1012
101381,2005,8183
101381,2006,9131
101381,2007,8993
101381,2008,8365
101381,2009,6439
101381,2010,5440
101381,2011,5322
101381,2012,4778
101381,2013,3211
101381,2014,5471
101381,2015,5722
101381,2016,3435
101381,2017,4824
101381,2018,1942
101381,2019,3001
101381,2020,3159
101382,2005,28159
101382,2006,27107
101382,2007,26507
101382,2008,22252
101382,2009,22275
101382,2010,23693
101382,2011,23024
101382,2012,22904
101382,2013,22079
101382,2014,24921
101382,2015,18277
101382,2016,22561
101382,2017,21861
101382,2018,20274
101382,2019,19584
101382,2020,18808
101383,2005,6591
101383,2006,6145
101383,2007,5979
101383,2008,5302
101383,2009,1392
101384,2005,120189
101384,2006,122682
101384,2007,123790
101384,2008,117005
101384,2009,111881
101384,2010,117522
101384,2011,118166
101384,2012,115532
101384,2013,110334
101384,2014,112642
101384,2015,110338
101384,2016,115151
101384,2017,113340
101384,2018,113412
101384,2019,113266
101384,2020,92884
101385,2005,137830
101385,2006,135042
101385,2007,125925
101385,2008,122655
101385,2009,126587
101385,2010,127958
101385,2011,92238
101385,2012,91843
101385,2013,102746
101385,2014,83388
101385,2015,92143
101385,2016,73227
101385,2017,72529
101385,2018,64707
101385,2019,48751
101385,2020,54882
101386,2005,42547
101386,2006,36108
101386,2007,31000
101386,2008,31033
101386,2009,28618
101386,2010,30466
101386,2011,20381
101386,2012,20104
101386,2013,22788
101386,2014,16885
101386,2015,8182
101386,2016,2421
101386,2017,2677
101386,2018,2206
101386,2019,2189
101386,2020,2884
101387,2005,4049
101387,2006,5663
101387,2007,6409
101387,2008,7256
101387,2009,2527
101387,2010,1831
101387,2011,79
101388,2005,15158
101388,2006,14409
101388,2007,14083
101388,2008,16766
101388,2009,17492
101388,2010,15867
101388,2011,17468
101388,2012,15990
101388,2013,15928
101388,2014,15064
101388,2015,15319
101388,2016,16224
101388,2017,17537
101388,2018,17423
101388,2019,18335
101388,2020,20048
101389,2005,3601
101389,2006,3283
101390,2005,311306
101390,2006,327586
101390,2007,336006
101390,2008,336641
101390,2009,164448
101390,2010,114163
101390,2011,149073
101390,2012,167842
101390,2013,24141
101391,2005,572904
101391,2006,540342
101391,2007,552311
101391,2008,541911
101391,2009,460126
101391,2010,403262
101391,2011,1345
101392,2005,11646
101392,2006,10814
101392,2007,8256
101392,2008,8798
101392,2009,9081
101392,2010,10370
101392,2011,11310
101392,2012,11274
101392,2013,9896
101392,2014,6419
101392,2015,6223
101392,2016,9013
101392,2017,6888
101392,2018,6632
101392,2019,6101
101392,2020,6466
101393,2005,7865
101393,2006,6750
101393,2007,5286
101393,2008,4748
101393,2009,2818
101394,2005,9003
101394,2006,3838
101394,2007,3141
101394,2008,3058
101394,2009,2830
101394,2010,1693
101394,2011,2762
101394,2012,2972
101394,2013,25
101395,2005,10460
101395,2006,39444
101395,2007,31024
101395,2008,35589
101395,2009,33771
101395,2010,38150
101395,2011,21129
101395,2012,13762
101395,2013,13882
101396,2005,135625
101396,2006,139029
101396,2007,142001
101396,2008,216574
101396,2009,220239
101396,2010,231306
101396,2011,228917
101396,2012,222524
101396,2013,177954
101396,2014,169874
101396,2015,159408
101396,2016,158456
101396,2017,148783
101396,2018,145525
101396,2019,143005
101396,2020,142595
101397,2005,34304
101397,2006,29661
101397,2007,18037
101397,2008,14113
101398,2005,8037
101398,2006,7399
101398,2007,6977
101398,2008,7418
101398,2009,4394
101398,2010,5617
101398,2011,6566
101398,2012,6411
101398,2013,6377
101398,2014,6994
101398,2015,6487
101398,2016,6518
101398,2017,6609
101398,2018,6673
101398,2019,5548
101398,2020,4908
101399,2005,5884
101399,2006,3052
101399,2007,1322
101399,2008,757
101399,2009,558
101399,2010,1411
101400,2005,132677
101400,2006,113143
101400,2007,141493
101400,2008,145731
101400,2009,83660
101400,2010,62582
101400,2011,2164
101400,2012,2637
101401,2005,15168
101401,2006,15534
101401,2007,12073
101401,2008,13252
101401,2009,13245
101401,2010,12762
101401,2011,13245
101401,2012,12088
101401,2013,12260
101401,2014,11885
101401,2015,12451
101401,2016,13709
101401,2017,15645
101401,2018,14125
101401,2019,14107
101401,2020,14376
101402,2005,51902
101402,2006,49743
101402,2007,44681
101402,2008,43831
101402,2009,43201
101402,2010,45131
101402,2011,41766
101402,2012,36655
101402,2013,35764
101402,2014,24699
101402,2015,26038
101402,2016,26164
101402,2017,30625
101402,2018,27519
101402,2019,27101
101402,2020,29353
101403,2005,16774
101403,2006,14886
101403,2007,14499
101403,2008,14393
101403,2009,13992
101403,2010,15657
101403,2011,14323
101403,2012,13762
101403,2013,12366
101403,2014,7533
101403,2015,8391
101403,2016,6859
101403,2017,7872
101403,2018,7922
101403,2019,8032
101403,2020,6130
101404,2005,33525
101404,2006,31548
101404,2007,29300
101404,2008,30062
101404,2009,29681
101404,2010,31670
101404,2011,27891
101404,2012,23799
101404,2013,25773
101404,2014,22156
101404,2015,21924
101404,2016,23583
101404,2017,23674
101404,2018,22576
101404,2019,22228
101404,2020,24493
101405,2005,4938
101405,2006,178
101406,2005,866
101406,2006,580
101406,2007,836
101406,2008,176
101406,2009,22
101406,2010,72
101406,2011,56
101407,2005,32346
101407,2006,32617
101407,2007,31064
101407,2008,29527
101407,2009,29384
101407,2010,22044
101407,2011,10478
101407,2012,7038
101407,2013,4988
101407,2014,3238
101407,2015,3230
101407,2016,3140
101407,2017,5557
101407,2018,6197
101407,2019,6254
101407,2020,4110
101408,2005,88110
101408,2006,85369
101408,2007,84999
101408,2008,78260
101408,2009,80097
101408,2010,79467
101408,2011,48940
101408,2012,47514
101408,2013,51570
101408,2014,56678
101408,2015,40998
101408,2016,39762
101408,2017,40820
101408,2018,40602
101408,2019,40308
101408,2020,41634
101409,2005,1940
101409,2006,18
101410,2005,14681
101410,2006,263
101411,2005,37013
101411,2006,30484
101411,2007,27249
101411,2008,36337
101411,2009,19751
101411,2010,17722
101411,2011,16971
101411,2012,23976
101411,2013,13645
101411,2014,18289
101411,2015,21045
101411,2016,29231
101411,2017,28139
101411,2018,22454
101411,2019,31312
101411,2020,26357
101412,2005,35881
101412,2006,42183
101412,2007,43762
101412,2008,40476
101412,2009,26069
101412,2010,29419
101412,2011,17730
101412,2012,17456
101412,2013,19816
101412,2014,22798
101412,2015,23807
101412,2016,37078
101412,2017,39253
101412,2018,37222
101412,2019,39244
101412,2020,26429
101413,2005,5333
101413,2006,25
101414,2005,4957
101414,2006,4905
101414,2007,4806
101414,2008,5109
101414,2009,4096
101414,2010,5345
101414,2011,5585
101414,2012,5889
101414,2013,4677
101414,2014,5793
101414,2015,4613
101414,2016,3986
101414,2017,4394
101414,2018,3452
101414,2019,4318
101414,2020,4869
101415,2005,79355
101415,2006,77910
101415,2007,76595
101415,2008,72753
101415,2009,47156
101415,2010,54771
101415,2011,51734
101415,2012,42273
101415,2013,35164
101415,2014,26415
101415,2015,13558
101415,2016,13341
101415,2017,14953
101415,2018,15659
101415,2019,13150
101415,2020,9560
101416,2005,3638
101416,2006,3870
101416,2007,3275
101416,2008,3918
101416,2009,3099
101416,2010,3585
101416,2011,4256
101416,2012,3138
101416,2013,4692
101416,2014,4467
101416,2015,4008
101416,2016,3322
101416,2017,3986
101416,2018,3470
101416,2019,3683
101416,2020,3514
101417,2005,5849
101417,2006,699
101418,2005,34414
101418,2006,24459
101418,2007,20825
101418,2008,15148
101418,2009,27203
101418,2010,25805
101418,2011,30919
101418,2012,22767
101418,2013,28557
101418,2014,23232
101418,2015,24465
101418,2016,34576
101418,2017,29943
101418,2018,33107
101418,2019,39543
101418,2020,28736
101419,2005,43615
101419,2006,29866
101419,2007,27001
101419,2008,1933
101420,2005,15453
101420,2006,14962
101420,2007,8125
101420,2008,11827
101420,2009,16082
101420,2010,3280
101420,2011,6364
101420,2012,7639
101420,2013,6674
101420,2014,10750
101420,2015,5008
101420,2016,8398
101420,2017,10909
101420,2018,9566
101420,2019,17805
101420,2020,9708
101421,2005,89647
101421,2006,83804
101421,2007,69509
101421,2008,78371
101421,2009,41442
101421,2010,38587
101421,2011,35378
101421,2012,29766
101421,2013,21299
101421,2014,30287
101421,2015,35676
101421,2016,40947
101421,2017,70013
101421,2018,87791
101421,2019,82232
101421,2020,34071
101422,2005,11459
101422,2006,13960
101422,2007,9459
101422,2008,4379
101422,2009,29865
101422,2010,46467
101422,2011,41572
101422,2012,47129
101422,2013,28642
101422,2014,36463
101422,2015,14114
101422,2016,40142
101422,2017,37153
101422,2018,25938
101422,2019,46239
101422,2020,49190
101423,2005,44466
101423,2006,37409
101423,2007,25202
101423,2008,43012
101423,2009,27027
101423,2010,7223
101423,2011,996
101423,2012,9024
101423,2013,144
101423,2014,248
101423,2015,50
101423,2016,368
101423,2017,450
101423,2018,15699
101423,2019,9108
101423,2020,2380
101424,2005,28083
101424,2006,26017
101424,2007,29207
101424,2008,36178
101424,2009,4609
101424,2010,4655
101424,2011,764
101424,2012,14408
101424,2013,2729
101424,2014,436
101424,2015,117
101424,2016,2400
101424,2017,544
101424,2018,13038
101424,2019,8978
101424,2020,9748
101425,2005,21617
101425,2006,24756
101425,2007,17322
101425,2008,21827
101425,2009,22469
101425,2010,9238
101425,2011,14439
101425,2012,20389
101425,2013,4460
101425,2014,8666
101425,2015,985
101425,2016,9595
101425,2017,12839
101425,2018,6196
101425,2019,15007
101425,2020,18519
101426,2005,13794
101426,2006,16312
101426,2007,14213
101426,2008,15276
101426,2009,14683
101426,2010,7562
101427,2005,22699
101427,2006,23415
101427,2007,19257
101427,2008,24256
101427,2009,24602
101427,2010,23131
101427,2011,18893
101427,2012,21978
101427,2013,22466
101427,2014,9947
101427,2015,581
101428,2005,10092
101428,2006,10558
101428,2007,8450
101429,2005,3924
101430,2005,22872
101430,2006,21964
101430,2007,21186
101430,2008,18265
101430,2009,18451
101430,2010,20794
101430,2011,20479
101430,2012,13931
101431,2005,26649
101431,2006,26888
101431,2007,22928
101431,2008,20954
101431,2009,19784
101431,2010,19108
101431,2011,17474
101431,2012,11760
101432,2005,41161
101432,2006,40193
101432,2007,35095
101432,2008,37712
101432,2009,34223
101432,2010,33374
101432,2011,30820
101432,2012,30381
101432,2013,25947
101432,2014,19342
101432,2015,19090
101432,2016,20152
101432,2017,19487
101432,2018,20262
101432,2019,19859
101432,2020,21372
101433,2005,12366
101433,2006,19643
101433,2007,20388
101433,2008,9250
101434,2005,2255
101434,2006,1749
101434,2007,2203
101434,2008,2165
101434,2009,1980
101434,2010,4122
101434,2011,7922
101434,2012,6459
101434,2013,3111
101434,2014,2430
101434,2015,4544
101434,2016,2499
101434,2017,3886
101434,2018,1642
101434,2019,2339
101434,2020,2119
101435,2005,66257
101435,2006,63677
101435,2007,59244
101435,2008,62096
101435,2009,58911
101435,2010,60704
101435,2011,44972
101435,2012,28195
101435,2013,22556
101435,2014,14042
101435,2015,13246
101435,2016,17669
101435,2017,16819
101435,2018,19378
101435,2019,19114
101435,2020,19020
101436,2005,1288
101436,2006,1006
101436,2007,1384
101436,2008,1017
101436,2009,1874
101436,2010,1951
101436,2011,3631
101436,2012,3886
101436,2013,2364
101436,2014,2411
101436,2015,5255
101436,2016,2591
101436,2017,4763
101436,2018,1258
101436,2019,1063
101436,2020,574
101437,2005,5609
101437,2006,3144
101437,2007,1806
101438,2005,48312
101438,2006,31878
101438,2007,23068
101439,2005,37350
101439,2006,18510
101439,2007,24707
101439,2008,285
101440,2005,6232340
101440,2006,6243791
101440,2007,6387467
101440,2008,6240347
101440,2009,6170960
101440,2010,6341522
101440,2011,6619756
101440,2012,6275022
101440,2013,6332911
101440,2014,6420588
101440,2015,6363197
101440,2016,6483882
101440,2017,5770589
101440,2018,5245773
101440,2019,4496752
101440,2020,4193652
101441,2005,3563
101441,2006,3262
101441,2007,3273
101441,2008,2965
101441,2009,2416
101441,2010,2300
101441,2011,2305
101441,2012,1935
101441,2013,1333
101441,2014,834
101441,2015,513
101442,2005,2732
101442,2006,3275
101442,2007,3381
101442,2008,3497
101442,2009,1069
101442,2010,1242
101442,2011,1942
101442,2012,973
101442,2013,805
101442,2014,698
101442,2015,805
101442,2016,851
101442,2017,834
101442,2018,689
101442,2019,593
101443,2005,32254
101443,2006,29820
101443,2007,25722
101443,2008,31274
101443,2009,33858
101443,2010,32268
101443,2011,21268
101443,2012,23967
101443,2013,22340
101443,2014,20294
101443,2015,10635
101443,2016,10027
101443,2017,10116
101443,2018,8488
101443,2019,8957
101443,2020,8947
101444,2005,5688
101444,2006,4880
101444,2007,3373
101444,2008,3351
101444,2009,3617
101444,2010,4273
101444,2011,4831
101444,2012,5345
101444,2013,5544
101444,2014,4250
101444,2015,4404
101444,2016,4092
101444,2017,3669
101444,2018,3325
101444,2019,2979
101444,2020,3848
101445,2005,65172
101445,2006,62032
101445,2007,43978
101445,2008,28808
101445,2009,23788
101445,2010,23886
101445,2011,26887
101445,2012,31086
101445,2013,33695
101445,2014,17577
101445,2015,16078
101445,2016,20311
101445,2017,22226
101445,2018,21382
101445,2019,14422
101445,2020,12499
101446,2005,25009
101446,2006,7481
101446,2007,14969
101446,2008,27520
101446,2009,26773
101446,2010,35360
101446,2011,37536
101446,2012,25575
101446,2013,4253
101446,2014,297
101446,2015,290
101446,2016,9362
101446,2017,590
101446,2018,245
101446,2019,228
101446,2020,227
101447,2005,51252
101447,2006,44281
101447,2007,41932
101447,2008,10619
101447,2009,1420
101447,2010,893
101447,2011,151
101447,2012,238
101448,2005,5801
101448,2006,3007
101448,2007,3355
101448,2008,2968
101448,2009,2079
101448,2010,2244
101448,2011,1223
101448,2012,1081
101448,2013,67
101449,2005,3741
101449,2006,1439
101449,2007,238
101450,2005,11993
101450,2006,11244
101450,2007,10650
101450,2008,10073
101450,2009,8596
101450,2010,8426
101450,2011,11507
101450,2012,12114
101450,2013,13820
101450,2014,15434
101450,2015,15069
101450,2016,13680
101450,2017,13200
101450,2018,14116
101450,2019,15036
101450,2020,15580
101451,2005,12954
101451,2006,9707
101451,2007,28556
101451,2008,26156
101451,2009,23909
101451,2010,29890
101451,2011,20297
101451,2012,16084
101451,2013,673161
101451,2014,896107
101451,2015,768493
101451,2016,864224
101451,2017,1002888
101451,2018,805238
101451,2019,811610
101451,2020,980681
101452,2005,91210
101452,2006,87151
101452,2007,47659
101452,2008,28479
101452,2009,39064
101452,2010,35434
101452,2011,44724
101452,2012,40569
101452,2013,57756
101452,2014,59548
101452,2015,61644
101452,2016,60291
101452,2017,61106
101452,2018,59678
101452,2019,43206
101452,2020,33008
101453,2005,37083
101453,2006,46808
101453,2007,42605
101453,2008,55542
101453,2009,24653
101453,2010,16381
101453,2011,26770
101453,2012,11788
101453,2013,22030
101453,2014,22135
101453,2015,25201
101453,2016,32411
101453,2017,33231
101453,2018,38227
101453,2019,44252
101453,2020,39493
101454,2005,26177
101454,2006,17442
101454,2007,15334
101454,2008,15904
101454,2009,15355
101454,2010,16454
101454,2011,14729
101454,2012,13851
101454,2013,14738
101454,2014,11751
101454,2015,12464
101454,2016,13878
101454,2017,15468
101454,2018,13934
101454,2019,14139
101454,2020,13962
101456,2005,255831
101456,2006,198566
101456,2007,182204
101456,2008,125427
101456,2009,101671
101456,2010,93729
101456,2011,61291
101456,2012,36926
101456,2013,11361
101456,2014,4401
101456,2015,4616
101456,2016,2829
101456,2017,5557
101456,2018,2432
101456,2019,769
101456,2020,17643
101457,2005,2270
101457,2006,1659
101457,2007,1228
101457,2008,1276
101457,2009,1343
101458,2005,2589
101458,2006,3999
101458,2007,2560
101458,2008,1575
101458,2009,126
101459,2005,5818
101459,2006,5997
101459,2007,4048
101459,2008,7513
101459,2009,5437
101459,2010,4092
101459,2011,3663
101459,2012,6203
101459,2013,6042
101459,2014,11697
101459,2015,8823
101459,2016,11720
101459,2017,13168
101459,2018,11343
101459,2019,13449
101459,2020,12140
101460,2005,9562
101460,2006,11885
101460,2007,11059
101460,2008,11261
101460,2009,10465
101460,2010,11073
101460,2011,10765
101460,2012,10638
101460,2013,10010
101460,2014,9273
101460,2015,10199
101460,2016,10653
101460,2017,8445
101460,2018,8291
101460,2019,7495
101460,2020,7303
101461,2005,24898
101461,2006,24958
101461,2007,25468
101461,2008,16046
101462,2005,9336
101462,2006,9161
101462,2007,8860
101463,2005,6809
101463,2006,2798
101463,2007,1823
101463,2008,592
101464,2005,16169
101464,2006,14893
101464,2007,13383
101464,2008,12893
101464,2009,5347
101464,2010,7475
101464,2011,6635
101464,2012,6714
101464,2013,6198
101464,2014,5622
101464,2015,5687
101464,2016,5673
101464,2017,6033
101464,2018,5797
101464,2019,5080
101464,2020,4322
101465,2005,8386
101465,2006,7642
101465,2007,7138
101465,2008,6954
101465,2009,6607
101465,2010,6072
101465,2011,6272
101465,2012,5766
101465,2013,6420
101465,2014,5997
101465,2015,6039
101465,2016,5016
101465,2017,5360
101465,2018,5642
101465,2019,5516
101465,2020,5128
101466,2005,9287
101466,2006,12038
101466,2007,6567
101466,2008,2265
101466,2009,1539
101466,2010,1423
101466,2011,1166
101466,2012,1306
101466,2013,732
101466,2014,137
101467,2005,594
101467,2006,174
101468,2005,35094
101468,2006,32203
101468,2007,29434
101468,2008,29581
101468,2009,28692
101468,2010,30002
101468,2011,27934
101468,2012,26753
101468,2013,23480
101468,2014,16696
101468,2015,17337
101468,2016,17586
101468,2017,19426
101468,2018,17857
101468,2019,16930
101468,2020,18985
101469,2005,39191
101469,2006,39579
101469,2007,36761
101469,2008,33376
101469,2009,29001
101469,2010,31127
101469,2011,23448
101469,2012,12810
101469,2013,14365
101469,2014,20153
101469,2015,20972
101469,2016,18865
101469,2017,15043
101469,2018,16567
101469,2019,15423
101469,2020,13106
101470,2005,34917
101470,2006,37221
101470,2007,35407
101470,2008,33342
101470,2009,32731
101470,2010,30319
101470,2011,21567
101470,2012,15467
101470,2013,14828
101470,2014,12002
101470,2015,11034
101470,2016,12852
101470,2017,18415
101470,2018,16955
101470,2019,16368
101470,2020,20245
101471,2005,7889
101471,2006,4143
101471,2007,3823
101471,2008,4044
101471,2009,4411
101471,2010,3449
101471,2011,6701
101471,2012,9457
101471,2013,9556
101471,2014,5709
101471,2015,5417
101471,2016,4870
101471,2017,4815
101471,2018,3593
101471,2019,3673
101471,2020,2413
101472,2005,20723
101472,2006,17092
101472,2007,21626
101472,2008,18900
101472,2009,9063
101472,2010,7
101472,2011,7
101473,2005,5421
101473,2006,5520
101473,2007,5227
101474,2005,6113
101474,2006,6242
101474,2007,5335
101474,2008,5577
101474,2009,4381
101474,2010,5398
101474,2011,5119
101474,2012,4402
101474,2013,3648
101474,2014,3006
101474,2015,3421
101474,2016,2667
101475,2005,12461
101475,2006,10967
101475,2007,9503
101475,2008,9701
101475,2009,8350
101475,2010,9536
101475,2011,11709
101475,2012,12105
101475,2013,11463
101475,2014,9901
101475,2015,11099
101475,2016,11405
101475,2017,11213
101475,2018,10512
101475,2019,10286
101475,2020,10483
101476,2005,5407
101476,2006,5422
101476,2007,3677
101476,2008,3075
101476,2009,3144
101476,2010,3309
101476,2011,5314
101476,2012,7010
101476,2013,6534
101476,2014,5479
101476,2015,6277
101476,2016,6587
101476,2017,6581
101476,2018,1950
101477,2005,12803
101477,2006,13692
101477,2007,12235
101477,2008,12769
101477,2009,12177
101477,2010,11956
101477,2011,11794
101477,2012,8897
101477,2013,7229
101477,2014,6074
101477,2015,6665
101477,2016,6807
101477,2017,6601
101477,2018,6465
101477,2019,6277
101477,2020,6617
101478,2005,8086
101478,2006,7855
101478,2007,6779
101478,2008,5959
101478,2009,6742
101478,2010,9446
101478,2011,10693
101478,2012,11653
101478,2013,10733
101478,2014,9378
101478,2015,10485
101478,2016,11028
101478,2017,10857
101478,2018,10465
101478,2019,10320
101478,2020,10592
101479,2005,8263
101479,2006,7709
101479,2007,7166
101480,2005,61464
101480,2006,49593
101480,2007,29512
101480,2008,26555
101480,2009,25703
101480,2010,25635
101480,2011,25062
101480,2012,31237
101480,2013,30469
101480,2014,31897
101480,2015,32963
101480,2016,21620
101480,2017,16013
101480,2018,5449
101480,2019,6701
101480,2020,10982
101481,2005,3391
101481,2006,3515
101481,2007,4683
101481,2008,4186
101481,2009,1590
101481,2010,133
101481,2011,64
101481,2012,9
101482,2005,3177
101482,2006,47
101483,2005,5105
101483,2006,3688
101483,2007,4570
101483,2008,4490
101483,2009,1785
101483,2010,6
101484,2005,37874
101484,2006,37017
101484,2007,27456
101484,2008,18301
101484,2009,19441
101484,2010,18246
101484,2011,16097
101484,2012,14629
101484,2013,15520
101484,2014,12424
101484,2015,15561
101484,2016,15413
101484,2017,14682
101484,2018,12023
101484,2019,13258
101484,2020,13948
101485,2005,4916
101485,2006,4702
101485,2007,5371
101485,2008,4627
101485,2009,3890
101485,2010,2331
101485,2011,2753
101485,2012,1197
101485,2013,1567
101485,2014,1183
101485,2015,2143
101485,2016,2065
101485,2017,1990
101485,2018,1867
101485,2019,1895
101485,2020,2099
101486,2005,16975
101486,2006,15678
101486,2007,13520
101486,2008,12229
101486,2009,6682
101486,2010,7475
101486,2011,6109
101486,2012,6256
101486,2013,5418
101486,2014,5149
101486,2015,3689
101486,2016,3845
101486,2017,4599
101486,2018,4690
101486,2019,4503
101486,2020,4823
101487,2005,149417
101487,2006,139239
101487,2007,127670
101487,2008,129884
101487,2009,133112
101487,2010,130021
101487,2011,114061
101487,2012,100452
101487,2013,100593
101487,2014,86318
101487,2015,75317
101487,2016,40505
101487,2017,47045
101487,2018,45355
101487,2019,32424
101487,2020,10661
101488,2005,4858
101488,2006,4354
101488,2007,3991
101488,2008,4014
101488,2009,3583
101488,2010,3827
101488,2011,4858
101488,2012,3827
101489,2005,37044
101489,2006,30657
101489,2007,29184
101489,2008,29132
101489,2009,26902
101489,2010,31229
101489,2011,33185
101489,2012,46690
101489,2013,36443
101489,2014,42347
101489,2015,44805
101489,2016,46911
101489,2017,44709
101489,2018,44305
101489,2019,36311
101489,2020,43166
101490,2005,78
101490,2006,69
101490,2007,27
101490,2008,1147068
101490,2009,1056552
101490,2010,1127707
101490,2011,1116721
101490,2012,916229
101490,2013,991726
101490,2014,995285
101490,2015,1069296
101490,2016,939223
101490,2017,1041508
101490,2018,1062658
101490,2019,988254
101490,2020,1038852
101491,2005,5342
101491,2006,4454
101491,2007,4530
101491,2008,4697
101491,2009,3650
101491,2010,3028
101491,2011,2758
101492,2005,7319
101492,2006,7214
101492,2007,7478
101492,2008,7316
101492,2009,6892
101492,2010,5930
101492,2011,6763
101492,2012,6634
101492,2013,6574
101492,2014,6268
101492,2015,6017
101492,2016,5208
101492,2017,5051
101492,2018,5292
101492,2019,6441
101492,2020,6914
101493,2005,26454
101493,2006,27444
101493,2007,26955
101493,2008,26473
101493,2009,15625
101493,2010,11529
101493,2011,7880
101493,2012,207
101493,2013,106
101493,2014,87
101494,2005,21928
101494,2006,15306
101494,2007,17531
101494,2008,8611
101495,2005,19931
101495,2006,21233
101495,2007,19202
101495,2008,24731
101495,2009,37661
101495,2010,32034
101495,2011,40697
101495,2012,42565
101495,2013,26491
101495,2014,32134
101495,2015,30177
101495,2016,32062
101495,2017,36860
101495,2018,41238
101495,2019,41043
101495,2020,31292
101496,2005,157691
101496,2006,171212
101496,2007,173211
101496,2008,178957
101496,2009,167696
101496,2010,153225
101496,2011,151594
101496,2012,151790
101496,2013,143963
101496,2014,142480
101496,2015,136469
101496,2016,168445
101496,2017,169959
101496,2018,139485
101496,2019,210596
101496,2020,191276
101497,2005,4329
101497,2006,1966
101498,2005,10159
101498,2006,10001
101498,2007,10126
101498,2008,8778
101498,2009,2301
101499,2005,6587
101499,2006,5807
101499,2007,4817
101499,2008,4686
101499,2009,3708
101499,2010,4097
101499,2011,5138
101499,2012,5041
101499,2013,4872
101499,2014,2205
101500,2005,17526
101500,2006,16295
101500,2007,14472
101500,2008,14685
101500,2009,13505
101500,2010,14365
101500,2011,12250
101500,2012,11496
101500,2013,7386
101500,2014,8295
101500,2015,9298
101500,2016,10502
101500,2017,10635
101500,2018,9887
101500,2019,9562
101500,2020,9259
101501,2005,1702685
101501,2006,1558331
101501,2007,1630456
101501,2008,1352479
101501,2009,913176
101501,2010,722135
101501,2011,957379
101501,2012,1172883
101501,2013,1037920
101501,2014,665585
101501,2015,427101
101502,2005,3087
101503,2005,13068
101503,2006,11865
101503,2007,10124
101503,2008,8764
101503,2009,6764
101503,2010,5688
101503,2011,4691
101503,2012,3191
101504,2005,26266
101504,2006,26761
101504,2007,24793
101504,2008,23837
101504,2009,20497
101504,2010,22292
101504,2011,22710
101504,2012,19295
101504,2013,18438
101504,2014,16902
101504,2015,17013
101504,2016,16948
101504,2017,17403
101504,2018,17301
101504,2019,15773
101504,2020,14902
101505,2005,170
101505,2006,311
101505,2007,278
101506,2005,36041
101506,2006,33029
101506,2007,34610
101506,2008,24946
101506,2009,13100
101506,2010,17595
101506,2011,16432
101506,2012,8300
101506,2013,11263
101506,2014,11667
