year,ngc_bmu_id,load_factor
2015,LBAR-1G,0.005245393176427659
2015,LCLTW-1,0.32157951514892946
2015,LNCSO-1,0.55730531885434
2015,LNCSO-2,0.602071442947039
2015,LNMTH-1,0.5807866511233567
2015,LNMTH-2,0.6478950388839363
2015,LNMTH-3,0.6993931994396595
2015,LOAN-1,0.42209329303368937
2015,LOAN-2,0.4160651051289224
2015,LOAN-3,0.5506214410653074
2015,LOAN-4,0.44384045639055636
2015,MARK-1,0.7956421203195724
2015,MDHLW-1,0.38927697422942803
2015,MEDP-1,0.15113310084796078
2015,MILWW-1,0.41494624900549315
2015,MINSW-1,0.3983447861077798
2015,MRWD-1,0.43841861136307414
2015,NANT-1,0.5654555837368085
2015,OMNDO-1,0.5664001808279945
2015,PEHE-1,0.09659145337689766
2015,PEMB-11,0.4919678139127052
2015,PEMB-21,0.4878563526950612
2015,PEMB-31,0.7026160391130754
2015,PEMB-41,0.5105325579453445
2015,PEMB-51,0.4307194096372992
2015,PETEM1,0.014052718241243607
2015,RATS-1,0.4384742253562697
2015,RATS-2,0.19331344179354593
2015,RATS-3,0.20323153428411644
2015,RATS-4,0.21637091983325635
2015,ROCK-1,0.1566700821769901
2015,RREW-1,0.39879451665750976
2015,RRWW-1,0.4355128934581503
2015,RUGGT-6,0.0065858268983268985
2015,RUGGT-7,0.0029990607923497266
2015,RUGPS-6,0.5386910715185206
2015,RUGPS-7,0.43341135916522067
2015,RYHPS-1,0.0685924936447962
2015,SCCL-1,0.8162696663500002
2015,SCCL-2,0.34572899790025924
2015,SCCL-3,0.4582897856321995
2015,SEAB-1,0.2697522767935842
2015,SEAB-2,0.04930418168195793
2015,SHBA-1,0.0748186905738843
2015,SHBA-2,0.2774216234443552
2015,SHOS-1,0.5950795339966991
2015,SHRSO-1,0.5952960401672026
2015,SHRSO-2,0.5904467353918627
2015,SIZB-1,0.9838609188160365
2015,SIZB-2,0.9745115973209093
2015,SLOY-1,0.2415305337297254
2015,SLOY-2,0.23948757759271996
2015,SLOY-3,0.08040607876124188
2015,SLOY-4,0.22071747303699724
2015,SPLN-1,0.3563898166401142
2015,STAY-1,0.6444208896142054
2015,STAY-2,0.6748612201806711
2015,STAY-3,0.6788656053339474
2015,STAY-4,0.6596094619933276
2015,SUTB-1,0.11174876632289005
2015,SVRP-10,0.08052607211775578
2015,SVRP-20,0.08651504533113039
2015,TAYL2G,0.005494603029791189
2015,TAYL3G,0.006667690668437913
2015,TDBNW-1,0.23142320879186448
2015,TORN-1,0.9060044614754511
2015,TORN-2,0.8925792281270191
2015,TULWW-2,0.34222302157902784
2015,USKM-13,0.16850597319347319
2015,USKM-14,0.3444813508139473
2015,WBUGT-1,0.00228912870494468
2015,WBUPS-1,0.37858958904209283
2015,WBUPS-2,0.21401190213244528
2015,WBUPS-3,0.40043867013849294
2015,WBUPS-4,0.2253728604705929
2015,WBURB-1,0.5856051116140673
2015,WBURB-2,0.5503101155461977
2015,WBURB-3,0.63092278946155
2015,WDNSO-1,0.5908828649300045
2015,WDNSO-2,0.5165636406631825
2015,WHILW-1,0.24683196878034697
2015,WHILW-2,0.24048963439067722
2015,WLNYO-2,0.48448635295139536
2015,WLNYW-1,0.5451880678502088
2015,WTMSO-1,0.5774095505224769
2015,WYLF-1,0.7997161046431271
2015,WYLF-2,0.9105367662740625
2016,ABTH7,0.6042472217354613
2016,ABTH7G,0.0025741987854819713
2016,ABTH8,0.6201675440712822
2016,ABTH8G,0.002955626210044713
2016,ABTH9,0.6427714701669158
2016,ABTH9G,0.0026129791210492558
2016,ANSUW-1,0.23493365419135603
2016,ARCHW-1,0.18789356181291816
2016,BABAW-1,0.284636406488823
2016,BAGE-1,0.5904442208068513
2016,BAGE-2,0.012003121248802616
2016,BLLA-1,0.1504821624319685
2016,BOWLW-1,0.34932717939966057
2016,BRDUW-1,0.26066972296161417
2016,BRGG-1,0.048834184518889476
2016,BRYBW-1,0.26292736624096635
2016,BRYP-1,0.010044097883283667
2016,BURBW-1,0.3222670223836086
2016,CAIRW-2,0.2985767006874445
2016,CARR-1,0.506202090991769
2016,CARR-2,0.5399103938885789
2016,CDCL-1,0.5383488150723527
2016,CLAC-1,0.22258369953129253
2016,CLDCW-1,0.15313443139622668
2016,CLDNW-1,0.17980448218564676
2016,CLDSW-1,0.24907041565713936
2016,CNQPS-1,0.37729394546924794
2016,CNQPS-2,0.5226516218139586
2016,CNQPS-3,0.34543549099443094
2016,CNQPS-4,0.40059517756381313
2016,CORB-1,0.012935812414836202
2016,COSO-1,0.5371755315489148
2016,COTPS-1,0.15998027192272088
2016,COTPS-2,0.16574330174991223
2016,COTPS-3,0.196286359552089
2016,COTPS-4,0.14314761690924954
2016,COWE1,0.011238432072128103
2016,COWE2,0.010897376978871515
2016,CRGHW-1,0.29120311336409116
2016,CRUA-1,0.09259079060245906
2016,CRUA-2,0.12033818027302104
2016,CRUA-3,0.03786132061605101
2016,CRUA-4,0.030810963221535686
2016,CRYRW-2,0.24251464093068392
2016,DALSW-1,0.20396838628526145
2016,DAMC-1,0.7089643703088471
2016,DEEP-1,0.1601764143529566
2016,DIDC01G,0.01190632765189896
2016,DIDC02G,0.011135432924297311
2016,DIDC03G,0.012590361372161865
2016,DIDC04G,0.011813433615376581
2016,DIDCB5,0.6363504975713455
2016,DIDCB6,0.5482550236187418
2016,DINO-1,0.08607139306732307
2016,DINO-2,0.23329903048190584
2016,DINO-3,0.09713016132218957
2016,DINO-4,0.10797766053990639
2016,DINO-5,0.07153105016779114
2016,DINO-6,0.2872259488734912
2016,DNGB21,0.7648173370430978
2016,DNGB22,0.7907191640198348
2016,DRAXX-1,0.8631478774531918
2016,DRAXX-10G,0.0019420534041042475
2016,DRAXX-12G,0.004222378606615061
2016,DRAXX-2,0.8455186707910034
2016,DRAXX-3,0.8560140787217373
2016,DRAXX-4,0.5468065732762349
2016,DRAXX-5,0.46531356862495404
2016,DRAXX-6,0.431891587015899
2016,DRAXX-9G,0.005072419169538814
2016,EDINW-1,0.2561028268263963
2016,EECL-1,0.3945735957965639
2016,EGGPS-1,0.2779981845925059
2016,EGGPS-2,0.22037702629044637
2016,EGGPS-3,0.5278063216927865
2016,EGGPS-4,0.39141830729568383
2016,ERRO-1,0.18848497118012494
2016,ERRO-2,0.11493972812358388
2016,ERRO-3,0.18555357070974995
2016,FAARW-1,0.1389770701045624
2016,FAARW-2,0.13971257684869315
2016,FALGW-1,0.2433939115744853
2016,FASN-1,0.4140647645643605
2016,FASN-4,0.9329189952015114
2016,FASN2,0.39269783739424446
2016,FASN3,0.3308931312242759
2016,FAWN-1,0.7897274651477127
2016,FDUNT-1,0.028264191166218824
2016,FELL-1,0.2825158339746425
2016,FERR-1,0.0033068783068783067
2016,FERR-2,0.0023148148148148147
2016,FERR-3,0.783287197705004
2016,FFES-1,0.039911475365107967
2016,FFES-2,0.06897301493761325
2016,FFES-3,0.06793413276444209
2016,FFES-4,0.07298119416247849
2016,FIDL-1,0.33448262282440333
2016,FIDL-2,0.269173603766756
2016,FIDL-2G,0.0022537214830159616
2016,FIDL-3,0.22266711075325943
2016,FIDL-3G,0.0029156400328522823
2016,FIDL-4,0.2898178127283114
2016,FINL-1,0.474366090158588
2016,FOYE-1,0.09330782353597679
2016,FOYE-2,0.09209120557804769
2016,GDSTW-1,0.22082386534667883
2016,GFLDW-1,0.2754582857099769
2016,GLNDO-1,0.175076144747492
2016,GLOFW-1,0.21506053370077108
2016,GNFSW-1,0.32470021243238295
2016,GNFSW-2,0.3458936308957089
2016,GORDW-1,0.3055500529041088
2016,GRAI-6,0.5198130367934755
2016,GRAI-7,0.6292556255869932
2016,GRAI-8,0.6556072343133097
2016,GRAI1G,0.009782123131903834
2016,GRAI4G,0.009368283261487967
2016,GRGBW-1,0.39681680835661925
2016,GRGBW-2,0.4182728014548243
2016,GRGBW-3,0.40954394227208346
2016,GRIFW-1,0.15788252687258425
2016,GRIFW-2,0.16720556792295158
2016,GRMO-1,0.8469551855724563
2016,GYAR-1,0.738600928175323
2016,GYMRO-15,0.32383413020507407
2016,GYMRO-17,0.32546098957153297
2016,GYMRO-26,0.24838472755848068
2016,GYMRO-28,0.3080142596270753
2016,HADHW-1,0.21258472886762358
2016,HEYM11,0.8391069017575978
2016,HEYM12,0.8508466031066905
2016,HEYM27,0.9180358151829918
2016,HEYM28,0.886064560026563
2016,HINB-7,0.8598707773387498
2016,HINB-8,0.9063884021361516
2016,HRSTW-1,0.16583866133783734
2016,HRTL-1,0.6924635597816668
2016,HRTL-2,0.8448603492583182
2016,HUMR-1,0.6976087493562038
2016,HUNB-7,0.9019063573063646
2016,HUNB-8,0.9095941242224733
2016,INDQ-1,0.005441036813585833
2016,KEAD-1,0.3116834119825561
2016,KEADGT-3,0.0070659011890355184
2016,KILBW-1,0.25226856346018267
2016,KILLPG-1,0.008637498357590168
2016,KILLPG-2,0.012507515319105005
2016,KILNS-1,0.013255616458808048
2016,KLYN-A-1,9.855850685085137e-07
2016,LAGA-1,0.36900389825152136
2016,LARYO-1,0.3429448830922861
2016,LARYO-2,0.36212311401046926
2016,LARYO-3,0.34595150492216353
2016,LARYO-4,0.3450814017429997
2016,LBAR-1,0.5533994666476884
2016,LBAR-1G,0.004739858906525573
2016,LCLTW-1,0.24015208147594375
2016,LNCSO-1,0.365781874818752
2016,LNCSO-2,0.41248199076171077
2016,LOAN-1,0.39719831199453526
2016,LOAN-2,0.4276171047228565
2016,LOAN-3,0.39880138766466566
2016,LOAN-4,0.3718338728245263
2016,MARK-1,0.7706435782539418
2016,MDHLW-1,0.28149788596130193
2016,MEDP-1,0.4305689135198758
2016,MILWW-1,0.2619649977711421
2016,MINSW-1,0.2569792409314934
2016,MRWD-1,0.7095816225382162
2016,NANT-1,0.26556179609698727
2016,OMNDO-1,0.3651947474019565
2016,PEHE-1,0.18387079234572742
2016,PEMB-11,0.49544890978974765
2016,PEMB-21,0.5228444152988233
2016,PEMB-31,0.7576164773450973
2016,PEMB-41,0.7126542987847595
2016,PEMB-51,0.4831571715651386
2016,PETEM1,0.01709624302303367
2016,RATS-1,0.24952012765050666
2016,RATS-2,0.2487355732233474
2016,RATS-3,0.2196809463064613
2016,RATS-4,0.14732492279467488
2016,RATSGT-2,0.01222280752240342
2016,RATSGT-4,0.00933599502782697
2016,ROCK-1,0.5986864925130908
2016,RREW-1,0.3250369745540481
2016,RRWW-1,0.3259278244609617
2016,RUGPS-6,0.6888866347085927
2016,RUGPS-7,0.0
2016,RYHPS-1,0.15367336197533393
2016,SCCL-1,0.8032486168323041
2016,SCCL-2,0.6738878040581224
2016,SCCL-3,0.6879900854762474
2016,SEAB-1,0.5705206553713993
2016,SEAB-2,0.3173021992585951
2016,SHBA-1,0.2903224740657823
2016,SHBA-2,0.46114687653244213
2016,SHOS-1,0.5976676608881423
2016,SHRSO-1,0.3820959686287846
2016,SHRSO-2,0.3752926810026919
2016,SIZB-1,0.9261060224614825
2016,SIZB-2,0.9462817333238603
2016,SLOY-1,0.11836166486874657
2016,SLOY-2,0.11979959076237816
2016,SLOY-3,0.017201245367685785
2016,SLOY-4,0.10341762946222387
2016,SPLN-1,0.5916565793639817
2016,STAY-1,0.6875741633995384
2016,STAY-2,0.6125680308549389
2016,STAY-3,0.6363556656605973
2016,STAY-4,0.6503881994247034
2016,SUTB-1,0.35628362311714434
2016,SVRP-10,0.5387121084621439
2016,SVRP-20,0.5221501038748483
2016,TAYL2G,0.012558892067331542
2016,TAYL3G,0.01193690309806662
2016,TDBNW-1,0.2469004206606509
2016,TORN-1,0.9040628109713389
2016,TORN-2,0.9006634113222718
2016,TULWW-2,0.2272104896832538
2016,USKM-13,0.25032878752667276
2016,USKM-14,0.21337895453473602
2016,WBUGT-1,0.0073766548839937695
2016,WBUGT-4,0.008042364990689011
2016,WBUPS-1,0.16295792634875542
2016,WBUPS-2,0.132648798682687
2016,WBUPS-3,0.0981045354215781
2016,WBUPS-4,0.10667548711330357
2016,WBURB-1,0.54995499311173
2016,WBURB-2,0.5529506037447253
2016,WBURB-3,0.6015375948761567
2016,WDNSO-1,0.4343580963959635
2016,WDNSO-2,0.41785582671486327
2016,WHILW-1,0.16833286067010847
2016,WHILW-2,0.1605236162466994
2016,WLNYO-2,0.40069389425260493
2016,WLNYW-1,0.38091599119946634
2016,WTMSO-1,0.45819270567861325
2016,WYLF-1,0.0
2016,WYLF-2,0.0
2017,ABTH7,0.5578419442621679
2017,ABTH8,0.5548384999292223
2017,ABTH8G,0.0017241513668526543
2017,ABTH9,0.6048029715067716
2017,ABTH9G,0.0042403456970340385
2017,ANSUW-1,0.25874685773509437
2017,ARCHW-1,0.23329959196031025
2017,BABAW-1,0.31792456775687405
2017,BAGE-1,0.5808572192271638
2017,BAGE-2,0.016797049174610845
2017,BHLAW-1,0.21305111717844943
2017,BLLA-1,0.14633103787795498
2017,BOWLW-1,0.37919130764164694
2017,BRBEO-1,0.376180491545503
2017,BRDUW-1,0.26728948139564956
2017,BRGG-1,0.030262932595453033
2017,BRYBW-1,0.28960580571489214
2017,BRYP-1,0.008599460349727809
2017,BURBW-1,0.32340324278031457
2017,CAIRW-2,0.36684701373508694
2017,CARR-1,0.5911353078698081
2017,CARR-2,0.590915025003298
2017,CDCL-1,0.6274978583669077
2017,CLAC-1,0.26806393430939673
2017,CLDCW-1,0.2303891655748296
2017,CLDNW-1,0.28930686163346225
2017,CLDSW-1,0.28685717721406156
2017,CNQPS-1,0.20381763960816546
2017,CNQPS-2,0.30446374220511685
2017,CNQPS-3,0.20668932897752496
2017,CNQPS-4,0.26601810212766885
2017,CORB-1,0.04725398511030142
2017,COSO-1,0.3815021280538503
2017,COTPS-1,0.36211692086344266
2017,COTPS-2,0.35993694733166387
2017,COTPS-3,0.37877846050704744
2017,COTPS-4,0.31557909777058446
2017,COWE1,0.01158249767350319
2017,COWE2,0.011531907034625182
2017,CRGHW-1,0.3301825340559989
2017,CRUA-1,0.11361901025427044
2017,CRUA-2,0.11461590638452741
2017,CRUA-3,0.047903014454261185
2017,CRUA-4,0.05301496023507492
2017,CRYRW-2,0.29973494631788256
2017,DALSW-1,0.22342287501844635
2017,DAMC-1,0.5881125314387738
2017,DEEP-1,0.20587963889460512
2017,DIDC01G,0.011352675474980036
2017,DIDC02G,0.011663399893829881
2017,DIDC03G,0.01331180533474847
2017,DIDC04G,0.012461760666369469
2017,DIDCB5,0.6009852387174891
2017,DIDCB6,0.4993797142513621
2017,DINO-1,0.17422798875612072
2017,DINO-2,0.20144102497521005
2017,DINO-3,0.09777886702712664
2017,DINO-4,0.06264009933717281
2017,DINO-5,0.2118444907868661
2017,DINO-6,0.10468290311977906
2017,DNGB21,0.6662206426311332
2017,DNGB22,0.8296159963000028
2017,DRAXX-1,0.8831136475916942
2017,DRAXX-10G,0.003516073165277178
2017,DRAXX-12G,0.0018682898737845204
2017,DRAXX-2,0.7852885514391948
2017,DRAXX-3,0.8342014451488975
2017,DRAXX-4,0.6022210305167893
2017,DRAXX-5,0.5434227950448932
2017,DRAXX-6,0.5701438137548571
2017,DRAXX-9G,0.002232851548161056
2017,EDINW-1,0.2902725953428191
2017,EECL-1,0.30204688028109644
2017,EGGPS-1,0.08558074474130306
2017,EGGPS-2,0.04863224396142568
2017,EGGPS-3,0.21881921316477196
2017,EGGPS-4,0.19508128005020153
2017,ERRO-1,0.19332806748565182
2017,ERRO-2,0.010848041627798724
2017,ERRO-3,0.2289043679739645
2017,FAARW-1,0.14690965783455306
2017,FAARW-2,0.15523877522730342
2017,FALGW-1,0.2840126576437674
2017,FASN-1,0.5278840419164256
2017,FASN-4,0.8756213261699316
2017,FASN2,0.4292838315758865
2017,FASN3,0.46768837931621343
2017,FAWN-1,0.8131926000549502
2017,FDUNT-1,0.027621233249956634
2017,FELL-1,0.21631909032319088
2017,FFES-1,0.029598902361745724
2017,FFES-2,0.0745862492797264
2017,FFES-3,0.03255114340958559
2017,FFES-4,0.06616800437397936
2017,FIDL-1,0.09340348231375514
2017,FIDL-2,0.3059303593515361
2017,FIDL-2G,0.004667069467682965
2017,FIDL-3,0.36733042517133424
2017,FIDL-3G,0.005314220749533716
2017,FIDL-4,0.20948586441313133
2017,FINL-1,0.5383995025606078
2017,FOYE-1,0.11381476466734994
2017,FOYE-2,0.09607464464951236
2017,GDSTW-1,0.25944411394115524
2017,GFLDW-1,0.28154152292915186
2017,GLNDO-1,0.1847711209573147
2017,GLOFW-1,0.24921786305232863
2017,GNFSW-1,0.35098628772839713
2017,GNFSW-2,0.35867401452576
2017,GORDW-1,0.334039473241855
2017,GRAI-6,0.5751137326624961
2017,GRAI-7,0.5798305108415633
2017,GRAI-8,0.29069341075428445
2017,GRAI1G,0.006859462614011022
2017,GRAI4G,0.0057416424726573195
2017,GRGBW-1,0.423161278165385
2017,GRGBW-2,0.433770595757509
2017,GRGBW-3,0.4221865710940526
2017,GRIFW-1,0.18527731340480055
2017,GRIFW-2,0.21182564355665467
2017,GRMO-1,0.8507706360479631
2017,GYAR-1,0.593114756292913
2017,GYMRO-15,0.37150022233079005
2017,GYMRO-17,0.3791363188581586
2017,GYMRO-26,0.4004811736832165
2017,GYMRO-28,0.3428955258345981
2017,HADHW-1,0.24529904821500637
2017,HEYM11,0.8272668940410045
2017,HEYM12,0.6857194713253321
2017,HEYM27,0.8816981778029386
2017,HEYM28,0.9078174299665108
2017,HINB-7,0.8908695898099463
2017,HINB-8,0.8576874289599536
2017,HRSTW-1,0.1782848424287401
2017,HRTL-1,0.8894858937606246
2017,HRTL-2,0.8788513899270389
2017,HUMR-1,0.6125080264703209
2017,HUNB-7,0.906310201221759
2017,HUNB-8,0.9276215242087819
2017,INDQ-1,0.006952850072116127
2017,KEAD-1,0.3584841028757189
2017,KEADGT-3,0.003036818801744175
2017,KILBW-1,0.2952838304607043
2017,KILLPG-1,0.008101433886727209
2017,KILLPG-2,0.011063311895756054
2017,KLGLW-1,0.1317755648639221
2017,KLYN-A-1,1.9268107859476612e-07
2017,LAGA-1,0.5201896865132385
2017,LARYO-1,0.34620962138591554
2017,LARYO-2,0.3299755496423941
2017,LARYO-3,0.353190101117211
2017,LARYO-4,0.34767069745519524
2017,LBAR-1,0.6234328767448474
2017,LBAR-1G,0.004563492063492064
2017,LCLTW-1,0.2799007662886653
2017,LNCSO-1,0.39019852314905906
2017,LNCSO-2,0.4464586276017507
2017,MARK-1,0.8515695437114246
2017,MDHLW-1,0.3033206786718601
2017,MEDP-1,0.37087989543217925
2017,MILWW-1,0.2959189482908718
2017,MINSW-1,0.2701180557607458
2017,MRWD-1,0.7051939756300613
2017,NANT-1,0.32085959944177384
2017,OMNDO-1,0.35569831085493064
2017,PEHE-1,0.24857252350614426
2017,PEMB-11,0.4077290027961522
2017,PEMB-21,0.4625974010452037
2017,PEMB-31,0.6470642004519318
2017,PEMB-41,0.6494451539004461
2017,PEMB-51,0.47243968492045374
2017,PETEM1,0.015089818222373779
2017,RATS-1,0.22623042992927714
2017,RATS-2,0.2263591598143318
2017,RATS-3,0.291349380332456
2017,RATS-4,0.3282274600374711
2017,RATSGT-2,0.008091037821273513
2017,RATSGT-4,0.009740815775256617
2017,RCBKO-1,0.27050029551221694
2017,RCBKO-2,0.45853034711365237
2017,RMPNO-1,0.08370022597276616
2017,ROCK-1,0.3728858856199578
2017,RREW-1,0.3388871735531588
2017,RRWW-1,0.3603368870599128
2017,RYHPS-1,0.07938243790746993
2017,SCCL-1,0.760478652475281
2017,SCCL-2,0.6750165413589421
2017,SCCL-3,0.701277268821627
2017,SEAB-1,0.6235704617342672
2017,SEAB-2,0.3934893818802364
2017,SHBA-1,0.34743967681096544
2017,SHBA-2,0.44528138229971237
2017,SHOS-1,0.698725088519295
2017,SHRSO-1,0.42558363303554214
2017,SHRSO-2,0.40524868044199763
2017,SIZB-1,0.9109008767454424
2017,SIZB-2,0.967182628433259
2017,SLOY-1,0.1288644175842862
2017,SLOY-2,0.19300116324697264
2017,SLOY-3,0.01317159105064969
2017,SLOY-4,0.17696720759266893
2017,SPLN-1,0.4633219574645093
2017,STAY-1,0.5160618346965531
2017,STAY-2,0.5005949687567335
2017,STAY-3,0.5339892444558797
2017,STAY-4,0.43228260653719364
2017,SUTB-1,0.4389881651484925
2017,SVRP-10,0.580439892605517
2017,SVRP-20,0.548319515992778
2017,TAYL2G,0.02211166214508861
2017,TAYL3G,0.017269414674562875
2017,TDBNW-1,0.30004531720551525
2017,TORN-1,0.8794495168404594
2017,TORN-2,0.8796972552467437
2017,TULWW-2,0.22408185433853856
2017,USKM-13,0.1163106605100353
2017,USKM-14,0.10557945773278939
2017,USKM-15,0.0010177288363288487
2017,WBUGT-1,0.005385249983782913
2017,WBUGT-4,0.005623060211049038
2017,WBUPS-1,0.2409424602789589
2017,WBUPS-2,0.31240122384650415
2017,WBUPS-3,0.1264280692350028
2017,WBUPS-4,0.2273932071201137
2017,WBURB-1,0.6477513026072638
2017,WBURB-2,0.5688318427110457
2017,WBURB-3,0.5866173466777705
2017,WDNSO-1,0.4945838065199875
2017,WDNSO-2,0.4685714696450692
2017,WHILW-1,0.19357120555750693
2017,WHILW-2,0.16253001684647117
2017,WLNYO-2,0.5036911574119599
2017,WLNYO-3,0.3242706232792168
2017,WLNYO-4,5.955810055139973e-07
2017,WLNYW-1,0.4416641789746599
2017,WTMSO-1,0.5072671648002801
2018,ABTH7,0.14054976276602357
2018,ABTH7G,0.007060376529403078
2018,ABTH8,0.20197879602820923
2018,ABTH8G,0.00418991511070935
2018,ABTH9,0.14081613657753417
2018,ABTH9G,0.004698247738482294
2018,ANSUW-1,0.28140955769336
2018,ARCHW-1,0.2384389364776932
2018,BABAW-1,0.29863850519893775
2018,BAGE-1,0.35650463833411644
2018,BAGE-2,0.009428699673047512
2018,BHLAW-1,0.20909592917746989
2018,BLLA-1,0.16267015986505887
2018,BOWLW-1,0.36403647282199747
2018,BRBEO-1,0.3858885297255803
2018,BRDUW-1,0.27550978575381674
2018,BRGG-1,0.020506332521796067
2018,BRYBW-1,0.3118225633266427
2018,BRYP-1,0.005865379113094507
2018,BURBW-1,0.3426021163051791
2018,CAIRW-2,0.34657858390976076
2018,CARR-1,0.5999684132292827
2018,CARR-2,0.6164733700383331
2018,CDCL-1,0.76570901223679
