osuked_id,esail_id,gppd_idnr,name,sett_bmu_id,longitude,latitude,fuel_type,capacity_mw
10120,CASKIL,,Killin Cascade,M_CAS-KIL01,-4.3077510000000006,56.470679000000004,hydro,
10121,MAEN,,Maentwrog,E_MAEN-1,-3.9730260000000004,52.920708,hydro,
10122,CASMOR,,Moriston Cascade,M_CAS-MOR01,-4.962463,57.144936,hydro,
10123,NANT,,Nant,T_NANT-1,-5.2514650000000005,56.163906000000004,hydro,
10124,RHEI,GBR0003552,Rheidol,"E_RHEI-1, E_RHEI-2, E_RHEI-3",-3.8992970000000002,52.396207000000004,hydro,55.975
10125,SLOY,GBR1000404,Sloy G,"M_SLOY-1, T_SLOY-2, T_SLOY-3, M_SLOY-4",-4.735107,56.200593000000005,hydro,152.5
10126,MANXENR,,Manx Power,E_MANXENR-1,,,gas,
10127,BRWE,,Bradwell,"T_BRWE-1, T_BRWE-2, T_BRWE-3, T_BRWE-4, T_BRWE-5, T_BRWE-6",0.89694,51.74139,nuclear,
10128,DUNG,,Dungeness A,"T_DUNG-1, T_DUNG-2, T_DUNG-3, T_DUNG-4",0.963889,50.913889000000005,nuclear,
10129,DNGB,GBR1000052,Dungeness B,"T_DNGB21, T_DNGB22",0.963889,50.913889000000005,nuclear,1050.0
10130,HRTL,GBR1000053,Hartlepool,"T_HRTL-1, T_HRTL-2",-1.098633,54.686533999999995,nuclear,1180.0
10131,HEYM1,GBR1000054,Heysham 1,"T_HEYM11, T_HEYM12",-2.916111111,54.02888889,nuclear,1155.0
10132,HEYM2,GBR1000055,Heysham 2,"T_HEYM27, T_HEYM28",-2.916111111,54.02888889,nuclear,1230.0
10133,HINB,GBR1000056,Hinkley Point B,"T_HINB-7, T_HINB-8",-3.317871,51.138001,nuclear,955.0
10134,HUNB,GBR1000057,Hunterston Generator,"T_HUNB-7, T_HUNB-8",-4.822998,55.646599,nuclear,965.0
10135,OLDS,,Oldbury,"T_OLDS1, T_OLDS2",-2.5708330000000004,51.648889000000004,nuclear,
10136,SIZEA,,Sizewell A,"T_SIZEA1, T_SIZEA2",1.61972,52.215,nuclear,
10137,SIZB,GBR1000058,Sizewell B,"T_SIZB-1, T_SIZB-2",1.571045,52.173932,nuclear,1198.0
10138,TORN,GBR1000059,Torness Generator,"T_TORN-1, T_TORN-2",-2.054443,55.813629000000006,nuclear,1185.0
10139,WYLF,,Wylfa,"T_WYLF-1, T_WYLF-2, T_WYLF-3, T_WYLF-4",-4.405518,53.370220999999994,nuclear,
10140,FAWL,,Fawley,"T_FAWL1, T_FAWL3, T_FAWL4",1.328881,50.816696,oil,
10141,LITTD,,Littlebrook D,"T_LITTD1, T_LITTD2, T_LITTD3",0.24166700000000002,51.465278000000005,oil,
10142,FIBRE,,Fibropower,E_FIBRE,-0.626267,51.523953000000006,biomass,
10143,CRUA,,Crauchan,"T_CRUA-1, T_CRUA-2, T_CRUA-3, T_CRUA-4",-5.218506,56.36525,hydro,
10144,DINO,GBR1000151,Dinorwig,"T_DINO-1, T_DINO-2, T_DINO-3, T_DINO-4, T_DINO-5, T_DINO-6",-3.966064,53.080827,hydro,1800.0
10145,FFES,GBR1000152,Ffestiniog,"T_FFES-1, T_FFES-2, T_FFES-3, T_FFES-4",-3.9770510000000003,53.008173,hydro,360.0
10146,FOYE,GBR2000657,Foyers G,"T_FOYE-1, T_FOYE-2",-4.361572,57.237449,hydro,300.0
10147,ACHRW,GBR0004331,AChruach Wind Farm,T_ACHRW-1,-5.393722,56.342859999999995,wind,42.6
10148,AKGLW,GBR0004332,Aikengall 2 Wind Farm Generation,T_AKGLW-2,-2.4929930000000002,55.923317000000004,wind,60.8
10149,AIRSW,,Airies Windfarm,E_AIRSW-1,-4.713441,54.970895999999996,wind,
10150,ASHWW,,Andershaw Wind Farm,E_ASHWW-1,-3.814161,55.514869999999995,wind,
10151,ANSUW,,An Suidhe Windfarm,T_ANSUW-1,-5.449219,56.065903000000006,wind,
10152,ARCHW,GBR0003258,Arecleoch Windfarm,T_ARCHW-1,-4.63623,55.14121,wind,120.0
10153,ASLVW,,Assel Valley Wind Farm,E_ASLVW-1,-4.825652,55.222814,wind,
10154,ABRTW,,Auchrobert Wind Farm,E_ABRTW-1,-3.988675,55.621764,wind,
10155,BABAW,GBR0004021,Baillie Wind Farm,E_BABAW-1,-4.372559,58.430482,wind,52.5
10156,BOWLW,GBR0002546,Barrow Offshore Windfarm,T_BOWLW-1,-3.2833330000000003,53.983332999999995,wind,90.0
10157,BTUIW,GBR0004525,Beinn An Tuirc 2 Windfarm,E_BTUIW-2,-5.537109,55.683779,wind,43.7
10158,BEINW,GBR0003787,Beinneun Wind Farm,T_BEINW-1,-4.789059,57.17555556,wind,85.0
10159,BETHW,,Beinn Tharsuinn,E_BETHW-1,-4.42749,58.077876,wind,
10160,BRYBW,GBR0004261,Berry Burn Windfarm,E_BRYBW-1,-3.966064,57.36209,wind,66.7
10161,BHLAW,GBR0004640,Bhlaraidh Windfarm 1,T_BHLAW-1,-4.668919,57.22303,wind,110.0
10162,BLKWW,,Blackcraig Windfarm,T_BLKWW-1,-4.033976,55.117955,wind,
10163,BLLA1,GBR0003116,Black Law Wind Farm,T_BLLA-1,-3.4826660000000005,55.590763,wind,124.2
10164,BLLA2,GBR0004253,Black Law Windfarm Extension,T_BLLA-2,-3.4826660000000005,55.590763,wind,55.42
10165,BODW,,Blyth Offshore Demonstrator Windfarm Generation,E_BODW-1,-1.401,55.131,wind,
10166,BRDUW,GBR0003119,Braes of Doune,E_BRDUW-1,-3.361816,56.419978,wind,72.0
10167,WISTW,GBR0004431,Brockloch Rig 2 Windfarm,T_WISTW-2,-4.141234,55.25515600000001,wind,61.5
10168,BRNLW,,Brownieleys Windfarm,E_BRNLW-1,-2.3745580000000004,56.844014,wind,
10169,BURBO,GBR0002487,Burbo Bank Offshore Windfarm,E_BURBO,-3.19582,53.487739000000005,wind,90.0
10170,BRBEO,GBR0002539,Burbo Bank Wind Farm Extension,T_BRBEO-1,-3.273,53.483999999999995,wind,258.0
10171,BNWKW,,Burn of Whilk Windfarm,E_BNWKW-1,-3.21433,58.351973,wind,
10172,PSTAT001,GBR0003951,Cairn Uish / Rothes Windfarm Extension,2__PSTAT001,-3.063895,57.504968000000005,wind,41.4
10173,PPGEN003,GBR0004006,Camster Wind Farm,2__PPGEN003,-3.2701290000000003,58.406935,wind,50.0
10174,CRGHW,GBR0004619,Carraig Gheal Wind Farm,T_CRGHW-1,-4.790039,56.389584,wind,46.0
10175,CLFLW,,Clachan Flats Windfarm,E_CLFLW-1,-4.957855,56.283062,wind,
10176,CLDRW,GBR0004623,Clashindarroch Wind Farm,E_CLDRW-1,-2.9223630000000003,57.308724,wind,36.9
10177,CLDW,GBR0004178,"Clyde Central Windfarm, Clyde North Windfarm, Clyde South Windfarm","T_CLDCW-1, T_CLDNW-1, T_CLDSW-1",-3.35083,55.310391,wind,522.0
10178,CGTHW,GBR0004664,Corriegarth Wind Farm,T_CGTHW-1,-4.3596379999999995,57.190084999999996,wind,69.0
10179,CRMLW,GBR0004120,Corriemoillie Wind Farm,T_CRMLW-1,-4.838531,57.694244999999995,wind,47.5
10180,COUWW,,Cour Wind Farm,T_COUWW-1,-5.484929,55.680679000000005,wind,
10181,CRYRW3,GBR0004215,Crystal Rig III Wind Farm,T_CRYRW-3,-2.39502,55.893795999999995,wind,13.8
10182,CRYRW2,GBR0003440,Crystal Rig Wind Farm - Phase 2,T_CRYRW-2,-2.39502,55.893795999999995,wind,138.0
10183,DALSW,,Dalswinton Wind Farm,E_DALSW-1,-3.6628190000000003,55.183662,wind,
10184,DRSLW,GBR0004269,Dersalloch Windfarm,T_DRSLW-1,-4.484173,55.311291000000004,wind,69.0
10185,DDGNO,,Dudgeon Offshore Wind Farm Generator,"T_DDGNO-1, T_DDGNO-2, T_DDGNO-3, T_DDGNO-4",1.39,53.248999999999995,wind,
10186,DNLWW,,Dun Law Extension Windfarm,T_DNLWW-1,-2.296143,55.776573,wind,
10187,DUNGW,,Dunmglass Wind Farm,T_DUNGW-1,-4.255802,57.25148000000001,wind,
10188,EDINW,GBR0004674,Edinbane Windfarm,T_EDINW-1,-6.229248,57.27904300000001,wind,41.0
10189,EWHLW,,Ewe Hill II Wind Farm,T_EWHLW-1,-3.205105,55.228662,wind,
10190,FALGW,GBR0004059,Fallago Rig Wind Farm,T_FALGW-1,-2.768555,55.93689499999999,wind,144.0
10191,FARR,GBR0004676,Farr Wind Farm,"T_FARR-1, T_FARR-2",-4.094167,57.325,wind,92.0
10192,FSDLW,,Freasdail Wind Farm,T_FSDLW-1,-5.479858999999999,55.780803000000006,wind,
10193,GLWSW,GBR0004368,Galawhistle Wind Farm,T_GLWSW-1,-3.921928,55.534273,wind,66.0
10194,GANW,,Galloper Offshore Windfarm 1,"T_GANW-11, T_GANW-13, T_GANW-22, T_GANW-24",2.035,51.893,wind,
10195,GNAPW,,Glen App Wind Farm,T_GNAPW-1,-5.026858,55.021378000000006,wind,
10196,GLCHW,,Glenchamber Wind Farm,E_GLCHW-1,-4.754334,54.96341999999999,wind,
10197,GLOFW,,Glens of Foudland,E_GLOFW-1,-2.878418,57.219607999999994,wind,
10198,GFLDW,,Goole Fields 1 Windfarm,E_GFLDW-1,-0.8724209999999999,53.668356,wind,
10199,GORDW,GBR0003662,Gordonbush Wind Farm,T_GORDW-1,-3.834229,58.066256,wind,70.0
10200,GDSTW,,Gordonstown Windfarm,E_GDSTW-1,-2.484139,57.460944,wind,
10201,GRGBW,GBR0002510,Greater Gabbard Offshore Windfarm,"T_GRGBW-1, T_GRGBW-2, T_GRGBW-3",1.7138669999999998,52.066,wind,504.0
10202,GRIFW,GBR0004028,Griffin Wind Farm,"T_GRIFW-1, T_GRIFW-2",-3.394775,56.529199,wind,188.6
10203,GNFSW0,GBR0002488,Gunfleet Sands Demo  3,E_GNFSW-3,1.174444,51.739444,wind,12.0
10204,GNFSW1,GBR0002490,Gunfleet Sands Windfarm  1,"E_GNFSW-1, T_GNFSW-1",1.174444,51.739444,wind,108.0
10205,GNFSW2,GBR0002489,Gunfleet Sands Windfarm  2,"E_GNFSW-2, T_GNFSW-2",1.174444,51.739444,wind,65.0
10206,GYMRW,GBR0002543,Gwynt y Mor Offshore Wind Farm,"T_GYMRW-1, T_GYMRW-2",-3.5839999999999996,53.458999999999996,wind,576.0
10207,GYMR,,Gwynt y Mor Wind Farm East 1,"T_GYMR-15, T_GYMR-17, T_GYMR-26, T_GYMR-28",-3.944092,53.376775,wind,
10208,HADHW,GBR0003109,Hadyard Hill Wind Farm,T_HADHW-1,-4.702148,55.247815,wind,119.6
10209,HBHDW,GBR0004225,Harburnhead Wind Farm,E_HBHDW-1,-3.547456,55.815259,wind,51.7
10210,HRHLW,,Hare Hill Extension Wind Farm,E_HRHLW-1,-4.054104,55.405691000000004,wind,
10211,HRSTW,GBR0004119,Harestanes Windfarm,T_HRSTW-1,-3.636475,55.229023,wind,136.0
10212,HLGLW,,Hill of Glaschyle Windfarm,E_HLGLW-1,-3.615587,57.51051999999999,wind,
10213,HLTWW,GBR0004014,Hill of Towie Windfarm ,E_HLTWW-1,-2.406006,57.486309,wind,48.3
10214,HMGTO,GBR0002544,Humber Offshore Wind Farm,"T_HMGTO-1, T_HMGTO-2",0.293,53.644,wind,219.0
10215,HYWDW,,Hywind Generator 1,E_HYWDW-1,-1.35,57.483000000000004,wind,
10216,KTHLW,,Keith Hill Windfarm,T_KTHLW-1,-2.825456,55.817271999999996,wind,
10217,KILBW,GBR0003202,Kilbraur Windfarm,T_KILBW-1,,,wind,47.5
10218,KLGLW,,Kilgallioch Wind Farm,T_KLGLW-1,-4.765280000000001,55.05,wind,
10219,LNCSW,GBR0002513,Lincs Offshore Wind Farm,"T_LNCSW-1, T_LNCSW-2, T_LNCSW-3",0.5273439999999999,53.265213,wind,270.0
10220,LCLTW,GBR0004123,Lochluichart Windfarm,T_LCLTW-1,-4.559326,57.73935,wind,69.0
10221,LARYW,GBR0002511,London Array Windfarm,"T_LARYW-1, T_LARYW-2, T_LARYW-3, T_LARYW-4",1.3623049999999999,51.645294,wind,630.0
10222,MKHLW,GBR0003260,Mark Hill Windfarm,T_MKHLW-1,-4.822998,55.160043,wind,56.0
10223,PSTAT002,GBR0004667,Mid Hill Windfarm,2__PSTAT002,-2.482026,56.964684999999996,wind,57.5
10224,MILWW,GBR0004682,Millennium Wind Farm,T_MILWW-1,-4.866943,57.219607999999994,wind,40.0
10225,MYGPW,,Minnygap Wind Farm,T_MYGPW-1,-3.5148019999999995,55.248768000000005,wind,
10226,MINSW,GBR0004517,Minsca Wind Farm,E_MINSW-1,-3.47168,55.040614,wind,36.8
10227,MOYE,,Moy Windfarm,E_MOYE-1,-4.064872,57.390303,wind,
10228,MOYEW,GBR0003647,Moy Windfarm,E_MOYEW-1,-4.052356,57.39099399999999,wind,60.0
10229,OMNDW,GBR0002509,Ormonde Windfarm,"E_OMNDW-1, T_OMNDW-1",-3.4,54.1,wind,150.0
10230,OMNDD,,Ormonde Windfarm Demand,E_OMNDD-1,-3.4,54.1,wind,
10231,PPGEN002,GBR0004687,Pauls Hill Windfarm,2__PPGEN002,-3.458196,57.451933,wind,64.0
10232,PNYCW,GBR0004595,Pen y Cymoedd Wind Farm,T_PNYCW-1,-3.5613580000000002,51.710658,wind,228.0
10233,RCBKO,GBR0002515,Race Bank Offshore Wind Farm,"T_RCBKO-1, T_RCBKO-2",0.841,53.276,wind,286.5
10234,RMPNO,,Rampion Offshore Windfarm,"T_RMPNO-1, T_RMPNO-2",-0.27,50.67,wind,
10235,RREW,GBR0002496,Robin Rigg East,T_RREW-1,-3.7166669999999997,54.75,wind,90.0
10236,RRWW,GBR0002497,Robin Rigg West,T_RRWW-1,-3.7166669999999997,54.75,wind,90.0
