sett_bmu_id,ngc_bmu_id,bmu_root,name,primary_fuel_type,detailed_fuel_type,longitude,latitude
T_OLDS1,OLDS1,OLDS,Oldbury,nuclear,nuclear,-2.5708330000000004,51.648889
T_OLDS2,OLDS2,OLDS,Oldbury,nuclear,nuclear,-2.5708330000000004,51.648889
T_SIZEA1,,SIZEA,Sizewell A,nuclear,nuclear,1.61972,52.215
T_SIZEA2,,SIZEA,Sizewell A,nuclear,nuclear,1.61972,52.215
T_SIZB-1,SIZB-1,SIZB,Sizewell B,nuclear,nuclear,1.571045,52.173932
T_SIZB-2,SIZB-2,SIZB,Sizewell B,nuclear,nuclear,1.571045,52.173932
T_TORN-1,TORN-1,TORN,Torness Generator 1,nuclear,nuclear,-2.054443,55.81362900000001
T_TORN-2,TORN-2,TORN,Torness Generator 2,nuclear,nuclear,-2.054443,55.81362900000001
T_WYLF-1,WYLF-1,WYLF,Wylfa,nuclear,nuclear,-4.405518,53.370221
T_WYLF-2,WYLF-2,WYLF,Wylfa,nuclear,nuclear,-4.405518,53.370221
T_WYLF-3,WYLF-3,WYLF,Wylfa,nuclear,nuclear,-4.405518,53.370221
T_WYLF-4,WYLF-4,WYLF,Wylfa,nuclear,nuclear,-4.405518,53.370221
T_FAWL1,FAWL1,FAWL,Fawley,fuel_oil,oil_opt_out,1.328881,50.816696
T_FAWL3,FAWL3,FAWL,Fawley,fuel_oil,oil_opt_out,1.328881,50.816696
T_FAWL4,,FAWL,Fawley,fuel_oil,oil_opt_out,1.328881,50.816696
T_GRAI-1,GRAI-1,GRAI,Grain,fuel_oil,oil_opt_out,0.703125,51.47454000000001
T_GRAI-2,GRAI-2,GRAI,Grain,fuel_oil,oil_opt_out,0.703125,51.47454000000001
T_GRAI-3,GRAI-3,GRAI,Grain,fuel_oil,oil_opt_out,0.703125,51.47454000000001
T_GRAI-4,GRAI-4,GRAI,Grain,fuel_oil,oil_opt_out,0.703125,51.47454000000001
T_LITTD1,LITTD1,LITTD,Littlebrook D,fuel_oil,oil_opt_out,0.241667,51.46527800000001
T_LITTD2,LITTD2,LITTD,Littlebrook D,fuel_oil,oil_opt_out,0.241667,51.46527800000001
T_LITTD3,LITTD3,LITTD,Littlebrook D,fuel_oil,oil_opt_out,0.241667,51.46527800000001
E_FIBRE,,FIBRE,Fibropower,biomass,chix,-0.626267,51.52395300000001
T_CRUA-1,CRUA-1,CRUA,Crauchan,pumped_storage,pump,-5.218506,56.36525
T_CRUA-2,CRUA-2,CRUA,Crauchan,pumped_storage,pump,-5.218506,56.36525
T_CRUA-3,CRUA-3,CRUA,Crauchan,pumped_storage,pump,-5.218506,56.36525
T_CRUA-4,CRUA-4,CRUA,Crauchan,pumped_storage,pump,-5.218506,56.36525
T_DINO-1,DINO-1,DINO,Dinorwig,pumped_storage,pump,-3.966064,53.080827
T_DINO-2,DINO-2,DINO,Dinorwig,pumped_storage,pump,-3.966064,53.080827
T_DINO-3,DINO-3,DINO,Dinorwig,pumped_storage,pump,-3.966064,53.080827
T_DINO-4,DINO-4,DINO,Dinorwig,pumped_storage,pump,-3.966064,53.080827
T_DINO-5,DINO-5,DINO,Dinorwig,pumped_storage,pump,-3.966064,53.080827
T_DINO-6,DINO-6,DINO,Dinorwig,pumped_storage,pump,-3.966064,53.080827
T_FFES-1,FFES-1,FFES,Ffestiniog,pumped_storage,pump,-3.977051,53.008173
T_FFES-2,FFES-2,FFES,Ffestiniog,pumped_storage,pump,-3.977051,53.008173
T_FFES-3,FFES-3,FFES,Ffestiniog,pumped_storage,pump,-3.977051,53.008173
T_FFES-4,FFES-4,FFES,Ffestiniog,pumped_storage,pump,-3.977051,53.008173
T_FOYE-1,FOYE-1,FOYE,Foyers G1,pumped_storage,pump,-4.361572,57.237449
T_FOYE-2,FOYE-2,FOYE,Foyers G2,pumped_storage,pump,-4.361572,57.237449
T_ACHRW-1,ACHRW-1,ACHRW,AChruach Wind Farm,wind,wind,-5.393722,56.34286
T_AKGLW-2,AKGLW-2,AKGLW,Aikengall 2 Wind Farm Generation,wind,wind,-2.492993,55.923317
E_AIRSW-1,AIRSW-1,AIRSW,Airies Windfarm,wind,wind,-4.713441,54.970896
E_ASHWW-1,ASHWW-1,ASHWW,Andershaw Wind Farm,wind,wind,-3.814161,55.51487
T_ANSUW-1,ANSUW-1,ANSUW,An Suidhe Windfarm,wind,wind,-5.449219,56.06590300000001
T_ARCHW-1,ARCHW-1,ARCHW,Arecleoch Windfarm,wind,wind,-4.63623,55.14121
E_ASLVW-1,ASLVW-1,ASLVW,Assel Valley Wind Farm,wind,wind,-4.825652,55.222814
E_ABRTW-1,ABRTW-1,ABRTW,Auchrobert Wind Farm,wind,wind,-3.988675,55.621764
E_BABAW-1,BABAW-1,BABAW,Baillie Wind Farm,wind,wind,-4.372559,58.430482
T_BOWLW-1,BOWLW-1,BOWLW,Barrow Offshore Windfarm,wind,wind,-3.2833330000000003,53.983333
E_BTUIW-2,BTUIW-2,BTUIW,Beinn An Tuirc 2 Windfarm,wind,wind,-5.537109,55.683779
T_BEINW-1,BEINW-1,BEINW,Beinneun Wind Farm,wind,wind,-4.789059,57.17555556
E_BETHW-1,BETHW-1,BETHW,Beinn Tharsuinn,wind,wind,-4.42749,58.077876
E_BRYBW-1,BRYBW-1,BRYBW,Berry Burn Windfarm,wind,wind,-3.966064,57.36209
T_BHLAW-1,BHLAW-1,BHLAW,Bhlaraidh Windfarm 1,wind,wind,-4.668919,57.22303
T_BLKWW-1,BLKWW-1,BLKWW,Blackcraig Windfarm,wind,wind,-4.033976,55.117955
T_BLLA-1,BLLA-1,BLLA,Black Law Wind Farm,wind,wind,-3.4826660000000005,55.590763
T_BLLA-2,BLLA-2,BLLA,Black Law Windfarm Extension,wind,wind,-3.4826660000000005,55.590763
E_BODW-1,,BODW,Blyth Offshore Demonstrator Windfarm Generation,wind,wind,-1.401,55.131
E_BRDUW-1,BRDUW-1,BRDUW,Braes of Doune,wind,wind,-3.361816,56.419978
T_WISTW-2,WISTW-2,WISTW,Brockloch Rig 2 Windfarm,wind,wind,-4.141234,55.25515600000001
E_BRNLW-1,BRNLW-1,BRNLW,Brownieleys Windfarm,wind,wind,-2.3745580000000004,56.844014
E_BURBO,BURBW-1,BURBO,Burbo Bank Offshore Windfarm,wind,wind,-3.19582,53.48773900000001
T_BRBEO-1,BRBEO-1,BRBEO,Burbo Bank Wind Farm Extension,wind,wind,-3.273,53.484
E_BNWKW-1,BNWKW-1,BNWKW,Burn of Whilk Windfarm,wind,wind,-3.21433,58.351973
2__PSTAT001,CAIRW-2,CAIRW,Cairn Uish / Rothes Windfarm Extension,wind,wind,-3.063895,57.50496800000001
2__PPGEN003,CMSTW-1,CMSTW,Camster Wind Farm,wind,wind,-3.2701290000000003,58.406935
T_CRGHW-1,CRGHW-1,CRGHW,Carraig Gheal Wind Farm,wind,wind,-4.790039,56.389584
E_CLFLW-1,CLFLW-1,CLFLW,Clachan Flats Windfarm,wind,wind,-4.957855,56.283062
E_CLDRW-1,CLDRW-1,CLDRW,Clashindarroch Wind Farm,wind,wind,-2.9223630000000003,57.308724
T_CLDCW-1,CLDCW-1,CLDCW,Clyde Central Windfarm,wind,wind,-3.35083,55.310391
T_CLDNW-1,CLDNW-1,CLDNW,Clyde North Windfarm,wind,wind,-3.35083,55.310391
T_CLDSW-1,CLDSW-1,CLDSW,Clyde South Windfarm,wind,wind,-3.35083,55.310391
T_CGTHW-1,CGTHW-1,CGTHW,Corriegarth Wind Farm,wind,wind,-4.359638,57.190085
T_CRMLW-1,CRMLW-1,CRMLW,Corriemoillie Wind Farm,wind,wind,-4.838531,57.694245
T_COUWW-1,COUWW-1,COUWW,Cour Wind Farm,wind,wind,-5.484929,55.68067900000001
T_CRYRW-3,CRYRW-3,CRYRW,Crystal Rig III Wind Farm,wind,wind,-2.39502,55.893796
T_CRYRW-2,CRYRW-2,CRYRW,Crystal Rig Wind Farm - Phase 2,wind,wind,-2.39502,55.893796
E_DALSW-1,DALSW-1,DALSW,Dalswinton Wind Farm,wind,wind,-3.662819,55.183662
T_DRSLW-1,DRSLW-1,DRSLW,Dersalloch Windfarm,wind,wind,-4.484173,55.311291
T_DDGNO-1,DDGNO-1,DDGNO,Dudgeon Offshore Wind Farm Generator 1,wind,wind,1.39,53.249
T_DDGNO-2,DDGNO-2,DDGNO,Dudgeon Offshore Wind Farm Generator 2,wind,wind,1.39,53.249
T_DDGNO-3,DDGNO-3,DDGNO,Dudgeon Offshore Wind Farm Generator 3,wind,wind,1.39,53.249
T_DDGNO-4,DDGNO-4,DDGNO,Dudgeon Offshore Wind Farm Generator 4,wind,wind,1.39,53.249
T_DNLWW-1,DNLWW-1,DNLWW,Dun Law Extension Windfarm,wind,wind,-2.296143,55.776573
T_DUNGW-1,DUNGW-1,DUNGW,Dunmglass Wind Farm,wind,wind,-4.255802,57.25148000000001
T_EDINW-1,EDINW-1,EDINW,Edinbane Windfarm,wind,wind,-6.229248,57.27904300000001
T_EWHLW-1,EWHLW-1,EWHLW,Ewe Hill II Wind Farm,wind,wind,-3.205105,55.228662
T_FALGW-1,FALGW-1,FALGW,Fallago Rig Wind Farm,wind,wind,-2.768555,55.93689499999999
T_FARR-1,FAARW-1,FARR,Farr Wind Farm Unit 1,wind,wind,-4.094167,57.325
T_FARR-2,FAARW-2,FARR,Farr Wind Farm Unit 2,wind,wind,-4.094167,57.325
T_FSDLW-1,FSDLW-1,FSDLW,Freasdail Wind Farm,wind,wind,-5.4798589999999985,55.78080300000001
T_GLWSW-1,GLWSW-1,GLWSW,Galawhistle Wind Farm,wind,wind,-3.921928,55.534273
T_GANW-11,GAOFO-1,GANW,Galloper Offshore Windfarm 11,wind,wind,2.035,51.893
T_GANW-13,GAOFO-3,GANW,Galloper Offshore Windfarm 13,wind,wind,2.035,51.893
T_GANW-22,GAOFO-2,GANW,Galloper Offshore Windfarm 22,wind,wind,2.035,51.893
T_GANW-24,GAOFO-4,GANW,Galloper Offshore Windfarm 24,wind,wind,2.035,51.893
T_GNAPW-1,GNAPW-1,GNAPW,Glen App Wind Farm,wind,wind,-5.026858,55.02137800000001
E_GLCHW-1,GLCHW-1,GLCHW,Glenchamber Wind Farm,wind,wind,-4.754334,54.96341999999999
E_GLOFW-1,GLOFW-1,GLOFW,Glens of Foudland,wind,wind,-2.878418,57.219608
E_GFLDW-1,GFLDW-1,GFLDW,Goole Fields 1 Windfarm,wind,wind,-0.8724209999999999,53.668356
T_GORDW-1,GORDW-1,GORDW,Gordonbush Wind Farm,wind,wind,-3.834229,58.066256
E_GDSTW-1,GDSTW-1,GDSTW,Gordonstown Windfarm,wind,wind,-2.484139,57.460944
T_GRGBW-1,GRGBW-1,GRGBW,Greater Gabbard Offshore Windfarm,wind,wind,1.7138669999999998,52.066
T_GRGBW-2,GRGBW-2,GRGBW,Greater Gabbard Offshore Windfarm,wind,wind,1.7138669999999998,52.066
T_GRGBW-3,GRGBW-3,GRGBW,Greater Gabbard Offshore Windfarm,wind,wind,1.7138669999999998,52.066
T_GRIFW-1,GRIFW-1,GRIFW,Griffin Wind Farm Unit 1,wind,wind,-3.394775,56.529199
T_GRIFW-2,GRIFW-2,GRIFW,Griffin Wind Farm Unit 2,wind,wind,-3.394775,56.529199
E_GNFSW-3,,GNFSW,Gunfleet Sands Demo Unit 3,wind,wind,1.174444,51.739444
E_GNFSW-1,GNFSW-1,GNFSW,Gunfleet Sands Windfarm Unit 1,wind,wind,1.174444,51.739444
T_GNFSW-1,GNFSW-1,GNFSW,Gunfleet Sands Windfarm Unit 1,wind,wind,1.174444,51.739444
E_GNFSW-2,GNFSW-2,GNFSW,Gunfleet Sands Windfarm Unit 2,wind,wind,1.174444,51.739444
T_GNFSW-2,GNFSW-2,GNFSW,Gunfleet Sands Windfarm Unit 2,wind,wind,1.174444,51.739444
T_GYMRW-1,GYMRW-1,GYMRW,Gwynt y Mor Offshore Wind Farm Unit 1,wind,wind,-3.584,53.459
T_GYMRW-2,GYMRW-2,GYMRW,Gwynt y Mor Offshore Wind Farm Unit 2,wind,wind,-3.584,53.459
T_GYMR-15,GYMRO-15,GYMR,Gwynt y Mor Wind Farm East 15,wind,wind,-3.944092,53.376775
T_GYMR-17,GYMRO-17,GYMR,Gwynt y Mor Wind Farm East 16,wind,wind,-3.944092,53.376775
T_GYMR-26,GYMRO-26,GYMR,Gwynt y Mor Wind Farm West 26,wind,wind,-3.944092,53.376775
T_GYMR-28,GYMRO-28,GYMR,Gwynt y Mor Wind Farm West 28,wind,wind,-3.944092,53.376775
T_HADHW-1,HADHW-1,HADHW,Hadyard Hill Wind Farm,wind,wind,-4.702148,55.247815
E_HBHDW-1,HBHDW-1,HBHDW,Harburnhead Wind Farm,wind,wind,-3.547456,55.815259
E_HRHLW-1,HRHLW-1,HRHLW,Hare Hill Extension Wind Farm,wind,wind,-4.054104,55.405691
T_HRSTW-1,HRSTW-1,HRSTW,Harestanes Windfarm,wind,wind,-3.636475,55.229023
E_HLGLW-1,HLGLW-1,HLGLW,Hill of Glaschyle Windfarm,wind,wind,-3.615587,57.51051999999999
E_HLTWW-1,HLTWW-1,HLTWW,Hill of Towie Windfarm ,wind,wind,-2.406006,57.486309
T_HMGTO-1,HMGTO-1,HMGTO,Humber Offshore Wind Farm Unit 1,wind,wind,0.293,53.644
T_HMGTO-2,HMGTO-2,HMGTO,Humber Offshore Wind Farm Unit 2,wind,wind,0.293,53.644
E_HYWDW-1,HYWDW-1,HYWDW,Hywind Generator 1,wind,wind,-1.35,57.483
T_KTHLW-1,KTHLW-1,KTHLW,Keith Hill Windfarm,wind,wind,-2.825456,55.817272
T_KILBW-1,KILBW-1,KILBW,Kilbraur Windfarm,wind,wind,,
T_KLGLW-1,KLGLW-1,KLGLW,Kilgallioch Wind Farm,wind,wind,-4.7652800000000015,55.05
T_LNCSW-1,LNCSO-1,LNCSW,Lincs Offshore Wind Farm Unit 1,wind,wind,0.5273439999999999,53.265213
T_LNCSW-2,LNCSO-2,LNCSW,Lincs Offshore Wind Farm Unit 2,wind,wind,0.5273439999999999,53.265213
T_LNCSW-3,LNCSW-3,LNCSW,Lincs Wind Farm (Onshore),wind,wind,0.5273439999999999,53.265213
T_LCLTW-1,LCLTW-1,LCLTW,Lochluichart Windfarm,wind,wind,-4.559326,57.73935
T_LARYW-1,LARYO-1,LARYW,London Array Windfarm Unit 1,wind,wind,1.362305,51.645294
T_LARYW-2,LARYO-2,LARYW,London Array Windfarm Unit 2,wind,wind,1.362305,51.645294
T_LARYW-3,LARYO-3,LARYW,London Array Windfarm Unit 3,wind,wind,1.362305,51.645294
T_LARYW-4,LARYO-4,LARYW,London Array Windfarm Unit 4,wind,wind,1.362305,51.645294
T_MKHLW-1,MKHLW-1,MKHLW,Mark Hill Windfarm,wind,wind,-4.822998,55.160043
2__PSTAT002,MDHLW-1,MDHLW,Mid Hill Windfarm,wind,wind,-2.482026,56.964685
T_MILWW-1,MILWW-1,MILWW,Millennium Wind Farm,wind,wind,-4.866943,57.219608
T_MYGPW-1,MYGPW-1,MYGPW,Minnygap Wind Farm,wind,wind,-3.5148019999999995,55.24876800000001
E_MINSW-1,MINSW-1,MINSW,Minsca Wind Farm,wind,wind,-3.47168,55.040614
E_MOYE-1,,MOYE,Moy Windfarm,wind,wind,-4.064872,57.390303
E_MOYEW-1,MOYEW-1,MOYEW,Moy Windfarm,wind,wind,-4.052356,57.39099399999999
E_OMNDW-1,OMNDW-1,OMNDW,Ormonde Windfarm,wind,wind,-3.4,54.1
E_OMNDD-1,OMNDD-1,OMNDD,Ormonde Windfarm Demand,wind,wind,-3.4,54.1
T_OMNDW-1,OMNDO-1,OMNDW,Ormonde Windfarm Unit 1,wind,wind,-3.4,54.1
2__PPGEN002,PAUHW-1,PAUHW,Pauls Hill Windfarm,wind,wind,-3.458196,57.451933
T_PNYCW-1,PNYCW-1,PNYCW,Pen y Cymoedd Wind Farm,wind,wind,-3.561358,51.710658
T_RCBKO-1,RCBKO-1,RCBKO,Race Bank Offshore Wind Farm Unit 1,wind,wind,0.841,53.276
T_RCBKO-2,RCBKO-2,RCBKO,Race Bank Offshore Wind Farm Unit 2,wind,wind,0.841,53.276
T_RMPNO-1,RMPNO-1,RMPNO,Rampion Offshore Windfarm 1,wind,wind,-0.27,50.67
T_RMPNO-2,RMPNO-2,RMPNO,Rampion Offshore Windfarm 2,wind,wind,-0.27,50.67
T_RREW-1,RREW-1,RREW,Robin Rigg East,wind,wind,-3.716667,54.75
T_RRWW-1,RRWW-1,RRWW,Robin Rigg West,wind,wind,-3.716667,54.75
2__PPGEN001,CAIRW-1,CAIRW,Rothes (Cairn Uish) Wind Farm,wind,wind,-3.063895,57.50496800000001
T_SANQW-1,SANQW-1,SANQW,Sanquhar Community Wind Farm Generation,wind,wind,-4.023363,55.322673
E_SHRSW-1,SHRSW-1,SHRSW,Sheringham Shoals Windfarm Unit 1,wind,wind,1.147,53.135
T_SHRSW-1,SHRSO-1,SHRSW,Sheringham Shoals Windfarm Unit 1,wind,wind,1.147,53.135
E_SHRSW-2,SHRSW-2,SHRSW,Sheringham Shoals Windfarm Unit 2,wind,wind,1.147,53.135
T_SHRSW-2,SHRSO-2,SHRSW,Sheringham Shoals Windfarm Unit 2,wind,wind,1.147,53.135
T_STRNW-1,STRNW-1,STRNW,Strathy North Wind Farm 1,wind,wind,-3.89086,58.385271
E_THNTW-2,THNTW-2,THNTW,Thanet Offshore Wind 2,wind,wind,1.6331,51.4306
T_THNTO-1,THNTO-1,THNTO,Thanet Offshore Windfarm Unit 1,wind,wind,1.461182,51.385495
T_THNTO-2,THNTO-2,THNTO,Thanet Offshore Windfarm Unit 2,wind,wind,1.461182,51.385495
E_THNTW-1,THNTW-1,THNTW,Thanet Offshore Wind Unit 1,wind,wind,1.6331,51.4306
T_TDBNW-1,TDBNW-1,TDBNW,Toddleburn Wind Farm,wind,wind,-2.81,55.77
E_TULWW-1,TULWW-1,TULWW,Tullo Windfarm,wind,wind,-2.581787,56.66226500000001
E_TULWW-2,TULWW-2,TULWW,Tullow Windfarm Extension,wind,wind,-2.581787,56.66226500000001
T_WLNYO-3,WLNYO-3,WLNYO,Walney Offshore Windfarm (Extension),wind,wind,-3.603516,53.981935
T_WLNYO-4,WLNYO-4,WLNYO,Walney Offshore Windfarm (Extension),wind,wind,-3.603516,53.981935
T_WLNYW-1,WLNYW-1,WLNYW,Walney Offshore Windfarm Unit 1,wind,wind,-3.522,54.044
E_WLNYW-2,WLNYW-2,WLNYW,Walney Offshore Windfarm Unit 2,wind,wind,-3.522,54.044
T_WLNYO-2,WLNYO-2,WLNYO,Walney Offshore Windfarm Unit 2,wind,wind,-3.603516,53.981935
T_WTMSO-1,WTMSO-1,WTMSO,Westermost Rough Windfarm,wind,wind,0.6811520000000001,53.943155
T_WTMSD-1,WTMSD-1,WTMSD,Westermost Rough Windfarm Onshore Demand,wind,wind,0.149,53.805
T_WDNSO-1,WDNSO-1,WDNSO,West of Duddon Sands 1 - OFTO,wind,wind,-3.768311,53.923751
T_WDNSW-1,WDNSW-1,WDNSW,West of Duddon Sands 1 Windfarm,wind,wind,-3.463,53.983
T_WDNSO-2,WDNSO-2,WDNSO,West of Duddon Sands 2 - OFTO,wind,wind,-3.768311,53.923751
T_WDNSW-2,WDNSW-2,WDNSW,West of Duddon Sands 2 Windfarm,wind,wind,-3.463,53.983
T_WHILW-1,WHILW-1,WHILW,Whitelee Wind Farm,wind,wind,-4.042969,55.702355
T_WHILW-2,WHILW-2,WHILW,Whitelee Windfarm Extension,wind,wind,-4.042969,55.702355
2__AANGE001,,,,aggregator,,,
2__AFLEX001,,,,aggregator,,,
2__ALIME000,,,,aggregator,,,
2__ALOND001,,,,other,,,
2__BANGE001,,,,aggregator,,,
2__BANGE002,,,,other,,,
2__BFLEX001,,,,aggregator,,,
2__BLIME000,,,,aggregator,,,
2__BUKPR001,,,,other,,,
2__DSMAR001,,,,other,,,
2__EANGE001,,,,aggregator,,,
2__EFLEX001,,,,aggregator,,,
2__FANGE001,,,,aggregator,,,
2__FFLEX001,,,,aggregator,,,
2__GANGE001,,,,aggregator,,,
2__GANGE002,,,,other,,,
2__HANGE001,,,,aggregator,,,
2__LSTAT001,,,,other,,,
2__MANGE001,,,,aggregator,,,
2__MFLEX001,,,,aggregator,,,
2__MSMAR001,,,,other,,,
E_ALCOA-1,,,,other,,,
E_ARNKB-1,,,Bloxwich,battery,,-2.0043,52.6147
E_BURGH-1,,,,other,,,
E_CHICK-1,,,,other,,,
E_CRGTW-1,,,,wind,,,
E_CRSSB-1,,,Carnegie Road,battery,,-2.927052,53.420054
E_LCHWT-1,,,Letchworth,rgt,,-0.201175,51.982208
E_LSTWY-1,,,,rgt,,,
E_RDFRB-1,,,,rgt,,,
E_RDFRD-1,,,,rgt,,,
E_ROOSB-1,,,,battery,,,
T_STLGW-1,,,Stronelairg Windfarm 1,wind,,-4.461346,57.09986899999999
T_STLGW-2,,,Stronelairg Windfarm 3,wind,,-4.461346,57.09986899999999
E_TDRVE-1,,,,rgt,,,
E_TRFPK-1,,,,rgt,,,
E_WTRLN-1,,,,rgt,,,
