eu_planet_id,capacity,lat,long,ecd_unit_id,gcpt_id,gcpt_unit_name,platts_id,ecd_plant_id,eutl_id,eu_planet_plant_name,ecd_unit_name,ecd_fuel_type,ecd_nameplate_capacityw,entsoe_country,entsoe_unit_name,entsoe_fuel_type
1,1500,51.387312,-3.404664,UK-6-1,G100008,Aberthaw-B power station Unit 7,1100137,UK-6,GB 188,Aberthaw-B power station,Aberthaw 1,hard coal,574.63768115942,GB,ABTH7,Fossil Hard coal
10,600,40.61933,21.682777,EL-2-1,G100186,Amyntaio 1,1102041,EL-2,GR 16,Amyntaio power station,Amintaio 1,lignite,300,GR,AMYNDEO1,Fossil Brown coal/Lignite
100,107,48.847759,17.120129,NA,G112616,Hodonin 3,,NA,NA,Hodonin power station,NA,NA,NA,NA,NA,NA
101,164,50.1042525,8.607319,NA,G103909,Hoechst 3,1119697,NA,NA,Hoechst power station,NA,NA,NA,NA,NA,NA
102,50,47.147296,27.717157,NA,G104811,Iasi-2 power station Unit 2,1120755,NA,NA,Iasi-2 power station,NA,NA,NA,NA,NA,NA
103,838,52.28579,7.74601,DE-140-1,G104819,Ibbenbüren-B power station Unit 1,1120780,DE-140,DE 1480,Ibbenbüren-B power station,Ibbenbueren B,hard coal,838,DE,Ibbenbüren B,Fossil Hard coal
104,630,44.38763,23.718195,RO-11-7,G104909,Isalnita power station Unit 7,1110903,RO-11,RO 86,Isalnita power station,Isalnita 7,lignite,315,RO,Isalnita_ISAL7_CA,Fossil Brown coal/Lignite
105,3210,51.835666,14.457808,DE-186-1,G104967,Janschwalde power station Unit A,1122246,DE-186,DE 1456,Janschwalde power station,Jaenschwalde A,lignite,535,DE,KW Jänschwalde Block A,Fossil Brown coal/Lignite
106,140,50.213351,19.22806,PL-69-1,G104992,Jaworzno-2 power station Unit 1,1122339,PL-69,PL 11,Jaworzno-2 power station,NA,NA,NA,NA,NA,NA
107,1345,50.207238,19.205311,PL-70-1,G104995,Jaworzno-3 power station Unit 1,1122346,PL-70,PL 9,Jaworzno-3 power station,Jaworzno 3 B1,hard coal,225,PL,Jaworzno 3 B1,Fossil Hard coal
108,1250,40.410625,21.786145,EL-4-1,G105590,Kardia power station Unit 1,1124003,EL-4,GR 14,Kardia power station,Kardia 1,lignite,300,GR,KARDIA1,Fossil Brown coal/Lignite
109,55,49.8232,18.47851389,CZ-17-1,G105604,Karvina,1159548,CZ-17,CZ 217,Karvina power station,NA,NA,NA,NA,NA,NA
11,976,45.431161,12.246807,IT-24-1,G100196,Andrea Palladio power station Unit 1,1115905,IT-24,IT 275,Andrea Palladio power station,Fusina GR1,hard coal,165,IT,UP_FUSINA_T_1,Fossil Hard coal
110,38,51.27925589,9.48336491,DE-150-1,G105614,Kassel Swew 1,1124206,DE-150,DE 1529,Kassel Swew power station,NA,NA,NA,NA,NA,NA
111,135,50.28568,19.05438,PL-76-1,G105620,Katowice PKE power station Unit 1,1124297,PL-76,PL 64,Katowice PKE power station,Katowice B1,hard coal,135,PL,Katowice B1,Fossil Hard coal
112,354,54.338671,10.176991,DE-152-1,G105733,Kiel-A power station,1125053,DE-152,DE 1210,Kiel power station,Kiel East,hard coal,354,DE,Kiel,Fossil Hard coal
113,40,54.333333,10.133333,NA,G105734,Kiel-Wik 2,1125062,NA,NA,Kiel-Wik power station,NA,NA,NA,NA,NA,NA
114,520,54.724522,-5.767263,UK-85-1,G105743,Kilroot power station Unit 1,1125171,UK-85,GB 578,Kilroot power station,NA,NA,NA,NA,NA,NA
115,405,50.15348733,14.128268,CZ-18-3,G105793,Kladno TG4 ,1125484,CZ-18,CZ 401,Kladno power station,Kladno TG4 (unit 4),lignite,135.3,CZ,EECK_G4____,Fossil Brown coal/Lignite
116,32,50.419167,18.123611,NA,G105810,Koksownicze 3,,NA,NA,Koksownicze power station,NA,NA,NA,NA,NA,NA
117,192,50.522288,13.572102,CZ-24-1,G105840,Komorany II 4,,CZ-24,CZ 112,Komorany power station,NA,NA,NA,NA,NA,NA
118,170,52.283657,18.269475,NA,G105845,Konin power station Unit 2,1125949,NA,NA,Konin power station,NA,NA,NA,NA,NA,NA
119,121,48.698047,21.271726,SK-4-1,G105879,Kosice power station Unit 1,1126141,SK-4,SK 144,Kosice power station,NA,NA,NA,NA,NA,NA
12,365,42.839264,-6.533279,ES-25-1,G100250,Anllares power station Unit 1,1102267,ES-25,ES 273,Anllares power station,Anllares 1,hard coal,365.2,ES,ANLLARES 1,Fossil Hard coal
120,2840,51.667025,21.461976,PL-96-1,G105919,Kozienice power station Unit 1,1126349,PL-96,PL 4,Kozienice power station,Kozienice B1,hard coal,215,PL,Kozienice 1 B1,Fossil Hard coal
121,460,50.054021,20.006018,NA,G105936,Krakow-Leg power station Unit 4,1126415,NA,NA,Krakow-Leg power station,NA,NA,NA,NA,NA,NA
122,116,51.377382,6.65873,DE-215-4,G105963,Krefeld-Uerdingen 4,1162183,DE-215,DE 833,Krefeld-Uerdingen power station,NA,NA,NA,NA,NA,NA
123,60,62.8925,27.678333,NA,G106028,Kuopio 1,,NA,NA,Kuopio power station,NA,NA,NA,NA,NA,NA
124,31,58.41940985,15.62500017,NA,G106051,Kv Linkoping 1,1172584,NA,NA,Kv Linkoping power station,NA,NA,NA,NA,NA,NA
125,50,60.75,26.823611,NA,G106065,Kymenso (Anjalankoski) 2,1179953,NA,NA,Kymenso (Anjalankoski) power station,NA,NA,NA,NA,NA,NA
126,138,60.99176,25.720225,FI-16-1,G106066,Kymijarvi power station Unit 1,1127881,FI-16,FI 168,Kymijarvi power station,Kymijarvi 1,hard coal,211.95652173913,FI,Kymijärvi B1,Fossil Hard coal
127,50,43.247303,-5.754558,NA,G106074,La Pereda Hunosa 1,1127555,NA,NA,La Pereda Hunosa power station,NA,NA,NA,NA,NA,NA
128,620,42.791992,-5.634922,ES-19-1,G106075,La Robla Fenosa power station Unit 1,1127592,ES-19,ES 274,La Robla Fenosa power station,La Robla GR I,hard coal,284,ES,ROBLA 1,Fossil Hard coal
129,600,44.112151,9.875047,IT-11-1,G106077,La Spezia power station Unit 5,1127617,IT-11,IT 88,La Spezia power station,La Spezia 3,hard coal,600,IT,UP_SPEZIA_CE_3,Fossil Hard coal
13,100,46.222424,21.328771,NA,G100302,Arad-1 power station Unit 1,,NA,NA,Arad power station,NA,NA,NA,NA,NA,NA
130,358,43.296361,-5.682542,NA,G106087,Lada III,1127725,NA,NA,Lada power station,NA,NA,NA,NA,NA,NA
131,820,50.350163,19.143507,NA,G106095,Lagisza power station Unit 1,1127811,NA,NA,Lagisza power station,NA,NA,NA,NA,NA,NA
132,1155,50.134526,18.844352,PL-107-1,G106197,Laziska power station Unit 1,1128498,PL-107,PL 12,Laziska power station,Laziska B1,hard coal,125,PL,Łaziska 2 B1,Fossil Hard coal
133,122,-21.114444,55.5325,NA,G106203,Le Gol 1,,NA,NA,Le Gol power station,NA,NA,NA,NA,NA,NA
134,600,49.475745,0.147462,NA,G106206,Le Havre-2 power station Unit 1,1128524,NA,NA,Le Havre power station,NA,NA,NA,NA,NA,NA
135,38,16.3306,-61.3444,FR-87-1,G106209,Le Moule,,FR-87,FR 201340,Le Moule power station,NA,NA,NA,NA,NA,NA
136,330,50.575909,13.779415,NA,G106211,Ledvice power station Unit 1,1128661,NA,NA,Ledvice power station,NA,NA,NA,NA,NA,NA
137,37,47.976111,13.595556,NA,G106239,Lenzing Energy-I No T5,1217145,NA,NA,Lenzing Energy power station,NA,NA,NA,NA,NA,NA
138,1866,51.184537,12.372852,DE-28-1,G106337,Lippendorf power station Unit R,1129333,DE-28,DE 1460,Lippendorf power station,Lippendorf R,lignite,933.6,DE,KW Lippendorf Block R,Fossil Brown coal/Lignite
139,1100,36.978378,-1.904999,ES-10-1,G106342,Litoral de Almería power station Unit 1,1129366,ES-10,ES 43,Litoral de Almería power station,Litoral GR I,hard coal,577,ES,LITORAL 1,Fossil Hard coal
14,1467,43.441395,-7.862578,ES-7-1,G100363,As Pontes power station Unit 1,1143836,ES-7,ES 647,As Pontes power station,As Pontes GR I,lignite,368.9,ES,P.G.RODR 1,Fossil Brown coal/Lignite
140,124,46.057997,14.54466,SI-3-1,G106370,Ljubljana TE-TOL power station Unit 1,1129437,SI-3,SI 5,Ljubljana TE-TOL power station,NA,NA,NA,NA,NA,NA
141,174,51.798357,19.420734,PL-114-1,G106375,Lodz-3 power station Unit 1,1129529,PL-114,PL 87,Lodz-3 power station,NA,NA,NA,NA,NA,NA
142,215,51.745647,19.539635,PL-115-1,G106379,Lodz-4 power station Unit 1,1129533,PL-115,PL 88,Lodz-4 power station,NA,NA,NA,NA,NA,NA
143,568,36.1828,-5.42,NA,G106425,Los Barrios power station Unit 2,,NA,NA,Los Barrios power station,NA,NA,NA,NA,NA,NA
144,810,51.6143892,7.4642766,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
145,520,51.614042,7.481345,DE-163-6,G106474,Lünen-1 power station Unit 6,1124646,DE-163,DE 1313,Lünen power station (KSBG),Luenen 6,hard coal,170,DE,LUENEN_6,Fossil Hard coal
146,420,55.20475,-1.520356,NA,G106521,Lynemouth power station Unit 1,1130248,NA,NA,Lynemouth power station,NA,NA,NA,NA,NA,NA
147,1080,51.958734,4.027208,NA,G106536,Maasvlakte power station Unit 1,1130353,NA,NA,Maasvlakte power station,NA,NA,NA,NA,NA,NA
148,1100,51.958734,4.027208,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
149,800,51.9439441,4.0717328,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
15,1052,55.661528,11.080892,DK-10-2,G100379,Asnaes power station Unit 2,1103061,DK-10,DK 48,Asnaes power station,Asnaes 2,hard coal,147,DK,Asnaesvaerket 2,Fossil Hard coal
150,110,50.084967,14.525273,CZ-41-3,G106610,Malesice power station Unit 3,1251558,CZ-41,CZ 46,Malesice power station,NA,NA,NA,NA,NA,NA
151,120,42.051942,25.623344,BG-3-3,G106668,Maritsa 3 power station,1161053,BG-3,BG 31,Maritsa 3 power station,Maritsa 3,lignite,120,BG,TPP_MARITSA_3_G1,Fossil Brown coal/Lignite
152,1602,42.254053,26.134007,BG-8-1,G106669,Maritsa Itzok-2 power station Unit 1,1131603,BG-8,BG 50,Maritsa Itzok-2 power station,Maritsa East 2-1,lignite,177,BG,TPP_MI2_G1,Fossil Brown coal/Lignite
153,908,42.14502,26.003009,BG-9-1,G106677,Maritsa Itzok-3 power station Unit 1,1131611,BG-9,BG 9,Maritsa Itzok-3 power station,ContourGlobal Maritsa East 3-1,lignite,227,BG,TPP_MI3_G1,Fossil Brown coal/Lignite
154,670,42.1573,25.9084,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
155,80,60.2833,24.8364,FI-31-2,G106706,Martinlaakso 2,1131720,FI-31,FI 333,Martinlaakso power station,NA,NA,NA,NA,NA,NA
156,32,49.059218,18.907019,NA,G106707,Martinska 2,,NA,NA,Martinska power station,NA,NA,NA,NA,NA,NA
157,884,47.79027,20.06358,NA,G106737,Matra power station Unit 6,1133132,NA,NA,Matra power station,NA,NA,NA,NA,NA,NA
158,600,37.417449,22.107892,NA,G106796,Megalopoli-A power station Unit 1,1132215,NA,NA,Megalopoli power station,NA,NA,NA,NA,NA,NA
159,752,52.315108,10.093756,DE-130-1,G106802,Mehrum power station ,1132244,DE-130,DE 939,Mehrum power station,Mehrum 3,hard coal,750,DE,Block 3,Fossil Hard coal
16,60,47.0956,17.558444,NA,G100447,Bakony 6,1100797,NA,NA,Bakony power station,NA,NA,NA,NA,NA,NA
160,580,43.16744,-8.411278,ES-22-1,G106804,Meirama power station Unit 1,1132262,ES-22,ES 648,Meirama power station,Meirama 1,lignite,580.46,ES,MEIRAMA,Fossil Brown coal/Lignite
161,246,46.90819,15.492306,AT-11-1,G106840,Mellach power station Unit 1,1132360,AT-11,AT 99,Mellach power station,Mellach 1,hard coal,246,AT,FHKW Mellach,Fossil Hard coal
162,1050,50.413132,14.41582,NA,G106847,Melnik-1 power station Unit 5,1132378,NA,NA,Melnik power station,NA,NA,NA,NA,NA,NA
163,560,61.63215,21.40473,FI-21-1,G106877,Meri-Pori 1,1132491,FI-21,FI 3,Meri-Pori power station,Meri-Pori 1,hard coal,614.130434782609,FI,Meri-Pori B1,Fossil Hard coal
164,58,51.466667,7.55,DE-154-1,G106879,Merkenich (Nord) 3,1132507,DE-154,DE 1276,Merkenich (Nord) power station,NA,NA,NA,NA,NA,NA
165,110,50.349073,18.841853,PL-20-1,G106906,Miechowice power station Unit 1,1132709,PL-20,PL 82,Miechowice power station,NA,NA,NA,NA,NA,NA
166,865,45.912791,22.826129,NA,G106938,Mintia-Deva power station Unit 1,1132979,NA,NA,Mintia-Deva power station,NA,NA,NA,NA,NA,NA
167,90,50.4125,14.904444,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
168,915,52.60795,-9.424255,IE-3-1,G106987,Moneypoint power station Unit 1,1133652,IE-3,IE 54,Moneypoint power station,Moneypoint 1,hard coal,305,IE,Moneypoint Unit 1,Fossil Hard coal
169,336,45.7979,13.5455,NA,G106992,Monfalcone power station Unit 5,1224907,NA,NA,Monfalcone power station,NA,NA,NA,NA,NA,NA
17,81,50.303889,19.137778,PL-4-1,G100691,Bedzin 1,1104888,PL-4,PL 29,Bedzin power station,NA,NA,NA,NA,NA,NA
170,1730,53.49,9.951667,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
171,365,48.181171,11.639797,DE-217-1,G107101,München Nord power station Unit 1,1134401,DE-217,DE 741,München Nord power station,NA,NA,NA,NA,NA,NA
172,70,48.783333,9.183333,NA,G107118,Munster Neubau 25,,NA,NA,Munster Neubau power station,NA,NA,NA,NA,NA,NA
173,366,60.458081,22.05294,NA,G107154,Naantali CHP power station,,NA,NA,Naantali CHP power station,NA,NA,NA,NA,NA,NA
174,530,43.292257,-6.393271,NA,G107283,Narcea power station Unit 1,1135302,NA,NA,Narcea power station,NA,NA,NA,NA,NA,NA
175,2200,51.035808,6.6330385,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
176,2224,51.035808,6.6330385,DE-107-1,G107366,Neurath A,1135774,DE-107,DE 1606,Neurath power station,Grevenbroich-Neurath A,lignite,312,DE,Neurath A,Fossil Brown coal/Lignite
177,3676,50.996883,6.667549,DE-13-1,G107422,Niederaussem power station Unit A,1135964,DE-13,DE 1649,Niederaussem power station,NA,NA,NA,NA,NA,NA
178,716,57.073694,10.040779,DK-19-2,G107495,Nordjylland power station Unit 2,1155748,DK-19,DK 78,Nordjylland power station,Nordjylland 2,hard coal,305,DK,Nordjyllandsvaerket 2,Fossil Hard coal
179,252,48.6988229,18.5334581,NA,G107533,Novaky-2 power station Unit 3,1136645,NA,NA,Novaky power station,NA,NA,NA,NA,NA,NA
18,858,51.266389,19.330556,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
180,60,50.11129297,8.745392723,NA,G107614,Offenbach,1137139,NA,NA,Offenbach power station,NA,NA,NA,NA,NA,NA
181,41,49.5708793,17.3041213,CZ-26-1,G107623,Olomouc 1,1137519,CZ-26,CZ 219,Olomouc power station,NA,NA,NA,NA,NA,NA
182,363,50.126508,15.793312,CZ-33-1,G107643,Opatovice power station Unit 1,1137712,CZ-33,CZ 36,Opatovice power station,NA,NA,NA,NA,NA,NA
183,1480,50.75182,17.88196,PL-16-1,G107649,Opole power station Unit 1,1137723,PL-16,PL 2,Opole power station,Opole  B1,hard coal,386,PL,Opole B1,Fossil Hard coal
184,250,47.501741,18.271075,HU-8-1,G107677,Oroszlány power station Unit 1,1137840,HU-8,HU 205,Oroszlány power station,NA,NA,NA,NA,NA,NA
185,37,55.1,14.7,NA,G107695,Ostkraft 6,1138100,NA,NA,Ostkraft power station,NA,NA,NA,NA,NA,NA
186,681,53.103611,21.6125,PL-140-4,G107697,Ostroleka-A power station Unit 4,1138111,PL-140,PL 19,Ostroleka power station,NA,NA,NA,NA,NA,NA
187,81,38.116667,13.366667,NA,G107739,Palermo (B),,NA,NA,Palermo power station,NA,NA,NA,NA,NA,NA
188,30,61.066667,28.183333,NA,G107823,Pargas 1,1190814,NA,NA,Pargas power station,NA,NA,NA,NA,NA,NA
189,150,43.172259,18.512728,RO-18-4,G107846,Paroseni power station Unit 4,1138924,RO-18,RO 209,Paroseni power station,Paroseni,hard coal,150,RO,CET_Paroseni_CA,Fossil Hard coal
19,4440,51.266389,19.330556,PL-6-1,G100724,Belchatow-1 power station Unit 1,1105004,PL-6,PL 1,Belchatow power station,Belchatow B1,lignite,370,PL,Bełchatów B01,Fossil Brown coal/Lignite
190,800,52.302,18.237,PL-90-1,G107864,Patnow power station Unit 7,1139119,PL-90,PL 21,Patnow power station,Patnow I B1,lignite,200,PL,Pątnów 1 B1,Fossil Brown coal/Lignite
191,628,39.468174,-8.109231,PT-3-1,G107913,Pego power station Unit 1,1139315,PT-3,PT 23,Pego power station,Pego 1,hard coal,341.304347826087,PT,Pego - G1,Fossil Hard coal
192,30,48.89726595,8.724529559,DE-188-1,G107958,Pforzheim-Iii No 1,1139726,DE-188,DE 1077,Pforzheim power station,NA,NA,NA,NA,NA,NA
193,150,42.896993,12.538264,IT-10-1,G107978,Pietro Vannucci power station Unit 1,1104660,IT-10,IT 426,Pietro Vannucci power station,NA,NA,NA,NA,NA,NA
194,46,49.368459,14.702139,CZ-36-2,G108022,Plana Nad Luznici Tg 3,1169777,CZ-36,CZ 307,Plana Nad Luznici power station,NA,NA,NA,NA,NA,NA
195,335,45.136764,14.162702,HR-1-1,G108045,Plomin-B power station,1140270,HR-1,HR 203977,Plomin power station,NA,NA,NA,NA,NA,NA
196,139,49.754333,13.398754,NA,G108050,Plzen CHP power station Unit 1,1148743,NA,NA,Plzen CHP power station,NA,NA,NA,NA,NA,NA
197,63,49.73952909,13.34546117,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
198,1000,50.427446,13.677724,CZ-38-2,G108054,Pocerady-1 power station Unit 2,1140314,CZ-38,CZ 124,Pocerady power station,Pocerady I 2,lignite,200,CZ,EPC1_G2____,Fossil Brown coal/Lignite
199,1575,50.437685,21.33769,NA,G108069,Polaniec power station Unit 8,1150987,NA,NA,Polaniec power station,NA,NA,NA,NA,NA,NA
2,916,43.553557,-5.721851,ES-11-1,G100014,Aboño power station Unit 1,1100161,ES-11,ES 201,Aboño power station,Abono GRI,hard coal,360,ES,ABOÑO 1,Fossil Hard coal
20,780,51.636678,7.620603,DE-14-1,G100765,Bergkamen power station Unit A,1105303,DE-14,DE 1399,Bergkamen power station,Bergkamen A,hard coal,780,DE,BERGKAMEN_A,Fossil Hard coal
200,120,53.390996,14.524786,PL-198-1,G108077,Pomorzany power station Unit 1,1140495,PL-198,PL 17,Pomorzany power station,NA,NA,NA,NA,NA,NA
201,165,50.572812,15.963992,CZ-53-1,G108081,Porici-2 power station Unit 1,1140733,CZ-53,CZ 125,Porici power station,NA,NA,NA,NA,NA,NA
202,160,45.45,12.216667,NA,G108103,Porto Marghera Alsar power station Unit 1,1140930,NA,NA,Porto Marghera Alsar power station,NA,NA,NA,NA,NA,NA
203,265,52.436416,16.988658,NA,G108125,Poznan Karolin power station Unit 3,1280024,NA,NA,Poznan Karolin power station,NA,NA,NA,NA,NA,NA
204,41,49.44506111,17.428525,CZ-42-2,G108132,Prerov K1-3,1141212,CZ-42,CZ 220,Prerov power station,NA,NA,NA,NA,NA,NA
205,600,43.469475,5.487544,NA,G108157,Provence power station Unit 4,1116246,NA,NA,Provence power station,NA,NA,NA,NA,NA,NA
206,750,50.418,13.259,NA,G108159,Prunerov II Power Station Unit 26,1208580,NA,NA,Prunerov,NA,NA,NA,NA,NA,NA
207,440,50.415122,13.255958,NA,G108166,Prunerov-2 power station Unit 1,1141342,NA,NA,Prunerov power station,NA,NA,NA,NA,NA,NA
208,550,40.480491,21.72746,NA,G108181,Ptolemaïda power station Unit 1,1141395,NA,NA,Ptolemaïda power station,NA,NA,NA,NA,NA,NA
209,324,38.110168,-4.935077,NA,G113465,Puente Nuevo GR I,,NA,NA,Puente Nuevo power station,NA,NA,NA,NA,NA,NA
21,180,52.489993,13.495988,NA,G100766,Berlin-Klingenberg power station Unit 4,1125549,NA,NA,Berlin-Klingenberg power station,NA,NA,NA,NA,NA,NA
210,92,51.457211,21.973811,NA,G108225,Pulawy ZAP Works power station Unit 1,1165405,NA,NA,Pulawy ZAP Works power station,NA,NA,NA,NA,NA,NA
211,2000,52.866945,-1.256635,UK-57-1,G108479,Ratcliffe power station Unit 1,1142610,UK-57,GB 154,Ratcliffe power station,Ratcliffe 1,hard coal,543.478260869565,GB,RATS-1,Fossil Hard coal
212,910,49.0125,8.302778,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
213,550,49.0125,8.302778,DE-148-5,G108503,RDK (Karlsruhe) power station,1142812,DE-148,DE 1457,RDK (Karlsruhe) power station,Karlsruhe 7,hard coal,550,DE,RDK 7,Fossil Hard coal
